% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0.25	0.5	1	1	1	1	1	43	1	43	0.00407054	0	0.00407054	0.00407054	43	0	43	43	
0.25	0.5	1	1	1	4	500	527000	239	251906	0.0498062	0.0313245	0.00658013	0.104117	1054	0	1054	1054	
0.5	0.75	1	1	1	4	568	598672	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	1	1	4	567	597618	0	0	0	0	0	0	0	0	0	0	
1	1.25	1	1	1	4	568	598672	0	0	0	0	0	0	0	0	0	0	
1.25	1.5	1	1	1	4	568	598672	0	0	0	0	0	0	0	0	0	0	
1.5	1.75	2	1	1	1	1	43	1	43	0.00407054	0	0.00407054	0.00407054	43	0	43	43	
1.5	1.75	2	1	1	4	470	495380	218	229772	0.0538956	0.0297165	0.00665143	0.104069	1054	0	1054	1054	
1.75	2	2	1	1	4	568	598672	519	547026	0.00716405	0.000339225	0.00656155	0.00799511	1054	0	1054	1054	
