% time	cellId	IMSI	RNTI	rsrp	sinr	ComponentCarrierId
0.277214	1	1	1	1.1638e-09	3.88855e+06	0
0.278214	1	1	1	1.1638e-09	3.88855e+06	0
0.279214	1	1	1	1.1638e-09	3.88855e+06	0
0.280214	1	1	1	1.1638e-09	3.88855e+06	0
0.281214	1	1	1	1.1638e-09	3.88855e+06	0
0.282214	1	1	1	1.1638e-09	3.88855e+06	0
0.283214	1	1	1	1.1638e-09	3.88855e+06	0
0.284214	1	1	1	1.1638e-09	3.88855e+06	0
0.285214	1	1	1	1.1638e-09	3.88855e+06	0
0.286214	1	1	1	1.1638e-09	3.88855e+06	0
0.287214	1	1	1	1.1638e-09	3.88855e+06	0
0.288214	1	1	1	1.1638e-09	3.88855e+06	0
0.289214	1	1	1	1.1638e-09	3.88855e+06	0
0.290214	1	1	1	1.1638e-09	3.88855e+06	0
0.291214	1	1	1	1.1638e-09	3.88855e+06	0
0.292214	1	1	1	1.1638e-09	3.88855e+06	0
0.293214	1	1	1	1.1638e-09	3.88855e+06	0
0.294214	1	1	1	1.1638e-09	3.88855e+06	0
0.295214	1	1	1	1.1638e-09	3.88855e+06	0
0.296214	1	1	1	1.1638e-09	3.88855e+06	0
0.297214	1	1	1	1.1638e-09	3.88855e+06	0
0.298214	1	1	1	1.1638e-09	3.88855e+06	0
0.299214	1	1	1	1.1638e-09	3.88855e+06	0
0.300214	1	1	1	1.1638e-09	3.88855e+06	0
0.301214	1	1	1	1.1638e-09	3.88855e+06	0
0.302214	1	1	1	1.1638e-09	3.88855e+06	0
0.303214	1	1	1	1.1638e-09	3.88855e+06	0
0.304214	1	1	1	1.1638e-09	3.88855e+06	0
0.305214	1	1	1	1.1638e-09	3.88855e+06	0
0.306214	1	1	1	1.1638e-09	3.88855e+06	0
0.307214	1	1	1	1.1638e-09	3.88855e+06	0
0.308214	1	1	1	1.1638e-09	3.88855e+06	0
0.309214	1	1	1	1.1638e-09	3.88855e+06	0
0.310214	1	1	1	1.1638e-09	3.88855e+06	0
0.311214	1	1	1	1.1638e-09	3.88855e+06	0
0.312214	1	1	1	1.1638e-09	3.88855e+06	0
0.313214	1	1	1	1.1638e-09	3.88855e+06	0
0.314214	1	1	1	1.1638e-09	3.88855e+06	0
0.315214	1	1	1	1.1638e-09	3.88855e+06	0
0.316214	1	1	1	1.1638e-09	3.88855e+06	0
0.317214	1	1	1	1.1638e-09	3.88855e+06	0
0.318214	1	1	1	1.1638e-09	3.88855e+06	0
0.319214	1	1	1	1.1638e-09	3.88855e+06	0
0.320214	1	1	1	1.1638e-09	3.88855e+06	0
0.321214	1	1	1	1.1638e-09	3.88855e+06	0
0.322214	1	1	1	1.1638e-09	3.88855e+06	0
0.323214	1	1	1	1.1638e-09	3.88855e+06	0
0.324214	1	1	1	1.1638e-09	3.88855e+06	0
0.325214	1	1	1	1.1638e-09	3.88855e+06	0
0.326214	1	1	1	1.1638e-09	3.88855e+06	0
0.327214	1	1	1	1.1638e-09	3.88855e+06	0
0.328214	1	1	1	1.1638e-09	3.88855e+06	0
0.329214	1	1	1	1.1638e-09	3.88855e+06	0
0.330214	1	1	1	1.1638e-09	3.88855e+06	0
0.331214	1	1	1	1.1638e-09	3.88855e+06	0
0.332214	1	1	1	1.1638e-09	3.88855e+06	0
0.333214	1	1	1	1.1638e-09	3.88855e+06	0
0.334214	1	1	1	1.1638e-09	3.88855e+06	0
0.335214	1	1	1	1.1638e-09	3.88855e+06	0
0.336214	1	1	1	1.1638e-09	3.88855e+06	0
0.337214	1	1	1	1.1638e-09	3.88855e+06	0
0.338214	1	1	1	1.1638e-09	3.88855e+06	0
0.339214	1	1	1	1.1638e-09	3.88855e+06	0
0.340214	1	1	1	1.1638e-09	3.88855e+06	0
0.341214	1	1	1	1.1638e-09	3.88855e+06	0
0.342214	1	1	1	1.1638e-09	3.88855e+06	0
0.343214	1	1	1	1.1638e-09	3.88855e+06	0
0.344214	1	1	1	1.1638e-09	3.88855e+06	0
0.345214	1	1	1	1.1638e-09	3.88855e+06	0
0.346214	1	1	1	1.1638e-09	3.88855e+06	0
0.347214	1	1	1	1.1638e-09	3.88855e+06	0
0.348214	1	1	1	1.1638e-09	3.88855e+06	0
0.349214	1	1	1	1.1638e-09	3.88855e+06	0
0.350214	1	1	1	1.1638e-09	3.88855e+06	0
0.351214	1	1	1	1.1638e-09	3.88855e+06	0
0.352214	1	1	1	1.1638e-09	3.88855e+06	0
0.353214	1	1	1	1.1638e-09	3.88855e+06	0
0.354214	1	1	1	1.1638e-09	3.88855e+06	0
0.355214	1	1	1	1.1638e-09	3.88855e+06	0
0.356214	1	1	1	1.1638e-09	3.88855e+06	0
0.357214	1	1	1	1.1638e-09	3.88855e+06	0
0.358214	1	1	1	1.1638e-09	3.88855e+06	0
0.359214	1	1	1	1.1638e-09	3.88855e+06	0
0.360214	1	1	1	1.1638e-09	3.88855e+06	0
0.361214	1	1	1	1.1638e-09	3.88855e+06	0
0.362214	1	1	1	1.1638e-09	3.88855e+06	0
0.363214	1	1	1	1.1638e-09	3.88855e+06	0
0.364214	1	1	1	1.1638e-09	3.88855e+06	0
0.365214	1	1	1	1.1638e-09	3.88855e+06	0
0.366214	1	1	1	1.1638e-09	3.88855e+06	0
0.367214	1	1	1	1.1638e-09	3.88855e+06	0
0.368214	1	1	1	1.1638e-09	3.88855e+06	0
0.369214	1	1	1	1.1638e-09	3.88855e+06	0
0.370214	1	1	1	1.1638e-09	3.88855e+06	0
0.371214	1	1	1	1.1638e-09	3.88855e+06	0
0.372214	1	1	1	1.1638e-09	3.88855e+06	0
0.373214	1	1	1	1.1638e-09	3.88855e+06	0
0.374214	1	1	1	1.1638e-09	3.88855e+06	0
0.375214	1	1	1	1.1638e-09	3.88855e+06	0
0.376214	1	1	1	1.1638e-09	3.88855e+06	0
0.377214	1	1	1	1.1638e-09	3.88855e+06	0
0.378214	1	1	1	1.1638e-09	3.88855e+06	0
0.379214	1	1	1	1.1638e-09	3.88855e+06	0
0.380214	1	1	1	1.1638e-09	3.88855e+06	0
0.381214	1	1	1	1.1638e-09	3.88855e+06	0
0.382214	1	1	1	1.1638e-09	3.88855e+06	0
0.383214	1	1	1	1.1638e-09	3.88855e+06	0
0.384214	1	1	1	1.1638e-09	3.88855e+06	0
0.385214	1	1	1	1.1638e-09	3.88855e+06	0
0.386214	1	1	1	1.1638e-09	3.88855e+06	0
0.387214	1	1	1	1.1638e-09	3.88855e+06	0
0.388214	1	1	1	1.1638e-09	3.88855e+06	0
0.389214	1	1	1	1.1638e-09	3.88855e+06	0
0.390214	1	1	1	1.1638e-09	3.88855e+06	0
0.391214	1	1	1	1.1638e-09	3.88855e+06	0
0.392214	1	1	1	1.1638e-09	3.88855e+06	0
0.393214	1	1	1	1.1638e-09	3.88855e+06	0
0.394214	1	1	1	1.1638e-09	3.88855e+06	0
0.395214	1	1	1	1.1638e-09	3.88855e+06	0
0.396214	1	1	1	1.1638e-09	3.88855e+06	0
0.397214	1	1	1	1.1638e-09	3.88855e+06	0
0.398214	1	1	1	1.1638e-09	3.88855e+06	0
0.399214	1	1	1	1.1638e-09	3.88855e+06	0
0.400214	1	1	1	9.33247e-21	3.11821e-05	0
0.401214	1	1	1	9.33247e-21	3.11821e-05	0
0.402214	1	1	1	9.33247e-21	3.11821e-05	0
0.403214	1	1	1	9.33247e-21	3.11821e-05	0
0.404214	1	1	1	9.33247e-21	3.11821e-05	0
0.405214	1	1	1	9.33247e-21	3.11821e-05	0
0.406214	1	1	1	9.33247e-21	3.11821e-05	0
0.407214	1	1	1	9.33247e-21	3.11821e-05	0
0.408214	1	1	1	9.33247e-21	3.11821e-05	0
0.409214	1	1	1	9.33247e-21	3.11821e-05	0
0.410214	1	1	1	9.33247e-21	3.11821e-05	0
0.411214	1	1	1	9.33247e-21	3.11821e-05	0
0.412214	1	1	1	9.33247e-21	3.11821e-05	0
0.413214	1	1	1	9.33247e-21	3.11821e-05	0
0.414214	1	1	1	9.33247e-21	3.11821e-05	0
0.415214	1	1	1	9.33247e-21	3.11821e-05	0
0.416214	1	1	1	9.33247e-21	3.11821e-05	0
0.417214	1	1	1	9.33247e-21	3.11821e-05	0
0.418214	1	1	1	9.33247e-21	3.11821e-05	0
0.419214	1	1	1	9.33247e-21	3.11821e-05	0
0.420214	1	1	1	9.33247e-21	3.11821e-05	0
0.421214	1	1	1	9.33247e-21	3.11821e-05	0
0.422214	1	1	1	9.33247e-21	3.11821e-05	0
0.423214	1	1	1	9.33247e-21	3.11821e-05	0
0.424214	1	1	1	9.33247e-21	3.11821e-05	0
0.425214	1	1	1	9.33247e-21	3.11821e-05	0
0.426214	1	1	1	9.33247e-21	3.11821e-05	0
0.427214	1	1	1	9.33247e-21	3.11821e-05	0
0.428214	1	1	1	9.33247e-21	3.11821e-05	0
0.429214	1	1	1	9.33247e-21	3.11821e-05	0
0.430214	1	1	1	9.33247e-21	3.11821e-05	0
0.431214	1	1	1	9.33247e-21	3.11821e-05	0
0.432214	1	1	1	9.33247e-21	3.11821e-05	0
0.433214	1	1	1	9.33247e-21	3.11821e-05	0
0.434214	1	1	1	9.33247e-21	3.11821e-05	0
0.435214	1	1	1	9.33247e-21	3.11821e-05	0
0.436214	1	1	1	9.33247e-21	3.11821e-05	0
0.437214	1	1	1	9.33247e-21	3.11821e-05	0
0.438214	1	1	1	9.33247e-21	3.11821e-05	0
0.439214	1	1	1	9.33247e-21	3.11821e-05	0
0.440214	1	1	1	9.33247e-21	3.11821e-05	0
0.441214	1	1	1	9.33247e-21	3.11821e-05	0
0.442214	1	1	1	9.33247e-21	3.11821e-05	0
0.443214	1	1	1	9.33247e-21	3.11821e-05	0
0.444214	1	1	1	9.33247e-21	3.11821e-05	0
0.445214	1	1	1	9.33247e-21	3.11821e-05	0
0.446214	1	1	1	9.33247e-21	3.11821e-05	0
0.447214	1	1	1	9.33247e-21	3.11821e-05	0
0.448214	1	1	1	9.33247e-21	3.11821e-05	0
0.449214	1	1	1	9.33247e-21	3.11821e-05	0
0.450214	1	1	1	9.33247e-21	3.11821e-05	0
0.451214	1	1	1	9.33247e-21	3.11821e-05	0
0.452214	1	1	1	9.33247e-21	3.11821e-05	0
0.453214	1	1	1	9.33247e-21	3.11821e-05	0
0.454214	1	1	1	9.33247e-21	3.11821e-05	0
0.455214	1	1	1	9.33247e-21	3.11821e-05	0
0.456214	1	1	1	9.33247e-21	3.11821e-05	0
0.457214	1	1	1	9.33247e-21	3.11821e-05	0
0.458214	1	1	1	9.33247e-21	3.11821e-05	0
0.459214	1	1	1	9.33247e-21	3.11821e-05	0
0.460214	1	1	1	9.33247e-21	3.11821e-05	0
0.461214	1	1	1	9.33247e-21	3.11821e-05	0
0.462214	1	1	1	9.33247e-21	3.11821e-05	0
0.463214	1	1	1	9.33247e-21	3.11821e-05	0
0.464214	1	1	1	9.33247e-21	3.11821e-05	0
0.465214	1	1	1	9.33247e-21	3.11821e-05	0
0.466214	1	1	1	9.33247e-21	3.11821e-05	0
0.467214	1	1	1	9.33247e-21	3.11821e-05	0
0.468214	1	1	1	9.33247e-21	3.11821e-05	0
0.469214	1	1	1	9.33247e-21	3.11821e-05	0
0.470214	1	1	1	9.33247e-21	3.11821e-05	0
0.471214	1	1	1	9.33247e-21	3.11821e-05	0
0.472214	1	1	1	9.33247e-21	3.11821e-05	0
0.473214	1	1	1	9.33247e-21	3.11821e-05	0
0.474214	1	1	1	9.33247e-21	3.11821e-05	0
0.475214	1	1	1	9.33247e-21	3.11821e-05	0
0.476214	1	1	1	9.33247e-21	3.11821e-05	0
0.477214	1	1	1	9.33247e-21	3.11821e-05	0
0.478214	1	1	1	9.33247e-21	3.11821e-05	0
0.479214	1	1	1	9.33247e-21	3.11821e-05	0
0.480214	1	1	1	9.33247e-21	3.11821e-05	0
0.481214	1	1	1	9.33247e-21	3.11821e-05	0
0.482214	1	1	1	9.33247e-21	3.11821e-05	0
0.483214	1	1	1	9.33247e-21	3.11821e-05	0
0.484214	1	1	1	9.33247e-21	3.11821e-05	0
0.485214	1	1	1	9.33247e-21	3.11821e-05	0
0.486214	1	1	1	9.33247e-21	3.11821e-05	0
0.487214	1	1	1	9.33247e-21	3.11821e-05	0
0.488214	1	1	1	9.33247e-21	3.11821e-05	0
0.489214	1	1	1	9.33247e-21	3.11821e-05	0
0.490214	1	1	1	9.33247e-21	3.11821e-05	0
0.491214	1	1	1	9.33247e-21	3.11821e-05	0
0.492214	1	1	1	9.33247e-21	3.11821e-05	0
0.493214	1	1	1	9.33247e-21	3.11821e-05	0
0.494214	1	1	1	9.33247e-21	3.11821e-05	0
0.495214	1	1	1	9.33247e-21	3.11821e-05	0
0.496214	1	1	1	9.33247e-21	3.11821e-05	0
0.497214	1	1	1	9.33247e-21	3.11821e-05	0
0.498214	1	1	1	9.33247e-21	3.11821e-05	0
0.499214	1	1	1	9.33247e-21	3.11821e-05	0
0.500214	1	1	1	9.33247e-21	3.11821e-05	0
0.501214	1	1	1	9.33247e-21	3.11821e-05	0
0.502214	1	1	1	9.33247e-21	3.11821e-05	0
0.503214	1	1	1	9.33247e-21	3.11821e-05	0
0.504214	1	1	1	9.33247e-21	3.11821e-05	0
0.505214	1	1	1	9.33247e-21	3.11821e-05	0
0.506214	1	1	1	9.33247e-21	3.11821e-05	0
0.507214	1	1	1	9.33247e-21	3.11821e-05	0
0.508214	1	1	1	9.33247e-21	3.11821e-05	0
0.509214	1	1	1	9.33247e-21	3.11821e-05	0
0.510214	1	1	1	9.33247e-21	3.11821e-05	0
0.511214	1	1	1	9.33247e-21	3.11821e-05	0
0.512214	1	1	1	9.33247e-21	3.11821e-05	0
0.513214	1	1	1	9.33247e-21	3.11821e-05	0
0.514214	1	1	1	9.33247e-21	3.11821e-05	0
0.515214	1	1	1	9.33247e-21	3.11821e-05	0
0.516214	1	1	1	9.33247e-21	3.11821e-05	0
0.517214	1	1	1	9.33247e-21	3.11821e-05	0
0.518214	1	1	1	9.33247e-21	3.11821e-05	0
0.519214	1	1	1	9.33247e-21	3.11821e-05	0
0.520214	1	1	1	9.33247e-21	3.11821e-05	0
0.521214	1	1	1	9.33247e-21	3.11821e-05	0
0.522214	1	1	1	9.33247e-21	3.11821e-05	0
0.523214	1	1	1	9.33247e-21	3.11821e-05	0
0.524214	1	1	1	9.33247e-21	3.11821e-05	0
0.525214	1	1	1	9.33247e-21	3.11821e-05	0
0.526214	1	1	1	9.33247e-21	3.11821e-05	0
0.527214	1	1	1	9.33247e-21	3.11821e-05	0
0.528214	1	1	1	9.33247e-21	3.11821e-05	0
0.529214	1	1	1	9.33247e-21	3.11821e-05	0
0.530214	1	1	1	9.33247e-21	3.11821e-05	0
0.531214	1	1	1	9.33247e-21	3.11821e-05	0
0.532214	1	1	1	9.33247e-21	3.11821e-05	0
0.533214	1	1	1	9.33247e-21	3.11821e-05	0
0.534214	1	1	1	9.33247e-21	3.11821e-05	0
0.535214	1	1	1	9.33247e-21	3.11821e-05	0
0.536214	1	1	1	9.33247e-21	3.11821e-05	0
0.537214	1	1	1	9.33247e-21	3.11821e-05	0
0.538214	1	1	1	9.33247e-21	3.11821e-05	0
0.539214	1	1	1	9.33247e-21	3.11821e-05	0
0.540214	1	1	1	9.33247e-21	3.11821e-05	0
0.541214	1	1	1	9.33247e-21	3.11821e-05	0
0.542214	1	1	1	9.33247e-21	3.11821e-05	0
0.543214	1	1	1	9.33247e-21	3.11821e-05	0
0.544214	1	1	1	9.33247e-21	3.11821e-05	0
0.545214	1	1	1	9.33247e-21	3.11821e-05	0
0.546214	1	1	1	9.33247e-21	3.11821e-05	0
0.547214	1	1	1	9.33247e-21	3.11821e-05	0
0.548214	1	1	1	9.33247e-21	3.11821e-05	0
0.549214	1	1	1	9.33247e-21	3.11821e-05	0
0.550214	1	1	1	9.33247e-21	3.11821e-05	0
0.551214	1	1	1	9.33247e-21	3.11821e-05	0
0.552214	1	1	1	9.33247e-21	3.11821e-05	0
0.553214	1	1	1	9.33247e-21	3.11821e-05	0
0.554214	1	1	1	9.33247e-21	3.11821e-05	0
0.555214	1	1	1	9.33247e-21	3.11821e-05	0
0.556214	1	1	1	9.33247e-21	3.11821e-05	0
0.557214	1	1	1	9.33247e-21	3.11821e-05	0
0.558214	1	1	1	9.33247e-21	3.11821e-05	0
0.559214	1	1	1	9.33247e-21	3.11821e-05	0
0.560214	1	1	1	9.33247e-21	3.11821e-05	0
0.561214	1	1	1	9.33247e-21	3.11821e-05	0
0.562214	1	1	1	9.33247e-21	3.11821e-05	0
0.563214	1	1	1	9.33247e-21	3.11821e-05	0
0.564214	1	1	1	9.33247e-21	3.11821e-05	0
0.565214	1	1	1	9.33247e-21	3.11821e-05	0
0.566214	1	1	1	9.33247e-21	3.11821e-05	0
0.567214	1	1	1	9.33247e-21	3.11821e-05	0
0.568214	1	1	1	9.33247e-21	3.11821e-05	0
0.569214	1	1	1	9.33247e-21	3.11821e-05	0
0.570214	1	1	1	9.33247e-21	3.11821e-05	0
0.571214	1	1	1	9.33247e-21	3.11821e-05	0
0.572214	1	1	1	9.33247e-21	3.11821e-05	0
0.573214	1	1	1	9.33247e-21	3.11821e-05	0
0.574214	1	1	1	9.33247e-21	3.11821e-05	0
0.575214	1	1	1	9.33247e-21	3.11821e-05	0
0.576214	1	1	1	9.33247e-21	3.11821e-05	0
0.577214	1	1	1	9.33247e-21	3.11821e-05	0
0.578214	1	1	1	9.33247e-21	3.11821e-05	0
0.579214	1	1	1	9.33247e-21	3.11821e-05	0
0.580214	1	1	1	9.33247e-21	3.11821e-05	0
0.581214	1	1	1	9.33247e-21	3.11821e-05	0
0.582214	1	1	1	9.33247e-21	3.11821e-05	0
0.583214	1	1	1	9.33247e-21	3.11821e-05	0
0.584214	1	1	1	9.33247e-21	3.11821e-05	0
0.585214	1	1	1	9.33247e-21	3.11821e-05	0
0.586214	1	1	1	9.33247e-21	3.11821e-05	0
0.587214	1	1	1	9.33247e-21	3.11821e-05	0
0.588214	1	1	1	9.33247e-21	3.11821e-05	0
0.589214	1	1	1	9.33247e-21	3.11821e-05	0
0.590214	1	1	1	9.33247e-21	3.11821e-05	0
0.591214	1	1	1	9.33247e-21	3.11821e-05	0
0.592214	1	1	1	9.33247e-21	3.11821e-05	0
0.593214	1	1	1	9.33247e-21	3.11821e-05	0
0.594214	1	1	1	9.33247e-21	3.11821e-05	0
0.595214	1	1	1	9.33247e-21	3.11821e-05	0
0.596214	1	1	1	9.33247e-21	3.11821e-05	0
0.597214	1	1	1	9.33247e-21	3.11821e-05	0
0.598214	1	1	1	9.33247e-21	3.11821e-05	0
0.599214	1	1	1	9.33247e-21	3.11821e-05	0
0.600214	1	1	1	9.33247e-21	3.11821e-05	0
0.601214	1	1	1	9.33247e-21	3.11821e-05	0
0.602214	1	1	1	9.33247e-21	3.11821e-05	0
0.603214	1	1	1	9.33247e-21	3.11821e-05	0
0.604214	1	1	1	9.33247e-21	3.11821e-05	0
0.605214	1	1	1	9.33247e-21	3.11821e-05	0
0.606214	1	1	1	9.33247e-21	3.11821e-05	0
0.607214	1	1	1	9.33247e-21	3.11821e-05	0
0.608214	1	1	1	9.33247e-21	3.11821e-05	0
0.609214	1	1	1	9.33247e-21	3.11821e-05	0
0.610214	1	1	1	9.33247e-21	3.11821e-05	0
0.611214	1	1	1	9.33247e-21	3.11821e-05	0
0.612214	1	1	1	9.33247e-21	3.11821e-05	0
0.613214	1	1	1	9.33247e-21	3.11821e-05	0
0.614214	1	1	1	9.33247e-21	3.11821e-05	0
0.615214	1	1	1	9.33247e-21	3.11821e-05	0
0.616214	1	1	1	9.33247e-21	3.11821e-05	0
0.617214	1	1	1	9.33247e-21	3.11821e-05	0
0.618214	1	1	1	9.33247e-21	3.11821e-05	0
0.619214	1	1	1	9.33247e-21	3.11821e-05	0
0.620214	1	1	1	9.33247e-21	3.11821e-05	0
0.621214	1	1	1	9.33247e-21	3.11821e-05	0
0.622214	1	1	1	9.33247e-21	3.11821e-05	0
0.623214	1	1	1	9.33247e-21	3.11821e-05	0
0.624214	1	1	1	9.33247e-21	3.11821e-05	0
0.625214	1	1	1	9.33247e-21	3.11821e-05	0
0.626214	1	1	1	9.33247e-21	3.11821e-05	0
0.627214	1	1	1	9.33247e-21	3.11821e-05	0
0.628214	1	1	1	9.33247e-21	3.11821e-05	0
0.629214	1	1	1	9.33247e-21	3.11821e-05	0
0.630214	1	1	1	9.33247e-21	3.11821e-05	0
0.631214	1	1	1	9.33247e-21	3.11821e-05	0
0.632214	1	1	1	9.33247e-21	3.11821e-05	0
0.633214	1	1	1	9.33247e-21	3.11821e-05	0
0.634214	1	1	1	9.33247e-21	3.11821e-05	0
0.635214	1	1	1	9.33247e-21	3.11821e-05	0
0.636214	1	1	1	9.33247e-21	3.11821e-05	0
0.637214	1	1	1	9.33247e-21	3.11821e-05	0
0.638214	1	1	1	9.33247e-21	3.11821e-05	0
0.639214	1	1	1	9.33247e-21	3.11821e-05	0
0.640214	1	1	1	9.33247e-21	3.11821e-05	0
0.641214	1	1	1	9.33247e-21	3.11821e-05	0
0.642214	1	1	1	9.33247e-21	3.11821e-05	0
0.643214	1	1	1	9.33247e-21	3.11821e-05	0
0.644214	1	1	1	9.33247e-21	3.11821e-05	0
0.645214	1	1	1	9.33247e-21	3.11821e-05	0
0.646214	1	1	1	9.33247e-21	3.11821e-05	0
0.647214	1	1	1	9.33247e-21	3.11821e-05	0
0.648214	1	1	1	9.33247e-21	3.11821e-05	0
0.649214	1	1	1	9.33247e-21	3.11821e-05	0
0.650214	1	1	1	9.33247e-21	3.11821e-05	0
0.651214	1	1	1	9.33247e-21	3.11821e-05	0
0.652214	1	1	1	9.33247e-21	3.11821e-05	0
0.653214	1	1	1	9.33247e-21	3.11821e-05	0
0.654214	1	1	1	9.33247e-21	3.11821e-05	0
0.655214	1	1	1	9.33247e-21	3.11821e-05	0
0.656214	1	1	1	9.33247e-21	3.11821e-05	0
0.657214	1	1	1	9.33247e-21	3.11821e-05	0
0.658214	1	1	1	9.33247e-21	3.11821e-05	0
0.659214	1	1	1	9.33247e-21	3.11821e-05	0
0.660214	1	1	1	9.33247e-21	3.11821e-05	0
0.661214	1	1	1	9.33247e-21	3.11821e-05	0
0.662214	1	1	1	9.33247e-21	3.11821e-05	0
0.663214	1	1	1	9.33247e-21	3.11821e-05	0
0.664214	1	1	1	9.33247e-21	3.11821e-05	0
0.665214	1	1	1	9.33247e-21	3.11821e-05	0
0.666214	1	1	1	9.33247e-21	3.11821e-05	0
0.667214	1	1	1	9.33247e-21	3.11821e-05	0
0.668214	1	1	1	9.33247e-21	3.11821e-05	0
0.669214	1	1	1	9.33247e-21	3.11821e-05	0
0.670214	1	1	1	9.33247e-21	3.11821e-05	0
0.671214	1	1	1	9.33247e-21	3.11821e-05	0
0.672214	1	1	1	9.33247e-21	3.11821e-05	0
0.673214	1	1	1	9.33247e-21	3.11821e-05	0
0.674214	1	1	1	9.33247e-21	3.11821e-05	0
0.675214	1	1	1	9.33247e-21	3.11821e-05	0
0.676214	1	1	1	9.33247e-21	3.11821e-05	0
0.677214	1	1	1	9.33247e-21	3.11821e-05	0
0.678214	1	1	1	9.33247e-21	3.11821e-05	0
0.679214	1	1	1	9.33247e-21	3.11821e-05	0
