Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.166s)
CreateVariables () DONE !!!
Creating 22 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21
2.00	7.75	7.47	0.62	0.29	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.16	0.00	0.16	0.00	0.12	0.00	0.00	0.00	0.00	0.00
3.00	7.80	7.50	0.52	0.00	0.00	0.00	0.26	0.16	1.18	0.00	0.00	0.00	0.02	0.98	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	7.81	7.50	0.39	0.41	0.00	0.71	0.33	0.09	0.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.22	0.00	0.00
5.00	7.80	7.50	0.00	0.00	0.00	0.58	0.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.38	0.00	0.00	0.00	0.00	0.00	0.04	0.00
6.00	7.80	7.50	0.09	0.12	0.00	0.53	0.89	0.09	0.98	0.00	0.00	0.00	0.00	0.14	0.19	0.00	0.00	0.19	0.00	0.00	0.07	0.00
7.00	7.81	7.50	0.26	0.11	0.00	0.00	0.07	0.00	0.28	0.00	0.00	0.00	0.00	0.28	0.21	0.00	0.00	0.35	0.00	0.00	0.00	0.00
8.00	7.80	7.50	0.61	0.01	0.00	0.00	0.28	0.05	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.28	0.37	0.00	0.00	0.00	0.00
9.00	7.80	7.50	0.16	0.00	0.00	1.25	0.46	0.05	0.47	0.00	0.00	0.00	0.08	1.80	0.00	0.00	0.09	0.09	0.00	0.07	0.08	0.00
10.00	7.81	7.49	0.25	0.00	0.00	0.87	1.67	0.05	0.07	0.00	0.00	0.00	0.00	0.34	0.00	0.00	0.60	0.09	0.00	0.00	0.00	0.00
11.00	7.80	7.50	0.66	0.00	0.00	1.51	1.21	2.44	0.00	0.00	0.09	0.00	0.05	1.98	0.44	0.00	0.21	0.00	0.00	0.00	0.02	0.00
12.00	7.81	7.50	0.66	0.00	0.00	1.25	0.00	0.00	0.49	0.00	0.21	0.00	0.00	0.12	2.20	0.00	0.01	0.05	0.02	0.00	0.00	0.00
13.00	7.80	7.50	0.67	0.21	0.01	1.07	0.74	0.00	3.00	0.00	0.26	0.00	0.04	2.96	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00
14.00	7.80	7.50	0.58	0.00	0.00	0.91	0.00	3.13	0.00	0.00	0.00	0.00	0.35	0.00	0.00	0.00	0.00	0.16	0.00	0.04	0.00	0.00
15.00	7.81	7.50	0.00	0.49	0.01	0.86	0.05	0.00	0.19	0.00	0.00	0.00	0.01	3.73	0.00	0.00	0.14	0.07	1.00	0.01	0.00	0.00
16.00	7.80	7.50	2.30	0.00	0.00	0.00	0.82	0.00	0.49	0.00	0.19	0.00	0.00	0.49	0.00	0.00	0.00	0.00	0.99	0.00	0.00	0.00
17.00	7.80	7.50	2.30	0.00	0.00	0.00	0.84	0.00	2.19	0.00	0.26	0.00	0.00	1.47	1.91	0.00	3.47	0.21	0.00	0.00	0.00	0.00
18.00	7.81	7.50	1.21	0.00	0.44	1.08	0.99	0.12	0.00	0.00	0.09	0.00	0.00	2.20	2.47	0.00	0.07	0.00	0.00	0.00	0.00	0.00
19.00	7.80	7.49	0.00	0.45	0.00	0.75	0.02	2.38	0.00	0.00	0.00	0.00	0.00	0.00	1.30	0.00	0.09	0.09	0.49	0.00	0.00	0.00
20.00	7.80	7.50	0.07	0.00	0.00	0.00	0.68	0.00	0.49	0.00	0.24	0.00	0.37	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00
21.00	7.81	7.50	0.00	0.00	0.00	0.21	0.14	0.49	0.21	0.00	0.00	0.00	0.00	0.16	0.47	0.00	0.06	0.61	0.00	0.00	0.00	0.00
22.00	7.80	7.50	0.00	1.74	0.00	0.29	0.05	0.00	1.94	0.00	0.29	0.00	0.07	0.00	0.40	0.00	1.71	0.42	0.28	0.21	0.00	0.00
23.00	7.81	7.50	1.28	0.00	0.00	0.00	2.50	0.00	0.00	0.00	0.14	0.00	0.26	0.00	1.78	0.00	0.00	0.19	0.00	0.00	0.00	0.00
24.00	7.80	7.50	0.00	0.29	0.00	0.00	0.00	0.09	0.00	0.00	0.11	0.00	0.21	0.49	1.46	0.00	0.00	0.24	0.00	0.00	0.00	0.00
25.00	7.80	7.50	0.00	0.93	0.00	0.00	0.00	0.52	0.18	0.00	0.00	0.00	0.02	1.39	0.00	0.00	0.37	0.33	1.77	0.75	0.00	0.00
26.00	7.81	7.50	0.00	0.00	0.00	0.00	0.66	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00
27.00	7.80	7.50	0.12	0.00	0.00	0.00	3.58	0.00	0.74	0.00	0.00	0.00	0.00	1.30	0.38	0.00	0.00	0.28	0.00	0.00	0.00	0.00
28.00	7.80	7.49	1.12	0.31	0.00	0.00	0.79	0.00	0.00	0.00	0.00	0.00	0.37	1.73	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.00
29.00	7.81	7.50	0.52	0.54	0.04	0.29	0.86	0.00	0.00	0.00	0.25	0.00	0.07	0.53	0.00	0.00	0.00	0.24	0.00	0.49	0.00	0.00
30.00	7.80	7.50	0.49	0.00	0.00	1.14	3.90	0.00	0.00	0.00	0.00	0.00	0.09	1.00	0.00	0.00	0.00	0.05	0.00	0.00	0.02	0.00
31.00	7.80	7.50	0.00	0.00	0.00	0.94	0.99	0.00	0.00	0.00	0.05	0.00	0.26	3.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
32.00	7.81	7.50	1.30	0.00	0.02	0.68	0.00	1.44	0.00	0.00	0.24	0.00	0.28	0.00	0.00	0.00	0.00	0.45	0.00	0.00	0.00	0.00
33.00	7.80	7.50	0.00	0.00	0.01	1.87	0.00	0.00	0.00	0.00	0.33	0.00	0.12	0.00	0.38	0.00	0.33	0.07	0.66	0.00	0.00	0.00
34.00	7.81	7.50	0.00	0.00	0.00	1.30	0.00	0.00	0.00	0.07	0.49	0.00	0.00	0.49	0.26	0.00	0.00	0.00	0.01	0.11	0.00	0.00
35.00	7.80	7.50	0.00	0.08	0.00	1.51	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.00	1.64	0.00	0.00	0.00	0.05	0.80	0.00	0.00
