Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.066s)
CreateVariables () DONE !!!
Creating 13 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12
2.00	9.55	0.38	0.00	0.00	0.00	0.00	0.14	2.61	0.00	0.00	0.00	0.00	0.00
3.00	9.60	1.27	0.00	0.00	0.00	0.00	1.00	0.49	0.00	0.00	0.00	0.00	0.00
4.00	9.60	1.40	0.00	0.31	0.00	0.00	0.00	1.70	1.13	0.09	0.05	0.00	0.02
5.00	9.60	3.53	0.00	1.65	0.00	0.39	0.24	0.00	0.00	0.00	0.00	0.00	0.47
6.00	9.61	0.00	0.00	0.00	0.00	0.99	0.00	0.00	0.42	0.07	0.00	0.00	0.00
7.00	9.60	0.00	0.00	0.34	0.00	0.98	0.00	0.02	1.38	0.14	0.09	0.00	0.00
8.00	9.60	0.00	0.00	0.34	0.00	1.38	0.42	0.49	1.46	0.00	0.05	0.07	0.00
9.00	9.60	0.05	0.00	3.12	0.00	0.49	1.67	0.07	2.43	0.19	0.07	0.05	0.00
10.00	9.60	0.12	0.00	1.11	0.00	0.00	1.91	0.00	0.77	0.00	0.00	0.33	0.02
11.00	9.61	1.02	0.00	0.99	0.00	0.00	0.00	0.00	0.99	0.00	0.15	0.01	0.24
12.00	9.60	0.35	0.00	3.27	0.00	0.00	0.08	1.27	0.00	0.00	0.00	0.00	0.02
13.00	9.60	1.85	0.00	0.00	0.00	1.42	0.99	0.99	1.32	0.00	0.07	0.00	0.42
14.00	9.60	1.60	0.00	0.00	0.00	0.99	0.00	0.49	2.54	0.75	0.05	0.00	0.57
15.00	9.61	0.07	0.44	0.81	0.00	0.25	0.00	0.00	0.98	0.00	0.14	0.00	0.01
16.00	9.60	0.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17.00	9.60	0.00	0.00	2.30	0.00	1.31	0.00	0.19	2.80	0.00	0.05	0.00	0.00
18.00	9.60	0.00	0.00	1.48	0.00	0.00	1.10	0.00	0.92	0.00	0.27	0.24	0.00
19.00	9.60	0.01	0.00	0.99	0.00	0.80	0.18	0.40	0.40	0.00	0.00	0.00	0.00
20.00	9.61	0.00	0.00	1.52	0.00	1.06	0.00	0.77	0.49	0.00	0.00	0.00	0.00
21.00	9.60	0.00	0.00	1.52	0.00	0.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00
22.00	9.60	0.20	0.00	0.00	0.00	0.00	0.00	0.05	2.13	0.04	0.02	0.00	0.00
23.00	9.60	1.07	0.00	0.99	0.00	0.00	0.00	0.21	1.40	0.00	0.18	0.00	0.00
24.00	9.61	0.25	0.00	0.60	0.99	0.51	1.53	0.00	0.00	0.00	0.00	0.19	0.00
25.00	9.60	0.19	0.00	1.50	0.00	0.86	0.14	0.13	2.16	1.79	0.07	0.02	0.00
26.00	9.60	0.00	0.00	0.09	0.00	0.49	0.12	0.05	0.99	0.00	0.12	0.05	0.00
27.00	9.60	0.00	0.00	1.46	0.00	2.86	0.00	0.49	0.49	0.00	0.00	0.00	0.00
28.00	9.60	0.13	0.00	0.00	0.00	0.00	0.00	0.53	2.68	0.99	0.00	0.00	0.00
29.00	9.61	0.07	0.00	0.33	0.29	0.00	0.57	1.98	0.14	0.00	0.00	0.02	0.00
30.00	9.60	0.00	0.00	0.89	0.00	0.49	0.02	0.33	1.52	0.00	0.07	0.00	0.00
31.00	9.60	1.90	0.00	1.59	0.00	2.30	0.93	0.00	0.00	0.00	0.00	0.38	0.32
32.00	9.60	0.49	0.00	0.38	0.00	1.85	0.01	0.00	1.24	0.01	0.00	0.00	0.00
33.00	9.60	1.55	0.00	0.14	0.00	1.48	0.49	0.00	0.00	0.00	0.00	0.00	0.00
34.00	9.61	0.00	0.00	0.74	0.00	1.70	0.00	0.00	1.71	0.60	0.12	0.00	0.00
35.00	9.60	0.49	0.00	0.00	0.00	1.66	0.14	1.00	3.60	0.00	0.38	0.00	0.00
36.00	9.60	1.39	0.00	0.09	0.00	1.31	0.19	0.58	1.77	0.61	0.00	0.00	0.00
37.00	9.60	1.20	0.00	0.00	0.00	0.99	0.00	0.52	0.93	0.49	0.05	0.00	0.00
38.00	9.61	0.62	0.00	4.89	0.00	1.41	0.00	0.16	0.22	0.00	0.07	0.00	0.64
39.00	9.60	4.29	0.00	0.00	0.00	0.71	0.00	1.55	1.10	0.00	0.01	0.00	0.55
40.00	9.60	0.00	0.00	0.61	0.00	0.19	0.00	0.47	0.93	0.00	0.00	0.00	0.00
41.00	9.60	0.00	0.00	0.82	0.00	1.88	1.59	0.22	1.74	0.00	0.00	0.00	0.00
42.00	9.60	0.00	0.00	1.01	0.00	0.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00
43.00	9.61	0.39	0.00	2.51	0.00	0.00	0.00	0.00	0.49	0.00	0.00	0.00	0.11
44.00	9.60	1.57	0.00	2.25	0.00	1.28	0.07	1.79	0.65	1.20	0.04	0.00	0.00
45.00	9.60	0.00	0.00	0.20	0.00	0.91	0.66	1.72	1.65	0.00	0.00	0.31	0.00
46.00	9.60	0.37	0.00	2.99	0.00	0.99	0.00	2.40	2.34	0.00	0.12	0.00	0.00
47.00	9.61	1.48	0.00	0.33	0.00	0.00	0.00	0.99	1.57	0.00	0.11	0.00	0.37
