Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.022s)
CreateVariables () DONE !!!
Creating 15 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	8.05	1.35	0.00	0.27	0.00	0.00	0.00	0.00	0.71	1.06	0.00	0.00	0.45	0.37	0.06
3.00	8.10	2.40	0.00	0.00	0.00	0.21	0.00	0.00	0.65	0.33	0.00	2.99	0.19	0.16	0.00
4.00	8.10	2.67	0.09	0.02	0.25	0.00	0.00	0.00	0.00	0.16	0.00	0.16	0.12	0.00	0.00
5.00	8.10	1.61	0.06	0.59	0.00	1.06	0.00	0.00	0.33	1.18	0.00	0.14	0.00	0.16	0.00
6.00	8.10	1.53	0.00	0.19	0.07	0.00	0.00	0.00	0.07	0.47	0.09	0.00	0.00	0.01	0.00
7.00	8.10	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.46	0.00	0.22	0.00	0.00
8.00	8.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.88	0.99	0.00	0.04	0.00	0.00
9.00	8.10	0.02	0.00	0.00	0.00	0.00	0.00	0.00	1.10	0.16	2.04	0.49	0.44	0.00	0.00
10.00	8.10	1.39	0.14	0.09	0.25	0.00	0.00	0.00	0.92	0.45	0.00	0.69	0.38	0.00	0.07
11.00	8.10	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.97	1.57	0.49	0.75	0.47	0.00	0.31
12.00	8.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.18	1.14	0.67	0.00	0.73	0.38	0.59
13.00	8.10	0.55	0.00	0.05	0.21	0.00	0.00	0.00	0.31	1.79	0.00	0.00	0.37	0.35	0.42
14.00	8.09	1.57	0.00	0.45	0.00	0.00	0.00	0.00	0.85	0.54	0.00	0.13	0.07	0.24	0.21
15.00	8.10	1.27	0.00	0.45	0.07	0.08	0.00	0.00	1.15	0.00	1.28	0.88	0.00	0.46	0.24
16.00	8.10	0.16	0.00	0.39	0.00	0.00	0.00	0.00	1.27	1.75	0.31	0.00	0.38	0.66	0.28
17.00	8.10	0.22	0.00	0.28	0.00	0.00	0.00	0.00	0.45	0.00	0.33	0.52	0.07	0.45	0.28
18.00	8.10	1.98	0.00	0.31	0.00	0.00	0.00	0.00	1.06	1.68	0.00	0.00	0.33	0.26	0.35
19.00	8.10	1.78	0.00	0.02	0.00	0.00	0.00	0.00	3.38	1.31	1.05	0.16	0.24	0.40	0.38
20.00	8.09	0.62	0.00	0.41	0.00	0.00	0.00	0.00	0.00	0.94	1.24	0.34	0.75	0.31	0.33
21.00	8.10	1.70	0.00	0.64	0.00	0.00	0.00	0.00	1.61	0.00	0.00	0.00	0.99	0.45	0.09
22.00	8.10	0.40	0.00	0.02	0.34	0.00	0.00	0.00	0.75	1.74	0.00	0.20	0.16	0.14	0.26
23.00	8.10	0.49	0.00	0.33	1.00	0.00	0.00	0.00	0.07	2.05	3.97	0.26	0.52	0.00	0.09
24.00	8.10	0.01	0.00	0.04	0.00	0.00	0.00	0.00	2.53	1.77	2.14	0.54	0.47	0.21	0.47
25.00	8.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.95	1.39	1.59	0.00	0.26	0.35	0.47
26.00	8.09	1.73	0.00	0.00	0.31	1.55	0.00	1.15	1.87	1.05	1.07	0.00	0.00	0.52	0.54
27.00	8.10	3.04	0.12	0.00	0.00	1.84	0.00	0.01	0.37	0.00	0.00	0.00	0.47	0.45	0.19
28.00	8.10	0.00	0.00	1.79	0.00	0.00	0.00	0.00	0.49	0.51	0.29	0.00	0.13	0.16	0.31
29.00	8.10	2.67	0.00	1.28	0.11	0.00	0.00	0.00	1.08	3.31	0.00	0.00	0.67	0.57	0.26
30.00	8.10	3.33	0.13	1.05	0.21	0.00	0.00	0.00	0.35	0.00	0.00	0.00	0.34	0.44	0.38
31.00	8.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.39	0.00	3.50	0.00	2.66	0.52	0.73
32.00	8.10	3.03	0.00	0.31	0.21	0.00	0.00	0.00	1.41	2.01	1.45	0.00	0.52	1.11	0.65
33.00	8.09	0.01	0.00	0.33	0.00	0.00	0.00	0.00	0.00	2.06	0.01	0.00	0.27	0.53	0.22
34.00	8.10	0.82	0.00	1.41	0.00	0.00	0.00	0.00	0.78	0.89	1.97	0.28	0.42	0.55	0.19
35.00	8.10	0.46	0.00	0.37	0.00	0.00	0.00	0.00	0.00	1.42	0.11	0.00	0.02	0.52	0.49
36.00	8.10	0.00	0.00	0.09	0.00	0.00	0.00	0.00	2.21	1.52	0.28	0.00	0.91	0.72	0.45
37.00	8.10	0.21	0.00	1.25	0.04	0.00	0.00	0.00	0.99	1.86	1.77	1.15	0.81	0.45	0.09
38.00	8.10	1.41	0.00	1.15	1.77	0.00	0.00	0.00	1.39	0.99	0.93	0.00	0.53	0.35	0.28
39.00	8.09	0.62	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.05	0.38	0.40	0.59	0.72	0.14
40.00	8.10	0.15	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.49	1.92	0.20	0.00	0.12	0.11
