Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.161s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	8.07	7.47	0.00	1.39	0.00	0.48	4.13	0.00	0.34	1.34	0.16	0.32	0.37	0.00	0.26	1.85	0.00
3.00	8.10	7.50	0.00	1.21	0.00	0.00	0.28	0.00	0.00	0.49	0.47	0.00	0.00	0.00	0.00	1.48	0.00
4.00	8.10	7.50	3.00	0.28	0.00	0.00	0.00	0.54	0.00	0.00	0.00	0.49	0.46	0.00	0.00	0.00	0.00
5.00	8.10	7.50	0.00	2.12	0.00	0.00	0.49	1.26	0.00	0.00	0.00	0.07	0.68	0.19	0.18	0.99	0.13
6.00	8.10	7.50	0.99	1.97	0.00	0.00	0.54	0.00	0.00	0.49	1.64	0.00	0.04	0.65	0.00	0.99	0.00
7.00	8.10	7.50	1.28	0.00	0.00	0.00	1.59	0.80	0.00	0.82	0.02	0.00	0.35	0.81	0.00	1.13	0.00
8.00	8.09	7.50	0.24	0.00	0.00	0.00	0.57	0.05	0.00	1.42	0.00	0.00	0.00	0.94	0.00	1.45	0.00
9.00	8.10	7.50	0.51	0.60	0.00	0.49	0.02	2.16	0.00	0.99	1.25	0.49	0.00	0.28	0.00	0.28	0.00
10.00	8.10	7.49	2.19	0.32	0.00	0.00	0.37	1.60	0.98	2.20	0.00	0.00	0.72	0.00	0.00	0.00	0.00
11.00	8.10	7.50	2.85	1.27	0.00	0.00	0.46	0.00	0.26	0.09	0.07	0.60	0.00	0.49	0.00	1.50	0.00
12.00	8.10	7.50	0.00	0.01	0.00	0.11	0.72	0.18	1.57	0.00	0.49	0.49	0.00	1.00	0.00	2.71	0.00
13.00	8.10	7.50	0.00	0.00	0.00	0.15	0.53	0.00	0.00	1.97	0.00	0.00	0.00	0.00	0.00	1.21	0.00
14.00	8.09	7.50	0.99	0.02	0.00	0.27	0.42	0.58	0.00	1.34	0.49	0.39	0.15	0.59	0.00	0.93	0.00
15.00	8.10	7.50	3.38	0.40	0.00	0.05	0.41	0.00	0.42	1.58	0.00	0.00	0.00	0.46	0.00	1.81	0.00
16.00	8.10	7.50	4.39	1.30	0.00	0.73	0.00	0.00	0.49	0.57	1.18	1.30	1.31	0.24	0.00	1.99	0.00
17.00	8.10	7.50	0.33	0.19	0.00	0.00	0.00	3.29	0.00	0.00	0.00	0.35	0.09	1.17	0.00	0.40	0.00
18.00	8.10	7.50	0.00	1.97	0.00	0.00	0.00	2.44	0.20	2.14	0.00	0.21	0.54	0.00	0.00	2.18	0.00
19.00	8.10	7.49	2.48	0.09	0.00	0.00	0.00	0.16	0.37	1.40	0.60	0.48	0.00	0.00	0.00	1.27	0.00
20.00	8.09	7.50	0.04	0.00	0.00	1.22	0.00	0.00	0.49	1.27	0.99	0.66	0.00	0.00	0.00	3.26	0.00
21.00	8.10	7.50	4.66	0.64	0.00	1.18	0.38	1.37	0.49	2.48	0.00	0.00	0.21	1.37	0.00	0.00	0.00
22.00	8.10	7.50	0.73	0.19	0.00	0.00	0.00	0.07	0.40	2.80	0.00	1.54	0.49	3.11	0.00	0.07	0.00
23.00	8.10	7.50	0.34	0.99	0.00	0.00	0.00	0.00	0.00	1.31	0.00	0.62	0.32	0.47	0.47	0.00	0.07
24.00	8.10	7.50	1.25	2.45	0.00	0.00	0.08	0.00	0.00	0.00	1.44	0.00	0.49	0.00	0.05	0.00	0.00
25.00	8.10	7.50	0.77	0.51	0.00	0.00	0.00	1.48	0.00	1.20	0.99	0.19	0.16	0.00	0.00	0.00	0.00
26.00	8.09	7.50	0.79	0.49	0.00	0.49	1.01	0.78	0.00	0.00	1.44	0.00	0.89	0.38	0.00	2.30	0.00
27.00	8.10	7.50	1.11	0.11	0.00	0.00	0.00	0.00	0.07	0.34	1.08	0.02	0.00	0.51	0.05	0.00	0.05
28.00	8.10	7.49	0.00	0.78	0.00	1.38	0.49	0.00	1.38	1.99	0.99	1.74	1.63	0.00	0.53	0.41	0.00
29.00	8.10	7.50	0.00	3.39	0.00	1.86	0.00	0.39	0.99	0.93	1.39	1.32	0.00	0.00	0.88	0.66	0.00
30.00	8.10	7.50	0.00	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.44	0.99	0.00	0.08	0.00	0.92	0.00
31.00	8.10	7.50	3.58	1.94	0.00	0.59	0.99	0.05	0.13	1.37	1.39	0.39	0.49	0.73	0.44	1.74	0.48
32.00	8.10	7.50	0.00	1.07	0.00	1.41	1.46	0.00	1.40	1.68	0.52	2.56	1.97	0.00	0.00	0.00	0.00
33.00	8.09	7.50	0.00	0.64	0.00	0.49	0.21	0.00	0.29	1.45	1.34	0.24	1.45	0.00	0.05	1.90	0.00
34.00	8.10	7.50	0.21	0.98	0.00	1.30	0.00	4.09	0.42	0.00	0.14	0.00	0.00	0.00	1.99	1.99	0.26
35.00	8.10	7.50	0.82	0.99	0.00	0.05	0.00	1.26	0.12	1.08	0.49	0.11	0.00	0.00	0.00	0.00	0.00
36.00	8.10	7.50	0.01	0.80	0.00	0.00	0.00	1.54	0.00	0.00	0.00	1.41	0.42	1.48	0.00	0.85	0.00
37.00	8.10	7.49	1.48	1.02	0.00	0.99	0.00	0.49	0.28	0.99	0.00	0.11	0.72	1.34	0.40	1.04	0.06
38.00	8.10	7.50	1.04	0.00	0.00	0.00	0.00	1.63	0.00	0.00	0.00	0.14	0.49	0.28	0.64	0.20	0.00
39.00	8.09	7.50	0.89	1.77	0.00	0.00	0.00	0.00	0.00	2.76	2.26	0.05	0.89	0.49	0.00	3.33	0.00
40.00	8.10	7.50	1.68	1.08	0.00	0.00	0.04	1.46	0.00	1.34	1.71	1.46	2.20	0.00	0.31	0.77	0.00
41.00	8.10	7.50	0.00	0.99	0.00	0.05	0.09	1.98	0.25	0.00	1.21	0.00	0.34	0.49	0.00	2.27	0.00
42.00	8.10	7.50	0.00	0.19	0.00	0.88	1.28	1.73	0.16	2.32	0.00	0.05	2.27	0.62	0.80	1.54	0.00
43.00	8.10	7.50	1.22	0.00	0.00	0.00	0.00	1.32	1.78	1.91	1.78	0.00	0.00	0.00	0.00	2.54	0.00
44.00	8.10	7.50	0.00	0.51	0.00	0.12	0.01	0.00	0.00	1.46	0.00	0.00	0.00	0.00	0.00	0.51	0.00
45.00	8.09	7.50	0.00	0.00	0.00	0.00	0.00	0.00	1.21	0.00	1.37	0.00	1.12	0.00	0.37	3.53	0.00
46.00	8.10	7.49	5.09	0.98	0.00	0.49	0.00	3.87	0.39	0.00	1.73	0.66	0.00	0.00	0.00	0.81	0.00
47.00	8.10	7.50	0.00	2.17	0.00	1.73	0.01	0.00	2.31	0.00	0.32	1.21	0.28	0.00	0.00	1.65	0.00
48.00	8.10	7.50	2.87	0.00	0.00	0.99	0.00	0.00	0.95	0.01	1.60	2.52	0.62	1.95	0.00	1.78	0.00
49.00	8.10	7.50	0.00	0.00	0.00	0.00	0.00	0.00	1.61	0.00	0.00	0.00	0.00	0.34	0.00	0.00	0.00
50.00	8.10	7.50	0.00	0.00	0.00	0.00	0.00	2.39	3.06	2.31	0.92	0.32	0.22	0.95	0.00	1.32	0.00
51.00	8.09	7.50	0.00	0.49	0.00	0.06	0.00	0.21	0.08	1.71	0.49	0.73	0.53	0.77	0.27	0.68	0.00
52.00	8.10	7.50	0.20	0.00	0.00	0.00	0.49	1.65	1.61	2.24	0.00	0.08	0.00	1.05	0.61	2.28	0.00
53.00	8.10	7.50	0.00	0.00	0.00	1.28	0.82	0.00	0.75	0.00	0.00	1.11	0.71	0.00	0.07	1.14	0.00
54.00	8.10	7.50	0.00	0.73	0.00	1.26	0.00	1.47	0.72	0.49	2.08	0.00	0.75	0.00	1.72	1.93	0.27
55.00	8.10	7.49	0.00	0.49	0.00	0.00	0.00	4.38	0.00	0.00	0.00	1.04	0.00	0.00	0.00	0.00	0.00
56.00	8.10	7.50	0.00	0.00	0.00	0.02	0.99	1.34	0.39	0.53	0.26	0.00	0.07	0.00	0.91	0.85	0.00
57.00	8.10	7.50	0.00	2.04	0.00	0.01	0.00	1.35	2.13	0.19	0.40	0.06	0.05	0.00	0.12	3.24	0.00
58.00	8.09	7.50	0.00	0.00	0.00	1.54	0.24	0.00	3.10	0.26	1.39	1.44	0.22	0.00	0.80	0.25	0.00
59.00	8.10	7.50	0.00	0.00	0.00	0.49	0.24	0.99	0.99	0.78	0.09	0.00	2.28	0.00	0.11	2.01	0.00
60.00	8.10	7.50	0.00	0.00	0.00	1.75	0.01	0.00	0.68	0.05	2.39	0.00	1.10	0.00	0.00	1.87	0.00
61.00	8.10	7.50	1.52	1.95	0.00	0.00	1.45	0.01	1.26	1.42	0.00	0.28	0.09	0.00	2.08	1.86	0.60
62.00	8.10	7.50	0.00	0.08	0.00	0.16	0.00	0.00	0.59	0.20	0.00	0.52	0.00	0.00	0.00	0.00	0.00
63.00	8.10	7.50	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00
64.00	8.09	7.49	0.11	1.51	0.00	0.15	0.49	1.48	0.00	0.89	0.49	0.25	0.89	0.00	0.40	1.99	0.21
65.00	8.10	7.50	0.00	0.49	0.00	0.31	0.00	0.00	0.48	0.84	3.49	0.00	0.60	0.00	0.34	2.78	0.00
66.00	8.10	7.50	0.00	1.50	0.00	0.00	2.76	0.49	0.00	0.58	0.49	0.00	1.94	0.41	0.00	1.37	0.00
67.00	8.10	7.50	0.00	0.00	0.00	0.58	0.00	0.00	0.00	1.64	2.33	0.00	1.84	0.00	0.00	2.79	0.00
68.00	8.10	7.50	0.00	1.73	0.00	0.27	0.00	0.00	0.00	3.06	1.27	0.49	0.07	0.00	0.00	1.06	0.00
69.00	8.10	7.50	0.00	0.00	0.00	0.05	0.00	0.00	0.99	2.92	0.00	0.49	1.53	0.00	0.15	1.41	0.00
70.00	8.09	7.50	2.89	0.00	0.00	0.00	0.00	0.49	0.00	0.33	0.00	0.00	0.64	0.00	0.00	0.49	0.00
71.00	8.10	7.50	0.00	1.40	0.00	0.37	0.00	0.00	0.49	2.50	1.48	0.00	1.19	0.00	0.00	0.34	0.00
72.00	8.10	7.50	1.94	6.32	0.00	0.00	0.00	0.00	0.00	0.00	0.99	0.92	0.16	0.00	2.57	2.74	0.24
73.00	8.10	7.49	0.00	1.34	0.00	0.00	0.00	0.00	1.86	4.58	1.32	0.00	2.00	0.49	0.49	2.14	0.00
74.00	8.10	7.50	0.00	0.49	0.00	0.11	0.00	0.00	0.64	2.94	1.66	1.67	2.08	0.00	0.00	0.62	0.00
75.00	8.10	7.50	0.00	0.00	0.00	0.00	1.90	0.00	0.00	1.83	0.00	0.00	0.00	1.38	0.00	0.16	0.00
76.00	8.09	7.50	0.00	0.87	0.00	0.82	0.00	0.12	0.49	2.14	2.07	1.31	1.15	0.49	0.00	0.05	0.00
77.00	8.10	7.50	2.63	2.68	0.00	0.00	0.12	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.87	0.00
78.00	8.10	7.50	0.00	1.45	0.00	0.00	0.00	0.35	1.90	0.00	0.00	0.00	0.18	1.79	0.35	1.93	0.14
79.00	8.10	7.50	0.00	1.27	0.00	1.37	2.48	0.00	1.00	1.58	1.66	0.81	0.77	1.04	0.00	1.91	0.00
80.00	8.10	7.50	1.34	1.33	0.00	0.98	1.85	0.00	2.34	1.41	0.15	0.60	0.00	1.30	0.26	1.60	0.12
