Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.252s)
CreateVariables () DONE !!!
Creating 22 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21
2.00	7.17	6.88	6.57	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.62	0.00	0.00	0.18	0.33	0.14	0.24
3.00	7.20	6.90	6.59	0.91	0.05	0.00	0.00	0.02	0.00	0.00	0.00	1.08	0.00	1.01	0.00	1.94	0.00	0.00	0.29	1.90	0.00	0.00
4.00	7.21	6.90	6.61	0.00	0.99	0.00	0.00	0.41	0.57	0.00	0.00	1.40	0.00	1.48	1.00	1.46	0.00	0.00	1.57	0.49	0.00	1.07
5.00	7.20	6.90	6.59	1.95	2.44	0.00	0.00	0.00	0.00	0.00	1.66	1.87	0.00	0.00	1.00	1.18	0.49	1.07	0.00	0.00	1.26	0.04
6.00	7.21	6.90	6.61	0.00	2.61	0.00	0.00	0.00	0.29	0.00	0.75	0.12	0.00	0.99	0.26	1.20	0.00	0.00	0.00	0.00	0.88	1.70
7.00	7.20	6.90	6.59	0.00	4.35	0.00	0.00	0.00	1.11	0.00	0.77	0.00	0.00	0.00	0.60	0.18	0.05	0.00	0.93	0.75	1.38	1.70
8.00	7.20	6.90	6.61	0.00	1.28	0.00	0.00	0.00	2.30	0.49	0.00	1.48	0.00	0.00	1.39	0.14	0.00	0.00	0.00	1.22	0.72	1.10
9.00	7.21	6.90	6.59	0.65	1.58	0.00	0.00	0.00	0.61	0.00	0.00	0.00	0.00	0.00	0.93	0.00	0.00	0.00	0.00	1.11	0.33	0.00
10.00	7.20	6.90	6.61	3.03	1.94	0.00	0.00	0.26	0.00	0.00	0.00	1.05	0.00	0.64	1.05	0.02	0.00	0.00	0.00	0.00	0.00	0.00
11.00	7.21	6.90	6.59	0.71	2.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.80	0.01	0.00	0.00	0.00	0.00	0.00	1.39
