Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.075s)
CreateVariables () DONE !!!
Creating 20 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19
2.00	6.59	6.29	6.28	0.00	0.00	0.00	0.00	0.55	1.33	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.21	0.00	0.00	0.00
3.00	6.59	6.30	6.30	0.00	0.02	0.00	0.00	0.00	0.86	0.00	0.00	0.00	0.33	0.00	0.00	0.00	0.00	0.00	0.09	0.00
4.00	6.61	6.30	6.30	0.08	0.09	0.00	1.15	0.38	0.21	0.00	0.00	0.00	0.60	0.00	0.00	0.00	0.05	0.00	0.47	0.00
5.00	6.59	6.30	6.30	0.00	0.00	0.00	0.00	0.53	0.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.84	0.07
6.00	6.61	6.30	6.30	0.00	0.51	0.00	0.00	0.11	0.75	0.00	0.00	0.00	0.00	0.00	1.67	0.00	0.00	0.00	0.52	0.12
7.00	6.59	6.30	6.30	0.00	0.26	0.49	0.00	0.35	0.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.79	0.04	0.14
8.00	6.61	6.30	6.30	0.00	0.16	0.00	0.00	0.84	1.06	0.00	0.00	0.00	0.47	0.00	0.00	0.00	0.15	0.48	0.74	0.14
9.00	6.59	6.30	6.30	0.00	0.01	0.24	0.00	0.26	1.54	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.77	0.78	0.28
10.00	6.61	6.30	6.30	1.86	0.07	0.14	1.71	0.00	0.00	0.00	0.00	0.00	0.65	0.00	0.00	0.00	0.19	0.85	0.07	0.25
11.00	6.59	6.30	6.30	0.00	0.07	0.00	0.00	0.27	0.00	0.00	0.00	0.00	0.34	0.00	0.00	0.00	0.22	0.54	0.82	0.33
12.00	6.61	6.30	6.30	0.00	0.00	0.00	0.00	0.34	0.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.55	0.75	1.30	0.24
13.00	6.59	6.30	6.30	0.00	0.32	0.00	1.86	0.32	1.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.46	1.08	1.97	0.14
