Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.005s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	8.07	8.05	7.80	2.05	2.51	1.22	1.95	0.00	0.87	0.00	0.00
3.00	8.10	8.10	7.80	2.37	1.01	0.07	0.48	0.35	0.24	0.80	0.00
4.00	8.10	8.10	7.81	1.72	2.96	0.00	1.06	0.00	0.59	0.60	0.00
5.00	8.10	8.10	7.80	0.07	0.46	1.35	1.27	0.00	0.07	0.00	0.31
6.00	8.10	8.10	7.80	2.84	2.52	1.41	1.58	0.14	1.81	0.07	1.00
7.00	8.10	8.10	7.81	0.35	2.04	0.00	0.19	0.07	0.84	1.10	0.53
8.00	8.09	8.09	7.80	0.00	0.79	0.31	2.31	0.93	0.00	1.24	0.05
9.00	8.10	8.10	7.80	0.00	1.27	0.02	1.54	1.20	0.98	0.00	1.14
10.00	8.10	8.10	7.81	0.00	0.49	0.00	0.84	2.05	2.84	0.00	0.00
11.00	8.10	8.10	7.80	0.25	1.37	0.16	2.24	2.38	1.68	0.00	0.00
12.00	8.10	8.10	7.81	0.01	0.00	0.00	0.00	1.58	1.65	0.00	0.00
13.00	8.10	8.10	7.80	0.00	3.32	0.00	0.84	1.61	1.05	0.00	0.00
14.00	8.09	8.09	7.80	0.00	0.21	0.00	0.49	1.61	1.54	0.00	0.00
15.00	8.10	8.10	7.81	0.00	1.17	0.00	0.28	1.88	3.69	0.00	0.00
16.00	8.10	8.10	7.80	0.00	3.56	0.46	0.00	1.27	2.03	0.00	0.00
17.00	8.10	8.10	7.80	0.57	2.37	1.20	0.00	1.13	0.59	0.00	0.65
18.00	8.10	8.10	7.81	0.00	0.00	0.00	0.49	1.15	0.41	2.27	0.00
19.00	8.10	8.10	7.80	0.00	1.63	1.08	1.19	0.91	1.41	0.78	1.54
20.00	8.09	8.09	7.80	0.00	2.05	0.00	1.31	1.64	0.00	1.27	0.62
21.00	8.10	8.10	7.81	0.00	3.86	0.00	2.67	0.87	2.31	0.72	0.00
22.00	8.10	8.10	7.80	1.40	0.08	0.00	0.06	1.90	4.58	0.89	0.00
23.00	8.10	8.10	7.81	0.00	3.91	1.98	3.74	2.36	1.67	0.00	0.00
24.00	8.10	8.10	7.80	2.43	2.39	0.00	0.35	1.34	1.35	0.55	0.00
25.00	8.10	8.10	7.80	0.00	1.11	0.06	0.00	4.85	0.24	0.00	0.00
26.00	8.09	8.09	7.81	0.00	7.01	0.00	0.00	4.77	0.00	0.00	0.00
27.00	8.10	8.10	7.80	0.00	6.87	1.17	0.00	4.65	0.00	0.00	0.00
28.00	8.10	8.10	7.80	0.00	6.92	0.00	0.00	4.57	0.00	0.00	0.00
29.00	8.10	8.10	7.81	0.00	6.84	0.00	0.00	4.50	0.00	0.00	0.00
30.00	8.10	8.10	7.80	0.00	6.97	0.00	0.00	4.80	0.00	0.00	0.00
31.00	8.10	8.10	7.80	0.00	6.87	0.00	0.00	4.60	0.00	0.00	0.00
32.00	8.10	8.10	7.81	0.00	6.89	0.00	0.00	4.75	0.00	0.00	0.00
33.00	8.09	8.09	7.80	0.00	6.92	0.00	0.00	4.51	0.00	0.00	0.00
34.00	8.10	8.10	7.81	1.51	0.78	0.00	1.40	1.75	0.29	0.00	0.00
35.00	8.10	8.10	7.80	0.00	6.11	1.50	0.00	3.67	5.68	0.00	0.00
36.00	8.10	8.10	7.80	0.00	4.36	0.00	0.28	3.49	3.93	0.00	0.00
37.00	8.10	8.10	7.81	0.00	5.99	0.34	1.65	4.18	1.01	0.00	0.00
38.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.10	0.00	0.00	0.00
39.00	8.09	8.09	7.80	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
40.00	8.10	8.10	7.81	0.00	6.90	0.00	0.00	5.39	0.00	0.00	0.00
41.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
42.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.39	0.00	0.00	0.00
43.00	8.10	8.10	7.81	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
44.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.39	0.00	0.00	0.00
45.00	8.09	8.09	7.81	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
46.00	8.10	8.10	7.80	0.00	6.89	0.00	0.00	5.41	0.00	0.00	0.00
47.00	8.10	8.10	7.80	0.00	6.91	0.00	0.00	5.39	0.00	0.00	0.00
48.00	8.10	8.10	7.81	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
49.00	8.10	8.10	7.80	0.00	6.89	0.00	0.00	5.39	0.00	0.00	0.00
50.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
51.00	8.09	8.09	7.81	0.00	6.90	0.00	0.00	5.39	0.00	0.00	0.00
52.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
53.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
54.00	8.10	8.10	7.81	0.00	6.90	0.00	0.00	5.39	0.00	0.00	0.00
55.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
56.00	8.10	8.10	7.81	0.00	6.90	0.00	0.00	5.39	0.00	0.00	0.00
57.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
58.00	8.09	8.09	7.80	0.00	6.90	0.00	0.00	5.39	0.00	0.00	0.00
59.00	8.10	8.10	7.81	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
60.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.39	0.00	0.00	0.00
61.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
62.00	8.10	8.10	7.81	0.00	6.90	0.00	0.00	5.39	0.00	0.00	0.00
63.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
64.00	8.09	8.09	7.80	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
65.00	8.10	8.10	7.81	0.00	6.89	0.00	0.00	5.39	0.00	0.00	0.00
66.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
67.00	8.10	8.10	7.81	0.00	6.90	0.00	0.00	5.39	0.00	0.00	0.00
68.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
69.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.39	0.00	0.00	0.00
70.00	8.09	8.09	7.81	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
71.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
72.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.39	0.00	0.00	0.00
73.00	8.10	8.10	7.81	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
74.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.39	0.00	0.00	0.00
75.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
76.00	8.09	8.09	7.81	0.00	6.90	0.00	0.00	5.39	0.00	0.00	0.00
77.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
78.00	8.10	8.10	7.81	0.00	6.90	0.00	0.00	5.39	0.00	0.00	0.00
79.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
80.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
81.00	8.10	8.10	7.81	0.00	6.89	0.00	0.00	5.39	0.00	0.00	0.00
82.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
83.00	8.09	8.09	7.80	0.00	6.90	0.00	0.00	5.39	0.00	0.00	0.00
84.00	8.10	8.10	7.81	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
85.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.39	0.00	0.00	0.00
86.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
87.00	8.10	8.10	7.81	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
88.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.39	0.00	0.00	0.00
89.00	8.09	8.09	7.81	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
90.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.39	0.00	0.00	0.00
91.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
92.00	8.10	8.10	7.81	0.00	6.90	0.00	0.00	5.39	0.00	0.00	0.00
93.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
94.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.39	0.00	0.00	0.00
95.00	8.09	8.09	7.81	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
96.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
97.00	8.10	8.10	7.80	0.00	6.89	0.00	0.00	5.39	0.00	0.00	0.00
98.00	8.10	8.10	7.81	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
99.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.39	0.00	0.00	0.00
100.00	8.10	8.10	7.81	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
101.00	8.09	8.09	7.80	0.00	6.90	0.00	0.00	5.39	0.00	0.00	0.00
102.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
103.00	8.10	8.10	7.81	0.00	6.90	0.00	0.00	5.41	0.00	0.00	0.00
104.00	8.10	8.10	7.80	0.00	6.90	0.00	0.00	5.39	0.00	0.00	0.00
