Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.990s)
CreateVariables () DONE !!!
Creating 10 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	8.68	1.20	0.00	0.44	0.00	0.52	0.00	1.97	0.00	1.13
3.00	8.70	0.99	0.00	1.17	0.00	1.06	0.00	0.51	0.00	2.53
4.00	8.70	5.33	0.00	0.91	1.57	1.94	0.00	1.63	0.00	1.08
5.00	8.70	0.00	0.00	1.13	0.68	0.84	0.00	0.80	0.06	0.81
6.00	8.69	0.49	0.00	0.00	1.04	1.38	0.00	1.73	0.01	1.02
7.00	8.70	2.72	2.14	0.00	0.79	1.30	0.00	0.89	0.00	0.98
8.00	8.70	1.11	0.00	1.14	1.64	1.73	0.00	0.18	0.00	0.28
9.00	8.70	0.49	0.00	0.49	0.64	1.61	0.00	0.68	0.00	1.87
10.00	8.70	0.02	0.00	4.53	0.16	5.96	0.00	1.97	0.00	2.33
11.00	8.69	0.13	0.00	6.18	5.16	5.11	0.00	4.59	0.00	0.40
12.00	8.70	3.12	1.63	4.15	1.90	4.51	0.00	2.77	0.00	1.58
13.00	8.70	1.26	1.21	1.25	0.00	1.63	0.00	1.67	0.00	1.15
14.00	8.70	2.92	0.41	0.99	0.12	0.15	0.00	1.54	0.00	1.30
15.00	8.70	1.22	0.49	0.14	0.65	3.40	0.00	1.19	0.49	4.03
16.00	8.69	2.65	0.00	1.31	4.82	2.56	0.00	2.10	0.00	0.44
17.00	8.70	2.93	0.31	1.86	1.53	3.45	0.00	2.70	0.00	0.41
18.00	8.70	0.00	0.00	0.00	0.32	1.17	0.00	0.49	0.00	3.00
19.00	8.70	0.99	0.00	0.08	0.31	2.67	0.00	1.20	0.00	1.08
20.00	8.70	0.19	0.00	0.00	3.10	1.01	0.00	1.86	1.44	1.51
21.00	8.69	0.00	0.00	0.95	3.99	3.63	0.00	0.64	0.00	0.00
22.00	8.70	0.00	0.00	1.35	3.30	4.69	0.00	2.01	0.00	1.10
23.00	8.70	2.44	0.00	1.24	2.32	3.17	0.00	2.72	0.00	0.80
24.00	8.70	1.25	0.00	1.13	2.90	5.51	0.00	1.55	0.00	1.08
25.00	8.69	0.49	0.00	1.61	1.99	3.40	0.00	1.90	0.00	0.00
26.00	8.70	0.00	0.00	0.11	0.99	4.95	0.00	1.97	0.00	0.58
27.00	8.70	0.46	0.00	0.00	0.77	2.37	0.00	0.00	0.00	0.79
28.00	8.70	0.00	0.00	1.38	0.00	3.16	0.00	2.47	0.00	0.00
29.00	8.70	0.00	0.00	2.54	0.00	5.18	0.00	2.76	0.00	0.00
30.00	8.69	0.00	0.00	6.88	0.00	5.58	0.00	0.00	0.00	0.00
31.00	8.70	1.21	0.00	2.90	1.48	3.13	0.00	0.68	0.00	0.02
32.00	8.70	0.00	0.00	3.06	0.33	3.23	0.00	1.55	0.00	0.02
33.00	8.70	0.99	0.00	0.49	0.49	2.59	0.00	0.77	0.00	0.74
34.00	8.70	1.32	0.00	0.69	1.63	3.59	0.00	2.43	0.00	1.52
35.00	8.69	0.00	0.00	1.54	2.99	5.66	0.00	0.29	0.00	0.12
36.00	8.70	0.00	0.00	3.37	2.84	2.80	0.00	2.31	0.00	2.06
37.00	8.70	0.37	0.07	2.23	1.85	2.86	0.00	3.19	0.00	0.00
38.00	8.70	1.71	0.00	4.59	0.62	4.63	0.00	0.94	0.00	0.88
39.00	8.70	1.10	0.00	0.31	0.47	0.82	0.00	0.15	0.00	1.68
40.00	8.69	0.88	0.00	0.64	3.42	4.40	0.00	0.38	0.00	1.07
41.00	8.70	2.14	0.00	1.00	0.00	4.12	0.00	0.97	0.00	3.14
42.00	8.70	0.68	0.42	3.73	2.44	2.56	0.00	0.38	0.00	2.04
43.00	8.70	0.45	0.00	2.19	1.46	1.46	0.00	2.25	0.00	0.44
44.00	8.70	2.11	0.00	0.73	1.14	3.85	0.00	4.46	0.00	2.87
45.00	8.69	1.72	0.00	0.82	0.59	4.45	0.00	1.08	0.00	3.85
46.00	8.70	0.48	0.04	0.98	0.78	4.85	0.00	0.34	0.02	1.01
47.00	8.70	0.45	0.00	1.13	0.53	3.96	0.00	0.71	0.00	2.96
48.00	8.70	6.89	0.00	0.49	1.37	0.21	0.00	3.23	0.00	2.84
49.00	8.69	2.08	0.00	4.00	0.00	1.71	0.00	0.97	0.00	1.24
50.00	8.70	0.00	0.00	5.51	0.00	4.80	0.00	5.28	0.95	3.87
51.00	8.70	2.36	0.00	3.44	3.05	2.08	0.00	1.11	0.99	1.70
52.00	8.70	0.39	0.00	3.79	1.51	3.37	0.00	2.76	0.00	3.07
53.00	8.70	1.07	0.00	1.12	3.19	3.64	0.00	3.17	0.00	2.28
54.00	8.69	3.74	0.00	0.00	1.11	3.06	0.00	3.69	0.00	0.64
55.00	8.70	2.80	0.45	0.06	0.00	0.00	0.00	4.37	0.00	0.61
56.00	8.70	0.00	0.00	2.07	0.24	1.94	0.00	2.00	0.00	0.64
57.00	8.70	0.75	0.00	0.94	1.54	1.47	0.00	2.19	0.00	0.00
58.00	8.70	2.19	0.00	1.78	2.70	4.04	0.00	3.73	0.00	2.07
59.00	8.69	0.99	0.00	2.18	0.98	2.87	0.00	0.73	0.00	0.13
60.00	8.70	3.54	0.00	1.95	1.57	5.17	0.00	0.00	0.00	2.66
61.00	8.70	3.46	0.32	3.77	0.88	3.46	0.00	2.59	0.00	1.50
62.00	8.70	1.86	0.65	2.94	0.71	3.65	0.00	1.88	0.00	2.37
63.00	8.70	3.39	2.50	0.00	0.00	5.15	0.00	1.12	0.00	0.00
64.00	8.69	1.32	1.33	0.00	2.48	2.81	0.00	3.20	0.00	0.75
65.00	8.70	0.49	0.00	0.00	0.45	3.17	0.00	1.84	0.00	0.00
66.00	8.70	4.78	0.00	2.64	1.66	3.78	0.00	2.84	0.00	2.57
67.00	8.70	1.00	0.00	2.07	0.73	4.18	0.00	0.00	0.00	1.50
68.00	8.69	3.09	0.00	2.21	2.45	4.62	0.00	0.20	0.00	2.23
69.00	8.70	0.00	0.00	2.32	2.77	2.47	0.00	1.00	0.00	1.22
70.00	8.70	0.49	0.00	0.53	0.47	1.22	0.00	2.94	0.00	1.34
71.00	8.70	7.14	0.16	2.59	0.97	4.47	0.00	0.89	0.00	2.74
