Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.116s)
CreateVariables () DONE !!!
Creating 14 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13
2.00	7.75	6.59	6.59	1.01	1.02	0.00	0.95	0.00	0.00	1.93	0.73	0.00	0.00	0.00
3.00	7.80	6.59	6.59	0.78	0.57	0.00	0.05	0.24	0.00	0.00	0.49	0.00	0.00	0.00
4.00	7.81	6.61	6.61	1.50	0.00	0.00	0.59	0.02	0.00	0.07	0.49	0.45	0.00	0.21
5.00	7.80	6.59	6.59	1.00	1.72	0.18	0.00	0.24	0.00	0.81	0.00	1.87	0.05	1.18
6.00	7.80	6.61	6.61	1.33	0.00	0.00	0.00	0.19	0.00	0.49	0.00	1.28	0.05	0.49
7.00	7.81	6.59	6.59	0.54	1.68	0.00	0.13	1.10	0.00	0.00	0.34	0.49	0.40	0.00
8.00	7.80	6.61	6.61	0.16	0.72	0.00	0.05	0.47	0.00	1.67	0.00	0.00	1.17	1.37
9.00	7.80	6.59	6.59	0.01	0.15	0.00	0.59	0.00	0.01	3.32	0.99	1.30	1.26	1.64
10.00	7.81	6.61	6.61	1.64	1.46	0.00	0.49	0.00	0.13	2.26	1.52	1.80	1.34	1.46
11.00	7.80	6.59	6.59	2.44	1.28	0.00	0.21	0.44	0.14	0.15	0.00	0.00	1.20	1.68
12.00	7.81	6.61	6.61	1.64	0.00	0.00	0.37	0.35	0.28	0.00	0.00	2.67	0.71	0.29
13.00	7.80	6.59	6.59	2.98	0.57	0.00	0.00	0.46	0.00	3.83	1.05	0.62	0.00	0.18
14.00	7.80	6.61	6.59	0.49	1.99	0.00	0.31	0.33	0.00	0.00	0.37	0.00	0.14	0.31
15.00	7.81	6.59	6.61	1.57	0.65	0.00	0.00	0.40	0.00	1.83	1.07	1.48	0.00	2.20
16.00	7.80	6.59	6.59	0.31	0.62	0.00	0.00	0.29	0.07	3.52	0.32	0.44	1.02	2.21
17.00	7.80	6.61	6.61	1.97	1.70	0.00	0.00	0.00	0.00	3.74	0.00	0.51	1.31	1.78
18.00	7.81	6.59	6.59	1.67	0.68	0.00	0.00	0.28	0.02	0.00	0.49	0.48	0.47	0.38
19.00	7.80	6.61	6.61	0.00	0.00	0.00	1.06	0.09	0.20	1.04	1.20	0.00	0.78	0.00
20.00	7.80	6.59	6.59	0.41	0.00	0.00	1.28	0.16	0.00	0.49	0.00	1.81	0.09	0.00
21.00	7.81	6.61	6.61	0.00	0.49	0.35	0.00	0.00	0.31	2.47	2.61	2.58	0.26	1.11
22.00	7.80	6.59	6.59	1.75	0.54	0.73	0.61	0.27	0.00	0.00	1.66	0.04	0.12	1.94
23.00	7.81	6.61	6.61	1.24	0.00	0.54	0.06	0.00	0.04	0.00	1.73	0.00	1.66	2.23
24.00	7.80	6.59	6.59	1.58	1.84	0.11	0.06	0.65	0.00	1.31	0.31	0.00	0.00	1.60
25.00	7.80	6.61	6.61	1.81	0.66	0.21	0.00	0.16	0.00	1.22	2.00	1.78	0.00	1.68
26.00	7.81	6.59	6.59	0.00	0.27	0.29	0.31	0.00	1.10	0.72	2.36	0.55	0.39	1.17
27.00	7.80	6.61	6.61	0.00	0.00	0.26	1.41	0.00	0.47	0.78	0.00	0.00	0.55	0.49
28.00	7.80	6.59	6.59	0.69	1.93	0.00	0.14	0.00	0.00	2.98	0.06	0.00	0.98	0.15
29.00	7.81	6.59	6.59	0.00	0.00	0.41	1.00	0.00	0.74	0.00	1.39	0.99	2.23	1.45
30.00	7.80	6.61	6.61	0.18	0.00	0.75	0.28	0.00	0.48	1.24	1.38	2.80	1.17	0.89
31.00	7.80	6.59	6.59	1.05	1.68	0.49	0.00	0.35	0.00	1.27	0.00	0.00	1.08	0.00
32.00	7.81	6.61	6.61	2.59	0.99	0.07	0.61	0.09	0.00	2.45	0.49	2.24	0.00	0.00
33.00	7.80	6.59	6.59	1.41	0.05	0.00	0.00	0.09	0.00	0.69	1.70	0.99	2.54	1.72
34.00	7.81	6.61	6.61	2.25	0.00	0.58	1.84	0.38	0.00	1.21	0.99	0.21	0.00	0.00
35.00	7.80	6.59	6.59	2.00	0.81	0.12	2.90	0.85	0.00	2.59	1.25	1.67	0.00	0.00
36.00	7.80	6.61	6.61	3.97	0.66	0.29	0.13	0.59	0.52	0.69	0.49	1.22	0.84	2.64
37.00	7.81	6.59	6.59	1.70	2.36	1.42	1.77	0.04	0.00	1.30	2.18	3.16	0.00	0.00
38.00	7.80	6.61	6.61	1.31	0.00	1.06	1.77	0.26	0.00	0.54	0.49	0.00	0.00	0.49
39.00	7.80	6.59	6.59	1.58	1.55	0.71	1.72	0.12	0.00	0.14	3.00	2.10	0.00	1.57
40.00	7.81	6.61	6.61	3.51	0.13	0.00	2.24	0.00	0.00	0.00	2.06	1.34	0.00	3.36
41.00	7.80	6.59	6.59	0.38	0.49	0.00	0.00	0.99	0.00	1.53	0.00	0.02	0.00	0.31
42.00	7.80	6.59	6.59	2.54	0.81	0.35	0.05	0.86	0.00	3.93	0.00	1.57	0.31	0.08
43.00	7.81	6.61	6.61	3.00	0.49	0.28	1.21	0.45	0.00	2.70	1.50	2.36	0.00	1.95
44.00	7.80	6.59	6.59	2.25	0.78	0.02	1.64	1.60	0.00	3.12	2.71	1.87	0.00	1.68
45.00	7.81	6.61	6.61	2.65	1.84	0.00	0.92	0.00	0.00	1.53	0.49	0.52	1.00	1.46
46.00	7.80	6.59	6.59	4.27	0.53	0.07	0.00	0.00	0.00	1.91	1.17	0.93	2.00	0.69
47.00	7.80	6.61	6.61	0.14	0.00	0.00	0.00	0.00	0.00	1.54	0.21	0.00	0.68	2.87
48.00	7.81	6.59	6.59	2.90	0.67	0.81	0.00	0.00	0.00	0.00	1.45	0.00	0.00	0.57
49.00	7.80	6.61	6.61	0.87	0.02	0.34	0.67	0.66	0.00	0.00	0.00	0.00	0.00	1.83
50.00	7.80	6.59	6.59	0.00	0.09	0.00	0.13	0.35	0.00	1.22	0.16	3.27	0.58	1.35
51.00	7.81	6.61	6.61	0.00	0.00	0.20	0.00	0.28	0.20	0.00	0.49	0.00	0.81	0.00
52.00	7.80	6.59	6.59	0.49	0.00	0.47	0.00	0.00	0.49	0.92	0.00	1.74	1.21	2.10
53.00	7.80	6.61	6.61	4.43	0.00	0.15	0.00	0.00	0.00	2.03	2.80	2.58	0.00	2.26
54.00	7.81	6.59	6.59	0.05	0.49	0.00	0.00	0.72	0.40	1.92	0.13	2.27	0.18	1.58
55.00	7.80	6.59	6.59	0.84	0.00	0.73	0.00	0.35	0.00	0.27	0.71	1.92	0.49	0.09
56.00	7.81	6.61	6.61	0.71	1.24	0.86	0.49	0.00	0.00	0.00	0.48	0.00	0.49	0.42
