Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.028s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	7.45	7.47	0.00	0.00	0.24	0.27	0.00	0.27	0.19	0.16	0.12	1.45	0.00	0.40	0.00	0.00	0.11
3.00	7.50	7.50	0.14	0.00	0.38	1.81	0.02	0.99	0.28	0.00	0.09	0.77	0.00	0.16	0.00	0.00	0.00
4.00	7.50	7.50	0.00	0.64	0.33	0.00	1.35	0.00	0.59	0.00	0.00	0.00	0.00	0.00	0.00	0.60	0.00
5.00	7.50	7.50	0.00	1.70	0.00	0.00	3.11	0.00	0.19	0.00	0.00	0.00	0.00	0.02	0.00	0.78	0.00
6.00	7.50	7.50	0.00	1.94	0.28	0.00	0.00	0.00	0.02	0.38	0.00	0.00	0.00	0.00	0.00	1.27	0.00
7.00	7.50	7.50	0.00	2.26	0.13	0.00	0.52	0.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.11	0.00
8.00	7.50	7.50	0.00	1.50	0.00	0.00	0.80	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.92	0.00
9.00	7.50	7.50	0.00	0.65	0.00	0.00	1.47	0.00	0.18	0.12	0.01	0.08	0.00	0.01	0.42	0.97	0.00
10.00	7.49	7.49	0.00	0.45	0.00	0.00	0.49	0.41	0.04	0.07	0.00	0.00	0.00	0.00	0.05	1.01	0.00
11.00	7.50	7.50	0.16	0.47	0.00	0.00	0.00	1.50	0.00	0.19	0.00	0.00	0.00	0.00	0.05	0.62	0.24
12.00	7.50	7.50	0.42	0.82	0.00	0.00	0.07	0.14	0.12	0.01	0.00	0.00	0.00	0.04	0.02	0.61	0.16
13.00	7.50	7.50	0.24	1.15	0.00	0.00	0.00	0.00	0.21	0.12	0.00	0.00	0.00	0.29	0.47	0.80	0.46
14.00	7.50	7.50	0.14	3.32	0.00	0.00	1.31	0.00	0.05	0.00	0.00	0.00	0.00	0.31	0.33	1.81	0.09
15.00	7.50	7.50	0.75	1.51	0.00	0.00	0.00	0.00	0.12	0.09	0.00	0.00	0.00	0.68	0.28	1.07	0.02
16.00	7.50	7.50	0.19	1.00	0.00	0.00	0.00	0.46	0.00	0.00	0.00	0.00	0.00	0.19	0.45	0.85	0.78
17.00	7.50	7.50	0.14	2.03	0.00	0.04	0.27	1.77	0.00	0.00	0.00	1.93	0.00	0.29	0.21	0.61	0.47
18.00	7.50	7.50	0.24	2.30	0.00	0.09	0.00	0.19	0.01	0.00	0.00	0.00	0.00	0.02	0.21	1.31	0.47
19.00	7.49	7.49	0.26	2.01	0.00	1.52	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.22	0.82
20.00	7.50	7.50	0.48	1.58	0.00	0.00	2.23	0.00	0.22	0.05	0.12	0.64	0.00	0.00	0.19	0.08	0.21
21.00	7.50	7.50	0.49	2.00	0.00	0.49	0.00	0.00	0.12	0.27	0.00	0.02	0.00	0.00	0.52	0.00	0.21
22.00	7.50	7.50	0.49	2.12	0.00	0.00	0.00	0.00	0.33	0.05	0.00	0.00	0.00	0.08	0.21	0.32	0.16
23.00	7.50	7.50	0.71	1.60	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.40	0.00	0.00	0.33
24.00	7.50	7.50	0.68	0.66	0.00	0.18	0.00	0.13	0.12	0.00	0.00	0.00	0.00	0.21	0.33	0.00	0.57
25.00	7.50	7.50	0.74	2.50	0.00	0.73	0.00	0.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24
26.00	7.50	7.50	0.26	1.25	0.00	0.00	0.00	2.07	0.31	0.11	0.00	0.00	0.00	0.28	0.11	0.99	0.28
27.00	7.50	7.50	0.40	1.20	0.00	0.00	1.30	0.00	0.09	0.14	0.00	0.00	0.00	0.12	0.02	0.00	0.05
28.00	7.49	7.49	0.42	1.32	0.00	0.00	0.00	0.01	0.00	0.07	0.00	0.00	0.00	0.24	0.00	0.00	1.37
29.00	7.50	7.50	0.93	1.95	0.00	0.25	0.00	0.64	0.00	0.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00
30.00	7.50	7.50	1.41	1.78	0.00	0.00	0.01	0.07	0.00	0.24	0.00	0.71	0.00	0.12	0.34	0.00	0.00
31.00	7.50	7.50	0.00	1.53	0.12	0.00	0.00	0.55	0.00	0.00	0.01	0.02	0.01	0.47	0.12	0.00	0.00
32.00	7.50	7.50	0.21	2.24	0.49	0.00	1.74	0.01	0.00	0.00	0.04	0.00	0.00	0.16	0.45	0.99	1.31
33.00	7.50	7.50	0.00	2.38	0.14	0.00	0.00	0.01	0.29	0.00	0.00	0.00	0.01	0.55	0.01	0.99	1.61
34.00	7.50	7.50	1.94	1.77	0.02	0.00	1.38	1.41	0.42	0.24	0.00	0.00	0.00	0.21	0.29	2.77	1.14
35.00	7.50	7.50	0.00	1.70	0.05	0.00	0.00	0.13	0.08	0.00	0.00	0.00	0.00	0.24	0.24	0.00	1.48
36.00	7.50	7.50	0.49	2.36	0.04	0.00	0.00	0.64	0.01	0.27	0.00	0.12	0.13	0.07	0.38	0.94	0.20
37.00	7.49	7.49	0.00	1.37	0.19	0.99	1.04	0.51	0.09	0.12	0.00	0.00	0.00	0.00	0.21	2.13	0.00
38.00	7.50	7.50	0.00	2.57	0.12	0.00	2.10	0.18	0.00	0.19	0.00	0.00	0.00	0.05	0.00	0.34	0.64
39.00	7.50	7.50	0.02	1.91	0.07	0.05	1.06	0.00	0.18	0.18	0.00	0.20	0.00	0.09	0.00	0.05	0.05
40.00	7.50	7.50	0.00	1.20	0.07	1.51	0.42	0.51	0.12	0.19	0.00	1.65	0.00	0.00	0.14	0.05	0.00
41.00	7.50	7.50	0.00	2.68	0.00	0.00	0.00	0.00	0.09	0.39	0.00	0.07	0.00	0.00	0.66	1.83	0.00
42.00	7.50	7.50	0.61	2.47	0.00	0.00	0.00	0.01	0.00	0.16	0.00	0.14	0.01	0.00	0.16	1.61	1.20
43.00	7.50	7.50	0.15	2.04	0.13	0.00	0.00	0.00	0.00	0.66	0.00	0.01	0.00	0.00	0.58	0.62	0.00
44.00	7.50	7.50	0.52	1.95	0.33	0.00	0.00	1.55	0.00	0.14	0.00	0.00	0.00	0.00	0.71	0.00	0.80
45.00	7.50	7.50	0.00	2.05	0.02	0.33	0.99	2.45	0.00	0.00	0.00	0.59	0.00	0.00	0.59	0.00	0.00
46.00	7.49	7.49	0.40	1.46	0.00	0.00	0.00	0.32	0.00	0.39	0.00	0.00	0.00	0.00	0.31	0.12	0.00
47.00	7.50	7.50	0.04	3.32	0.00	0.00	0.00	0.51	0.00	0.00	0.00	0.20	0.00	0.00	0.38	0.00	0.06
48.00	7.50	7.50	0.49	2.48	0.00	0.74	0.79	0.27	0.00	0.04	0.00	0.00	0.00	0.00	0.47	0.00	0.46
49.00	7.50	7.50	0.87	1.64	0.00	0.00	0.49	0.00	1.10	0.00	0.00	1.34	0.00	0.00	0.73	0.00	0.48
50.00	7.50	7.50	1.31	3.04	0.00	0.00	0.00	0.00	0.31	0.00	0.01	1.34	0.00	0.00	0.68	2.18	0.01
51.00	7.50	7.50	0.42	1.93	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.45	0.52	0.00
52.00	7.50	7.50	0.58	2.85	0.00	0.00	0.06	0.99	0.62	0.00	0.00	0.00	0.00	0.00	0.09	1.53	0.00
53.00	7.50	7.50	0.01	1.65	0.00	0.00	2.21	0.99	0.54	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.64
54.00	7.50	7.50	0.09	1.98	0.00	1.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.48
55.00	7.49	7.49	0.01	2.40	0.41	0.00	0.00	0.05	0.01	0.00	0.00	0.00	0.00	0.04	0.00	0.38	0.27
56.00	7.50	7.50	0.44	0.07	0.34	0.00	0.00	0.75	0.19	0.12	0.00	0.00	0.00	0.06	0.08	0.19	0.75
57.00	7.50	7.50	0.80	0.04	0.24	0.19	1.45	0.00	0.53	0.45	0.00	0.00	0.00	0.16	0.00	0.54	1.53
58.00	7.50	7.50	0.29	2.43	0.21	0.00	0.00	0.00	0.00	0.19	0.86	0.88	0.00	0.45	0.28	0.40	0.82
59.00	7.50	7.50	2.39	3.80	0.19	0.00	1.66	0.00	0.39	0.02	0.00	0.00	0.00	0.31	0.87	1.72	1.06
60.00	7.50	7.50	0.37	3.66	0.16	0.35	0.40	0.00	0.02	0.12	0.00	0.12	0.00	0.00	1.22	0.27	0.55
61.00	7.50	7.50	1.40	1.53	0.07	0.00	0.99	1.60	0.11	0.38	0.00	1.34	0.00	0.00	0.66	0.15	0.06
62.00	7.50	7.50	0.00	3.25	0.88	0.00	0.00	1.60	0.07	0.35	0.00	0.16	0.00	0.00	0.24	0.80	0.01
63.00	7.50	7.50	0.00	2.64	0.16	0.00	0.77	0.28	0.00	0.77	0.00	2.26	0.00	0.00	0.38	0.99	0.00
64.00	7.49	7.49	1.74	3.51	0.00	2.27	1.35	0.58	0.00	0.89	0.13	2.20	0.00	0.00	0.57	3.33	0.85
65.00	7.50	7.50	1.51	2.03	0.00	1.34	0.04	0.86	0.00	0.62	0.79	0.26	0.00	0.00	0.19	1.02	0.62
66.00	7.50	7.50	0.34	2.19	0.34	0.00	2.26	0.14	0.00	0.00	0.00	0.49	0.00	0.32	0.21	0.51	0.55
67.00	7.50	7.50	0.00	0.02	0.24	0.00	0.84	0.00	0.00	0.84	0.00	0.00	0.00	0.31	0.24	1.47	0.15
68.00	7.50	7.50	0.72	1.38	0.53	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.05	0.51	0.84	0.29	0.27
69.00	7.50	7.50	0.00	1.39	0.16	0.15	0.49	0.00	0.00	0.53	0.00	0.22	0.00	0.01	0.75	1.47	1.33
70.00	7.50	7.50	0.00	0.46	0.40	0.00	0.49	1.54	0.15	0.16	0.00	0.00	0.00	0.77	0.67	2.51	1.46
71.00	7.50	7.50	0.00	2.45	0.02	0.01	0.99	0.66	0.80	0.19	0.00	1.21	0.00	0.72	0.00	1.12	0.84
72.00	7.50	7.50	1.12	2.19	0.00	0.00	1.87	0.00	0.59	1.14	0.00	0.45	0.00	0.21	0.00	1.41	1.19
73.00	7.49	7.49	0.00	0.64	0.08	0.01	0.19	0.00	0.80	0.18	0.00	1.42	0.00	0.42	0.00	0.99	0.00
74.00	7.50	7.50	0.12	2.25	0.02	0.00	1.06	0.00	0.09	0.57	0.00	0.82	0.06	0.14	1.84	0.00	0.00
75.00	7.50	7.50	1.00	2.01	0.00	2.97	2.57	0.04	0.00	0.29	0.00	1.11	0.00	0.47	0.19	0.12	1.08
76.00	7.50	7.50	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.54	0.00	0.47	0.24	0.27	0.25
77.00	7.50	7.50	0.49	4.50	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.26	0.11	1.14	0.13
78.00	7.50	7.50	4.06	1.38	0.00	0.00	0.82	0.00	0.00	0.52	0.00	0.00	0.00	0.64	0.16	0.29	0.09
79.00	7.50	7.50	0.49	2.98	0.33	2.40	2.06	1.25	0.00	0.26	0.00	0.00	0.28	0.38	0.25	1.81	0.13
80.00	7.50	7.50	0.00	3.70	0.37	0.00	2.18	0.14	0.00	1.19	0.31	1.97	0.15	0.35	0.08	0.47	1.37
81.00	7.50	7.50	0.45	4.35	0.26	1.26	0.55	0.49	0.25	0.05	0.00	2.61	0.00	0.07	0.00	1.48	0.72
82.00	7.49	7.49	1.81	2.45	0.14	0.49	0.99	0.00	0.00	0.05	0.00	1.46	0.00	0.32	0.45	1.47	0.68
83.00	7.50	7.50	0.02	1.53	0.00	0.49	2.47	0.00	0.57	0.00	0.28	1.58	0.00	0.20	0.61	1.92	0.00
84.00	7.50	7.50	2.57	1.58	0.00	0.28	2.47	0.00	0.05	0.00	0.00	0.97	0.00	1.71	1.27	2.10	0.14
85.00	7.50	7.50	2.51	1.50	0.00	2.46	1.90	0.13	0.05	0.14	1.50	1.91	0.00	0.99	0.05	1.02	1.28
86.00	7.50	7.50	0.27	3.45	0.00	1.98	0.65	0.00	0.00	1.78	0.02	1.74	0.00	1.00	1.28	0.78	0.00
87.00	7.50	7.50	0.00	4.98	0.00	0.11	2.79	0.00	0.00	1.20	0.00	0.00	0.00	0.99	1.17	1.67	1.12
88.00	7.50	7.50	0.22	2.97	0.00	0.00	0.00	0.57	0.00	0.24	0.00	0.00	0.00	0.05	0.45	0.78	0.00
89.00	7.50	7.50	0.09	1.37	0.11	0.00	0.00	0.00	0.21	0.55	0.00	0.00	0.00	0.05	0.01	0.71	0.00
90.00	7.50	7.50	0.00	0.49	0.33	1.37	0.00	0.99	0.09	0.39	0.00	0.00	0.00	0.12	0.05	0.60	0.00
91.00	7.49	7.49	4.85	0.00	0.12	1.46	1.52	0.49	0.61	0.00	0.00	0.00	0.00	0.31	0.45	2.77	0.00
92.00	7.50	7.50	0.20	2.65	0.33	0.00	0.00	0.00	0.18	0.38	0.00	0.00	0.00	1.53	0.66	1.51	0.44
93.00	7.50	7.50	1.40	2.46	0.47	0.00	0.00	0.00	0.71	0.00	0.00	0.00	0.00	0.00	0.00	1.53	0.00
94.00	7.50	7.50	1.46	1.86	0.00	0.99	1.32	0.00	0.64	0.81	0.19	0.80	0.00	0.00	0.54	1.73	0.02
95.00	7.50	7.50	1.33	2.39	0.00	0.00	3.17	0.00	0.00	0.00	0.05	0.95	0.22	0.00	1.18	1.32	0.01
96.00	7.50	7.50	0.00	1.33	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	1.10	1.00	0.49
97.00	7.50	7.50	2.10	1.13	0.00	0.00	0.00	0.00	0.00	0.72	0.38	1.98	0.00	1.63	0.00	2.41	1.06
