Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.127s)
CreateVariables () DONE !!!
Creating 15 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	9.59	8.69	8.04	0.33	0.00	0.85	0.00	0.26	0.00	0.00	0.00	0.00	0.89	0.00	0.00
3.00	9.60	8.70	8.10	0.14	0.00	0.69	0.00	0.52	0.00	0.00	0.00	0.21	0.62	1.13	0.00
4.00	9.60	8.70	8.10	0.79	0.15	0.40	0.05	0.00	0.21	0.00	0.02	0.02	0.82	0.88	0.00
5.00	9.60	8.70	8.10	0.16	0.00	0.62	0.34	0.31	0.02	0.00	0.00	0.00	0.44	0.00	0.00
6.00	9.61	8.69	8.10	0.18	0.00	0.99	0.11	0.80	0.00	0.00	0.00	0.15	1.06	0.00	0.00
7.00	9.60	8.70	8.10	0.92	0.08	0.80	0.04	0.42	0.38	0.00	0.33	0.00	1.02	0.00	0.00
8.00	9.60	8.70	8.09	0.38	0.99	0.16	0.04	0.31	0.61	0.00	0.00	0.42	1.40	0.00	0.00
9.00	9.60	8.70	8.10	0.60	0.49	3.79	0.02	0.00	0.52	0.00	0.00	0.24	0.97	1.19	0.00
10.00	9.60	8.70	8.10	0.60	1.05	2.59	0.16	0.53	0.48	0.00	0.22	0.00	0.73	0.00	0.00
11.00	9.61	8.69	8.10	0.55	0.00	3.10	0.19	0.39	0.47	0.00	0.40	0.00	0.49	0.02	0.00
12.00	9.60	8.70	8.10	0.07	0.49	1.45	0.00	0.00	0.64	0.00	0.00	0.52	0.19	0.12	0.00
