Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.047s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	6.89	6.89	6.85	0.00	0.73	0.39	2.54	0.47	1.01	0.00	0.57
3.00	6.90	6.90	6.90	0.37	0.64	0.25	1.01	0.02	0.24	0.00	0.00
4.00	6.90	6.90	6.90	0.51	1.67	0.01	0.62	0.71	0.07	0.00	0.01
5.00	6.90	6.90	6.90	0.95	1.11	1.13	0.42	0.13	0.45	0.59	0.00
6.00	6.90	6.90	6.90	0.51	1.18	1.12	0.68	0.00	0.38	0.93	0.42
7.00	6.90	6.90	6.90	0.01	1.21	2.04	0.00	1.20	0.01	1.15	0.00
8.00	6.90	6.90	6.90	0.77	1.26	0.99	0.32	0.28	1.10	1.04	0.00
9.00	6.90	6.90	6.90	1.40	1.58	0.00	0.52	1.04	0.00	0.99	0.00
10.00	6.90	6.90	6.90	0.81	1.24	2.04	1.30	0.04	0.00	1.01	0.00
11.00	6.90	6.90	6.90	0.00	1.32	0.31	1.59	0.51	0.00	1.08	0.00
12.00	6.90	6.90	6.90	0.79	0.52	0.00	0.06	1.28	0.00	0.71	0.00
13.00	6.90	6.90	6.90	0.49	0.97	0.75	0.68	0.12	0.00	1.18	0.00
14.00	6.90	6.90	6.90	0.57	1.17	0.98	0.49	0.55	0.00	1.20	0.34
15.00	6.90	6.90	6.90	0.92	1.12	0.00	0.00	0.40	0.00	1.93	0.00
16.00	6.90	6.90	6.90	1.00	1.55	0.00	1.93	0.47	0.00	1.77	0.21
17.00	6.89	6.89	6.89	0.52	1.83	0.00	0.00	0.00	0.00	1.74	0.87
18.00	6.90	6.90	6.90	0.00	0.73	0.21	0.65	0.00	0.00	1.18	0.00
19.00	6.90	6.90	6.90	0.65	0.51	0.89	0.46	0.00	0.00	0.99	1.40
20.00	6.90	6.90	6.90	0.01	1.24	0.40	0.49	0.12	0.00	0.79	0.41
21.00	6.90	6.90	6.90	0.00	1.27	1.45	0.27	0.28	0.00	1.01	0.00
22.00	6.90	6.90	6.90	0.00	1.24	0.00	0.00	3.56	0.00	2.39	1.22
23.00	6.90	6.90	6.90	0.00	2.73	1.52	0.00	0.58	0.00	1.87	0.49
24.00	6.90	6.90	6.90	0.77	1.91	2.37	0.02	0.99	0.00	1.80	0.00
25.00	6.90	6.90	6.90	0.97	1.91	0.27	0.00	0.49	0.00	1.97	0.20
26.00	6.90	6.90	6.90	1.14	2.45	0.00	1.40	0.37	0.00	1.70	0.00
27.00	6.90	6.90	6.90	0.19	1.46	0.79	0.00	0.80	0.00	1.11	0.00
28.00	6.90	6.90	6.90	0.77	1.98	0.05	0.84	2.34	0.00	1.11	0.00
29.00	6.90	6.90	6.90	0.14	0.42	1.11	0.94	2.34	0.00	0.89	0.00
30.00	6.90	6.90	6.90	0.31	4.06	0.00	0.02	0.49	0.00	3.16	2.63
31.00	6.90	6.90	6.90	0.28	1.37	0.00	2.51	0.72	0.00	1.73	0.82
32.00	6.90	6.90	6.90	0.34	0.53	2.64	1.50	0.25	0.00	3.38	1.99
