Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.081s)
CreateVariables () DONE !!!
Creating 12 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11
2.00	8.08	7.80	0.06	0.00	1.20	0.00	0.00	0.62	0.00	0.00	0.00	0.00
3.00	8.10	7.80	0.49	0.00	0.73	0.09	0.16	0.00	0.00	0.74	0.00	1.46
4.00	8.10	7.81	0.14	0.00	0.80	0.00	0.00	0.00	0.00	2.94	0.00	0.05
5.00	8.10	7.80	0.00	0.00	1.04	0.00	0.00	0.99	0.00	1.33	0.00	0.41
6.00	8.10	7.80	0.40	0.00	0.57	0.13	0.37	0.00	0.00	1.51	0.00	0.00
7.00	8.10	7.81	0.95	0.00	0.14	0.00	0.00	0.00	0.00	1.53	0.00	3.10
8.00	8.09	7.80	0.09	0.00	1.22	0.33	1.01	0.00	0.00	3.10	0.00	0.00
9.00	8.10	7.80	0.79	0.00	0.78	0.16	0.31	0.00	0.00	0.52	0.00	0.00
10.00	8.10	7.81	0.74	0.00	0.51	0.05	0.16	0.00	0.00	0.00	0.00	0.00
11.00	8.10	7.80	0.29	0.00	1.12	0.00	0.00	0.00	0.00	0.99	0.00	0.00
12.00	8.10	7.81	0.88	0.00	0.68	0.00	0.00	0.49	0.00	0.99	0.00	0.00
13.00	8.10	7.80	0.81	0.00	1.37	0.00	0.00	0.00	0.00	1.54	0.00	0.91
14.00	8.09	7.80	1.42	0.00	0.91	0.00	0.00	0.00	0.00	0.12	0.00	0.00
15.00	8.10	7.81	1.11	0.00	0.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16.00	8.10	7.80	1.04	0.00	1.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17.00	8.10	7.80	1.22	0.00	1.88	0.00	0.29	0.00	0.00	0.00	0.00	0.00
18.00	8.10	7.81	0.52	0.13	2.14	0.00	1.17	0.00	0.00	0.65	0.00	0.53
19.00	8.10	7.80	0.47	0.00	1.34	0.06	0.59	2.17	0.00	0.49	0.00	0.15
20.00	8.09	7.80	0.34	0.00	1.04	0.00	0.00	0.49	0.00	1.58	0.00	0.98
21.00	8.10	7.81	0.80	0.00	1.06	0.00	0.00	0.26	0.00	0.58	0.00	0.00
22.00	8.10	7.80	0.19	0.00	0.68	0.00	0.00	0.00	0.00	0.48	0.00	0.31
23.00	8.10	7.81	0.00	0.06	1.87	0.00	0.00	2.45	0.00	3.11	0.00	0.94
24.00	8.10	7.80	0.33	0.00	1.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00
25.00	8.10	7.80	0.88	0.01	1.79	0.00	0.00	0.42	0.00	0.00	0.00	0.00
26.00	8.09	7.81	1.58	0.31	0.24	0.00	0.00	0.00	0.00	0.14	0.00	0.25
27.00	8.10	7.80	1.37	0.14	1.02	0.00	0.00	0.87	0.00	0.54	0.00	0.00
28.00	8.10	7.80	0.47	1.91	0.58	0.00	0.00	0.00	0.00	0.00	0.07	0.00
29.00	8.10	7.81	0.85	0.01	0.26	0.00	0.00	0.00	0.00	1.07	0.04	0.00
30.00	8.10	7.80	0.75	0.45	1.48	0.00	0.00	0.00	0.00	1.65	0.00	1.83
31.00	8.10	7.80	0.26	0.93	1.04	0.55	0.55	0.40	0.00	0.07	0.33	0.20
32.00	8.10	7.81	0.00	0.01	1.30	0.02	0.47	0.01	0.00	0.45	0.00	0.79
33.00	8.09	7.80	0.49	0.00	1.38	0.13	0.98	0.01	0.00	0.00	0.00	0.00
34.00	8.10	7.81	1.04	0.04	0.97	0.00	0.00	0.00	0.00	0.31	0.15	0.39
35.00	8.10	7.80	1.13	0.00	0.94	0.00	0.00	0.00	0.00	0.21	0.07	0.47
36.00	8.10	7.80	0.49	0.00	1.06	0.28	0.57	0.26	0.00	0.99	0.01	1.48
37.00	8.10	7.81	0.27	1.58	1.79	0.00	0.00	0.88	0.00	1.25	0.00	0.00
38.00	8.10	7.80	0.13	0.02	1.01	0.00	0.00	0.11	0.00	1.46	0.00	0.00
39.00	8.09	7.80	0.22	0.35	0.68	0.00	0.47	0.00	0.00	0.82	0.00	0.37
40.00	8.10	7.81	0.68	0.00	0.35	0.00	0.00	0.00	0.00	0.24	0.00	0.00
41.00	8.10	7.80	1.46	0.00	0.52	0.00	0.00	0.00	0.00	1.70	0.00	1.14
42.00	8.10	7.80	1.06	0.00	0.75	0.00	0.00	1.58	0.00	0.72	0.00	0.28
43.00	8.10	7.81	1.05	0.29	1.01	0.00	0.00	0.52	0.00	1.50	0.00	0.00
44.00	8.10	7.80	1.00	0.05	1.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00
