Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.044s)
CreateVariables () DONE !!!
Creating 25 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
2.00	7.16	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	7.20	0.19	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.38	0.00	0.00	0.00	0.00
4.00	7.21	0.00	0.00	0.00	0.05	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.47	0.00	1.04	0.00	0.00	0.00	0.47
5.00	7.20	0.07	0.16	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.01	0.00	0.07	0.00	0.00	0.00	0.21	0.05	0.62	0.05	0.09	0.00	0.47
6.00	7.21	0.06	0.35	0.00	0.37	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	0.16	0.07	0.00	0.00	0.00	0.46	0.00	0.53	0.02	0.02	0.00	0.38
7.00	7.20	0.01	0.00	0.00	0.00	0.00	0.00	0.49	0.00	0.00	0.00	0.00	0.00	0.01	0.08	0.14	0.00	0.00	0.14	0.00	1.13	0.00	0.07	0.00	0.09
8.00	7.20	0.16	0.00	0.00	0.00	0.00	0.00	0.37	0.00	0.00	0.00	0.00	0.05	0.04	0.00	0.28	0.00	0.00	0.00	0.15	0.78	0.00	0.00	0.00	0.38
9.00	7.20	0.01	0.00	0.00	0.94	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.33	0.05	0.00	0.00	0.00	0.00	0.00	0.09	0.69	0.00	0.05	0.00	0.28
10.00	7.21	0.00	0.00	0.00	0.92	0.00	0.00	0.05	0.00	0.00	0.01	0.00	0.65	0.00	0.00	0.00	0.00	0.00	1.33	0.09	0.82	0.00	0.00	0.00	0.45
11.00	7.21	0.00	0.00	0.00	0.29	0.00	0.00	0.40	0.00	0.00	0.00	0.00	0.44	0.01	0.00	0.13	0.00	0.00	0.00	0.21	0.14	0.00	0.05	0.00	0.33
12.00	7.20	0.32	0.37	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.34	0.00	0.00	0.29	0.00	0.00	0.00	0.24	2.50	0.02	0.12	0.00	0.49
13.00	7.20	0.19	0.00	0.00	0.00	0.00	0.00	0.33	0.00	0.00	0.00	0.00	0.88	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12	0.09	0.35	0.00	0.71
14.00	7.21	0.19	0.00	0.00	0.00	0.00	0.00	0.57	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.07	0.00	0.00	0.00	0.01	0.34	0.00	0.28	0.00	0.34
15.00	7.20	0.00	0.08	0.00	0.00	0.00	0.00	0.74	0.00	0.00	0.00	0.00	0.48	0.00	0.00	0.12	0.00	0.00	0.00	0.16	0.00	0.12	0.14	0.00	0.21
16.00	7.21	0.00	0.35	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.47	0.00	0.00	0.12	0.00	0.00	0.00	0.02	0.00	0.14	0.07	0.00	0.88
17.00	7.20	0.21	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.26	0.00	1.10	0.00	0.00	0.00	0.00	0.00	0.99	0.00	0.00	0.21	0.26	0.00	0.00
18.00	7.21	0.24	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.19	0.00	0.04	0.09	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00
19.00	7.20	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.28	0.00	0.00	0.79	0.00	0.00	0.00	0.00	0.00	0.40
20.00	7.20	0.15	0.22	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.16	0.00	0.00	0.12	0.02	0.00	0.38
21.00	7.21	0.09	1.44	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.32	0.21	0.33	0.00	0.49
22.00	7.20	0.04	0.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.05	0.00	0.00	0.00	0.00	0.51	0.00	0.21	0.07	0.00	0.81
23.00	7.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.77	0.00	0.60	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.14	0.00	2.33
24.00	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.32	1.07	0.00	0.00	0.00	0.34	0.00	0.14	0.19	0.00	0.07	0.75	0.09	0.00	0.00	0.07	0.00	0.73
25.00	7.20	0.00	0.21	0.00	0.00	0.00	0.00	0.25	0.99	0.00	0.00	0.00	0.34	0.00	0.04	0.00	0.00	0.12	0.00	0.07	0.00	0.00	0.00	0.00	0.68
26.00	7.21	0.00	0.34	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.99	0.00	0.07	0.00	0.00	0.00	0.00	0.26	0.00	0.00	1.98	0.31	0.19	0.00	0.69
27.00	7.20	0.00	0.49	0.00	1.35	0.00	0.00	0.00	1.37	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.35	1.13	0.00	0.00	0.55	0.02	0.00	0.38
28.00	7.21	0.00	0.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.48	0.00	0.42	0.09	0.31	0.00	0.39
29.00	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.55	0.16	0.99	0.00	0.26	0.00	0.49
30.00	7.20	0.00	0.49	0.00	0.00	0.00	0.00	0.40	0.49	0.00	0.09	0.00	0.00	0.00	0.01	0.00	0.00	0.02	0.00	0.07	0.02	0.19	0.08	0.00	0.00
31.00	7.21	0.00	1.61	0.00	0.19	0.00	0.00	0.21	0.15	0.00	0.00	0.00	0.29	0.00	0.49	0.00	0.00	0.09	0.99	0.35	1.20	0.35	0.22	0.00	0.58
32.00	7.20	0.00	0.00	0.00	1.32	0.00	0.00	0.00	1.22	0.00	0.02	0.00	0.97	0.00	0.00	0.00	0.00	0.28	0.49	0.21	0.00	0.26	0.69	0.00	1.90
33.00	7.21	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.57	0.00	0.12	0.00	0.19	0.16	0.00	0.21	0.00	0.24	0.00	0.00	0.07	0.00	1.41
34.00	7.20	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.71	0.00	0.00	0.00	0.14	0.00	0.22	0.09	0.00	0.42	0.01	0.00	0.48	0.00	0.00	0.00	0.22
35.00	7.21	0.19	0.00	0.00	0.08	0.00	0.00	0.80	1.91	0.00	0.00	0.00	0.52	0.00	0.31	0.00	0.00	0.05	0.00	0.00	0.00	0.07	0.31	0.00	0.00
36.00	7.20	0.14	1.42	0.00	0.00	0.00	0.00	0.22	0.00	0.00	0.00	0.00	1.06	0.00	0.00	0.00	0.00	0.18	0.00	0.26	0.00	0.00	0.67	0.00	0.00
37.00	7.20	0.19	0.00	0.00	0.00	0.00	0.00	0.24	1.19	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.09	0.00	0.09	0.00	0.00	0.28	0.00	0.00
38.00	7.21	0.27	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.71	0.00	0.00	0.38	0.00	0.00	0.87
39.00	7.20	0.00	0.00	0.00	2.06	0.00	0.00	0.34	0.49	0.00	0.00	0.00	2.25	0.00	0.00	0.61	0.00	0.00	1.12	0.74	1.21	0.31	0.16	0.00	0.08
40.00	7.21	0.01	0.00	0.01	1.15	0.00	0.00	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28	0.00	0.07	0.16	0.86	0.00	1.19	0.12	0.00	0.07
41.00	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.85	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.31	0.00	1.08	1.63	0.12	0.00	0.00	0.00
42.00	7.20	0.00	0.02	0.00	0.00	0.00	0.00	0.49	0.00	0.00	0.00	0.00	0.38	0.00	0.00	0.00	0.00	0.09	0.00	0.42	0.00	0.00	0.00	0.00	0.91
43.00	7.21	0.00	0.73	0.00	0.49	0.00	0.00	0.00	1.28	0.00	0.00	0.00	1.50	0.00	0.00	0.00	0.00	0.14	0.49	0.78	0.08	0.19	0.00	0.00	0.00
44.00	7.20	0.00	1.27	0.00	1.85	0.00	0.00	2.04	1.34	0.00	0.13	0.00	0.53	0.00	0.48	0.00	0.00	0.52	0.04	0.00	0.00	1.27	0.05	0.00	1.24
45.00	7.21	0.25	0.99	0.00	3.94	0.00	0.00	1.38	2.14	0.00	1.30	0.00	0.07	0.00	0.00	0.48	0.00	0.09	2.86	0.00	0.00	0.13	0.16	0.00	0.49
46.00	7.20	0.00	0.00	0.00	0.68	0.00	0.04	0.19	0.00	0.00	0.00	0.00	0.09	0.04	0.85	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.65	0.00	1.46
47.00	7.21	0.41	0.00	0.00	2.25	0.00	0.00	0.00	1.00	0.00	0.46	0.00	0.00	0.00	0.01	0.00	0.00	0.47	0.00	0.00	0.00	0.00	0.05	0.00	0.99
48.00	7.20	0.00	0.89	0.00	0.00	0.00	0.00	0.11	0.00	0.00	1.38	0.00	0.00	0.25	0.02	0.07	0.00	0.69	0.00	0.00	0.35	0.00	0.47	0.00	0.00
49.00	7.20	0.00	0.93	0.00	0.00	0.00	0.00	1.35	0.86	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.71	0.00	0.00	0.99	0.00	0.31	0.00	0.00
50.00	7.21	0.00	0.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.27	0.00	0.00	0.01	0.00	0.05	0.00	0.16	0.00	0.00	0.44	0.00	0.05	0.00	0.00
51.00	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.16	1.77	0.00	0.00	0.00	0.00	0.00	1.46	0.00	0.00	0.45	0.00	0.06	1.15	0.05	0.33	0.00	0.00
52.00	7.21	0.00	0.49	0.00	0.00	0.00	0.00	0.14	0.47	0.00	0.44	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.55	0.00	0.52	0.00	0.00
53.00	7.20	0.00	0.99	0.00	0.00	0.00	0.00	2.05	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.38	0.00	0.00
54.00	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.27	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.29	0.00	0.07
55.00	7.21	0.00	2.07	0.00	0.00	0.00	0.00	0.21	0.77	0.00	0.00	0.00	0.00	0.00	0.01	0.31	0.00	0.00	0.00	0.00	1.55	0.00	0.22	0.00	0.47
56.00	7.20	0.28	0.00	0.00	1.54	0.00	0.00	0.00	2.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00
57.00	7.21	0.05	0.00	0.00	2.11	0.00	0.00	0.00	0.99	0.00	1.41	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.24	0.00	0.25	0.00	0.77
58.00	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.61	0.00	0.00	0.04	0.01	0.00	0.00	0.26	0.20	0.00	0.18	0.00	0.58	0.00	0.24
59.00	7.20	0.00	0.49	0.00	1.04	0.00	0.00	0.54	0.21	0.00	0.04	0.00	0.99	0.00	0.00	0.00	0.00	0.79	0.49	0.00	0.21	0.00	0.40	0.00	0.00
60.00	7.21	0.00	0.00	0.00	2.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.26	0.00	0.00	0.89	0.89	0.00	0.00	0.00
61.00	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.52	0.22	0.45	0.01	0.00	0.32	0.00	0.00
