Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.108s)
CreateVariables () DONE !!!
Creating 16 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
2.00	9.87	0.00	0.12	0.46	0.42	0.05	0.00	0.21	0.00	0.12	0.00	0.00	0.00	0.00	0.02	0.00
3.00	9.90	0.00	0.00	0.54	0.57	0.33	0.00	0.05	0.00	0.49	0.00	0.00	0.00	0.00	0.33	0.00
4.00	9.90	0.00	0.02	0.00	1.27	0.26	0.37	0.71	0.07	0.16	0.00	0.00	0.00	0.09	0.35	0.00
5.00	9.89	0.00	0.00	0.00	0.85	0.00	0.09	0.92	0.00	0.48	0.00	0.00	0.00	0.35	0.28	0.00
6.00	9.90	0.00	0.00	0.00	1.25	0.00	0.02	0.54	0.00	0.78	0.00	0.00	0.00	0.69	0.19	0.00
7.00	9.90	0.02	0.00	0.68	0.09	0.00	0.00	0.13	0.00	0.89	0.00	0.00	0.00	2.60	0.00	0.00
8.00	9.89	0.33	0.00	1.22	0.00	0.12	0.00	0.02	0.00	0.15	0.00	0.00	0.00	0.00	0.09	0.00
9.00	9.90	0.00	0.00	1.80	1.24	0.26	0.00	0.00	0.00	1.08	0.00	0.00	0.00	1.61	0.35	0.00
10.00	9.90	0.00	0.00	1.59	1.39	0.16	0.00	0.82	0.00	0.87	0.00	0.00	0.00	0.00	0.49	0.00
11.00	9.89	0.00	0.00	0.00	0.80	0.45	0.00	0.02	0.00	1.04	0.00	0.00	0.00	0.00	0.61	0.00
12.00	9.90	0.00	0.00	0.00	1.30	0.41	0.00	0.05	0.00	0.59	0.00	0.00	0.00	0.12	0.64	0.00
13.00	9.90	0.00	0.35	0.00	1.41	0.00	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.00	0.26	0.00
14.00	9.90	0.20	0.26	0.44	0.53	0.00	0.01	0.12	0.00	0.71	0.00	0.00	0.00	0.00	0.07	0.00
15.00	9.89	0.01	0.16	0.00	1.11	0.00	0.00	0.07	0.00	0.85	0.00	0.00	0.00	0.00	0.21	0.00
16.00	9.90	0.16	0.21	0.39	0.57	0.08	0.00	0.27	0.00	0.98	0.00	0.00	0.00	0.00	0.24	0.00
17.00	9.90	0.07	0.33	0.00	1.01	0.00	0.00	0.04	0.00	0.74	0.00	0.00	0.00	0.00	0.19	0.00
18.00	9.89	0.42	0.31	0.00	1.55	0.14	0.00	0.00	0.00	1.06	0.00	0.00	0.00	0.05	0.04	0.00
19.00	9.90	0.15	0.65	0.00	1.78	0.16	0.00	0.00	0.00	0.38	0.00	0.00	0.00	2.86	0.00	0.00
20.00	9.90	1.38	1.02	0.15	1.34	0.00	0.00	0.00	0.00	1.19	0.00	0.00	0.00	1.38	0.40	0.00
21.00	9.89	0.65	0.05	1.72	1.70	0.19	0.60	0.00	0.00	1.46	0.00	0.00	0.00	2.28	0.47	0.00
22.00	9.90	0.00	0.00	0.67	1.79	0.00	0.32	0.00	0.00	1.47	0.00	0.00	0.00	1.60	0.38	0.00
