Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.166s)
CreateVariables () DONE !!!
Creating 24 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23
2.00	7.80	6.89	5.97	0.00	0.00	0.00	0.57	0.00	0.81	0.00	0.00	0.00	0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.18
3.00	7.80	6.90	6.01	0.00	0.00	0.00	0.42	0.00	1.48	0.00	0.00	0.45	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00
4.00	7.81	6.90	5.99	0.00	0.00	0.00	0.00	0.00	1.19	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.32	0.00	0.00	0.44	0.07	0.00	0.21
5.00	7.80	6.90	6.01	0.00	0.00	0.42	0.04	0.00	1.20	0.00	0.00	0.00	0.22	0.00	0.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.21
6.00	7.80	6.90	5.99	0.00	0.00	0.00	0.38	0.00	0.75	0.00	0.09	0.64	0.00	0.00	0.42	0.00	0.00	0.49	0.00	0.00	0.49	0.00	0.00	0.37
7.00	7.81	6.90	6.01	0.00	0.00	0.00	0.77	0.00	0.66	0.00	0.00	0.40	0.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.69	0.00	0.35
8.00	7.80	6.90	5.99	0.00	0.00	0.00	0.64	0.00	1.12	0.00	0.31	0.24	0.04	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.62
9.00	7.80	6.90	6.01	0.00	0.00	0.99	0.49	0.00	1.04	0.00	0.00	0.11	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.46
10.00	7.81	6.90	5.99	0.00	0.00	1.15	0.55	0.00	0.66	0.00	0.00	0.37	0.00	0.00	0.00	0.00	0.00	0.00	0.34	0.00	0.00	0.00	0.00	0.41
11.00	7.80	6.90	6.01	0.00	0.00	1.58	0.00	0.00	1.13	0.00	0.00	1.25	0.00	0.00	0.00	0.00	0.00	0.00	0.45	0.00	0.00	0.00	0.42	0.28
