Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.154s)
CreateVariables () DONE !!!
Creating 22 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21
2.00	7.49	6.89	6.55	0.00	0.02	0.02	0.00	0.00	0.00	0.00	0.00	0.41	0.00	0.00	0.00	0.00	2.20	0.39	0.00	0.00	0.00	0.45
3.00	7.50	6.90	6.59	0.74	0.00	0.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	1.45
4.00	7.50	6.90	6.61	1.01	0.07	0.18	0.00	0.00	0.00	0.00	0.16	0.00	0.02	0.00	0.00	0.00	1.70	0.00	0.08	0.00	0.00	0.00
5.00	7.50	6.90	6.59	0.86	0.00	0.44	0.00	0.00	0.00	0.67	0.00	0.00	0.00	0.00	0.00	0.00	1.78	0.00	0.00	0.00	0.00	0.00
6.00	7.50	6.90	6.61	1.32	0.00	0.33	0.26	0.00	0.00	0.00	0.00	0.49	0.00	0.00	0.00	0.00	1.71	0.34	0.00	0.00	0.00	0.00
7.00	7.50	6.90	6.59	1.15	0.00	0.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
8.00	7.50	6.90	6.61	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.34	0.00	0.49	0.87	0.00	0.44
9.00	7.50	6.90	6.59	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.33	0.00	0.49	0.61	0.00	0.00
10.00	7.49	6.90	6.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.97	0.00	0.00
11.00	7.50	6.90	6.59	0.00	0.00	0.01	0.49	0.00	0.00	0.04	0.00	0.00	0.00	0.49	0.13	0.12	0.00	0.49	0.00	0.80	0.00	0.00
12.00	7.50	6.90	6.61	0.00	0.00	0.00	0.00	0.00	0.24	0.32	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	1.11	0.00	0.00
13.00	7.50	6.90	6.59	0.00	0.00	0.72	0.26	0.00	0.01	0.13	0.00	0.00	0.00	0.07	0.00	0.01	0.00	0.00	0.01	0.75	0.00	0.00
14.00	7.50	6.90	6.61	0.00	0.00	0.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.19	0.00	0.00	0.00	0.00	0.00	0.31	0.00	0.00
15.00	7.50	6.90	6.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.49	1.12	0.00	0.01	0.00	0.15	1.32	0.00	0.00	0.00	0.00	0.00
16.00	7.50	6.90	6.59	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.26	0.99	0.62	0.00	0.00	0.00	0.00	0.00	0.00	0.52	0.00	0.00
17.00	7.50	6.89	6.61	0.00	0.00	0.26	0.00	0.00	0.00	0.00	0.16	0.00	0.42	0.00	0.00	0.00	0.53	1.24	0.00	0.61	0.00	0.00
18.00	7.50	6.90	6.59	0.75	0.00	0.55	0.00	0.00	0.00	0.00	0.11	0.67	0.02	1.88	0.86	0.00	1.65	0.00	0.00	0.00	0.00	0.00
19.00	7.49	6.90	6.61	0.49	0.00	0.58	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.57	0.00	0.42
20.00	7.50	6.90	6.59	0.11	0.00	0.33	0.00	0.00	0.00	0.00	0.14	0.00	0.05	0.24	2.10	0.47	0.49	0.00	0.00	0.52	0.00	0.00
21.00	7.50	6.90	6.61	0.00	0.00	0.00	0.00	0.00	1.35	0.00	0.05	0.00	0.06	1.63	0.35	1.66	1.53	0.00	0.00	0.97	0.00	0.00
22.00	7.50	6.90	6.59	0.85	0.00	0.00	0.00	0.00	0.27	0.00	0.00	0.00	0.09	0.49	0.29	0.04	0.99	1.66	0.00	1.27	0.00	0.00
23.00	7.50	6.90	6.61	0.00	0.00	0.78	0.00	0.00	0.49	0.00	0.00	0.00	0.00	1.41	0.00	0.16	2.11	0.27	0.00	0.62	0.00	0.00
24.00	7.50	6.90	6.59	0.00	0.00	0.24	0.18	0.00	0.00	0.99	0.29	0.49	0.29	0.00	0.00	0.37	0.04	0.00	0.37	0.38	0.00	0.00
25.00	7.50	6.90	6.61	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.40	1.47	0.37	0.00	0.00	0.00	0.00	0.00	0.58	0.82	0.00	0.00
26.00	7.50	6.90	6.59	0.00	0.00	0.00	0.09	0.09	0.00	0.00	0.32	0.49	0.25	1.30	1.70	0.00	1.72	0.00	0.47	1.37	0.00	0.00
27.00	7.50	6.90	6.61	0.00	0.00	0.00	0.14	0.00	0.00	0.12	0.00	0.00	0.35	1.60	0.09	0.95	0.49	0.00	0.00	1.67	0.00	0.00
28.00	7.49	6.90	6.59	0.00	0.00	0.00	0.85	0.07	0.00	0.00	0.00	0.06	0.45	0.00	0.58	0.08	0.00	0.00	0.00	1.04	0.00	0.00
29.00	7.50	6.90	6.59	0.00	0.00	0.24	0.00	0.00	0.49	0.00	0.00	0.04	0.12	0.00	1.90	0.00	0.01	0.00	0.49	1.38	0.00	1.47
30.00	7.50	6.90	6.61	0.00	0.00	0.57	0.00	0.00	0.00	0.00	0.00	0.00	0.47	1.70	0.00	0.00	0.00	0.74	0.00	0.31	0.00	1.04
31.00	7.50	6.90	6.59	0.00	0.00	1.74	0.16	0.00	0.00	0.00	0.00	0.00	0.66	0.00	0.00	0.00	0.74	0.00	0.00	0.89	0.00	1.13
32.00	7.50	6.90	6.61	0.49	0.00	0.28	1.84	0.00	0.58	0.00	0.01	0.00	0.00	0.00	0.05	0.05	2.28	0.88	0.00	1.01	0.00	0.94
33.00	7.50	6.90	6.59	0.85	0.00	0.09	0.09	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.51	0.00	0.00	0.68	0.00	0.51
34.00	7.50	6.89	6.61	0.16	0.06	0.38	0.82	0.00	1.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.45	0.00	0.00
35.00	7.50	6.90	6.59	0.00	0.35	0.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.63	0.00	0.00	0.00	0.00	0.00	1.39	0.00	1.61
36.00	7.50	6.90	6.61	0.00	0.04	0.00	0.00	0.00	1.94	0.00	0.00	0.13	0.00	1.30	0.00	0.00	0.62	0.00	0.00	1.37	0.00	1.50
37.00	7.49	6.90	6.59	0.00	0.00	0.80	0.00	0.00	0.40	0.49	0.00	0.00	0.18	1.25	0.00	0.00	1.06	0.49	0.00	0.77	0.00	0.00
38.00	7.50	6.90	6.61	0.00	0.00	1.52	0.00	0.00	0.07	0.00	0.02	0.00	0.40	0.00	0.00	0.07	0.00	0.00	0.47	0.78	0.00	1.52
39.00	7.50	6.90	6.59	0.00	0.00	0.00	0.00	0.00	0.49	0.00	0.42	0.01	0.02	1.17	0.00	0.00	0.00	0.77	0.99	1.08	0.00	0.00
40.00	7.50	6.90	6.61	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.14	0.00	0.65	0.00	0.08	0.87	0.00	0.04	0.20	1.04	0.00	0.81
41.00	7.50	6.90	6.59	0.00	0.00	0.00	0.99	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	1.02	0.00	0.00	0.49	1.04	0.00	0.12
42.00	7.50	6.90	6.59	0.00	0.00	1.06	0.00	0.00	0.00	0.00	0.20	0.00	0.75	0.00	0.00	0.69	0.49	0.00	0.00	1.22	0.00	0.21
43.00	7.50	6.90	6.61	0.00	0.00	0.49	3.12	0.08	0.00	0.01	0.33	0.49	0.32	0.87	0.00	0.02	1.26	0.49	0.00	0.82	0.00	0.00
44.00	7.50	6.90	6.59	0.00	0.20	1.37	0.00	0.00	0.00	0.00	0.24	0.49	0.00	0.64	0.00	1.13	0.48	0.00	0.00	2.20	0.00	0.49
45.00	7.50	6.90	6.61	0.00	0.07	1.83	0.00	0.00	0.00	0.00	0.31	0.00	0.33	0.49	0.00	0.55	0.00	0.00	0.04	1.18	0.00	1.63
46.00	7.49	6.90	6.59	0.00	0.31	0.00	0.04	0.00	0.00	0.00	0.45	0.49	0.00	0.25	0.00	0.00	2.05	0.00	1.34	1.53	0.00	0.00
47.00	7.50	6.90	6.61	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.28	0.00	0.21	1.34	0.00	1.55	0.00	0.00	0.01	1.15	0.00	0.00
48.00	7.50	6.90	6.59	0.00	0.00	0.44	0.00	0.00	0.66	0.00	0.57	0.00	0.31	0.00	0.00	0.00	0.02	0.00	0.00	0.94	0.00	0.00
49.00	7.50	6.90	6.61	0.00	0.00	0.00	1.74	0.00	4.15	0.00	0.71	0.00	0.29	2.43	0.00	0.12	2.59	0.13	0.00	1.25	0.00	0.00
50.00	7.50	6.89	6.59	0.00	0.65	0.00	0.91	0.00	0.00	0.00	0.47	0.00	0.00	0.00	0.00	1.14	0.00	0.00	0.00	1.51	0.00	3.49
51.00	7.50	6.90	6.61	0.00	0.00	1.20	0.00	0.00	1.48	0.08	0.12	0.00	0.00	3.50	0.00	0.00	0.99	0.00	0.00	1.15	0.00	0.00
52.00	7.50	6.90	6.59	0.00	0.16	1.51	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.41	0.00	1.06	0.00	0.00	0.00	1.20	0.00	0.49
53.00	7.50	6.90	6.61	0.00	0.46	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.78	0.00	0.99	0.08	1.41	0.00	0.49
54.00	7.50	6.90	6.59	0.00	0.00	0.49	1.61	0.00	0.00	0.07	0.00	0.00	0.00	1.92	0.00	0.00	2.54	0.85	0.08	1.53	0.00	0.99
55.00	7.49	6.90	6.59	0.00	0.26	1.51	0.49	0.00	0.00	0.99	0.07	0.99	0.00	0.49	0.00	1.38	0.26	0.49	2.34	2.00	0.00	0.00
56.00	7.50	6.90	6.61	0.35	0.00	2.18	0.00	0.00	0.49	0.49	0.71	0.00	1.57	2.96	0.09	0.00	0.00	0.00	0.00	0.13	0.00	0.00
57.00	7.50	6.90	6.59	1.18	0.00	0.00	0.49	0.00	0.54	0.00	0.26	0.00	0.07	0.75	0.00	0.49	2.80	0.84	0.00	1.91	0.00	0.00
58.00	7.50	6.90	6.61	0.73	0.49	0.00	0.08	0.00	1.94	0.00	0.14	0.00	0.77	1.33	0.00	1.44	4.17	0.09	0.00	1.75	0.00	0.00
59.00	7.50	6.90	6.59	0.00	0.19	0.00	1.08	0.00	0.00	0.00	0.16	1.95	0.00	0.00	0.33	0.00	0.00	0.00	0.32	0.00	0.00	1.21
60.00	7.50	6.90	6.61	0.00	0.00	2.53	0.46	0.00	0.00	0.00	0.24	0.58	0.49	3.37	0.25	0.05	2.07	0.00	0.54	0.00	0.00	1.27
61.00	7.50	6.90	6.59	0.00	0.00	0.80	0.00	0.00	0.00	0.93	0.29	0.02	0.99	1.40	0.00	0.00	0.74	0.00	0.00	1.22	0.00	0.00
62.00	7.50	6.90	6.61	0.00	1.40	2.51	1.39	0.00	1.51	0.00	0.00	1.33	0.00	1.35	0.00	0.00	1.34	0.00	0.00	0.19	0.00	0.00
63.00	7.50	6.90	6.59	0.00	0.05	1.07	0.22	0.00	1.92	0.49	0.00	0.05	0.00	0.73	0.66	0.09	0.57	0.00	1.88	2.19	0.00	1.55
64.00	7.49	6.90	6.61	0.00	1.98	2.18	0.00	0.00	0.99	0.49	0.45	0.00	1.39	0.00	0.00	0.00	3.56	0.00	0.15	0.00	0.00	0.00
65.00	7.50	6.90	6.59	0.00	0.16	1.66	0.00	0.00	1.64	0.52	0.24	0.99	0.00	2.04	0.99	0.99	2.28	0.00	0.57	1.13	0.00	0.64
66.00	7.50	6.89	6.61	0.45	0.02	0.00	0.00	0.00	0.16	0.89	0.44	0.00	0.49	0.99	0.00	0.00	1.75	0.13	0.00	1.32	0.00	0.00
67.00	7.50	6.90	6.59	0.00	0.07	2.52	1.28	0.00	1.32	0.00	0.06	0.99	1.25	1.77	0.16	0.00	1.61	0.00	1.45	0.00	0.00	1.24
68.00	7.50	6.90	6.59	0.00	0.00	0.13	0.00	0.00	1.60	1.25	0.35	0.49	0.38	0.00	0.00	0.00	0.53	0.14	2.11	1.87	0.00	0.00
69.00	7.50	6.90	6.61	0.00	0.00	1.54	0.00	0.00	1.78	1.25	0.05	0.00	1.21	2.13	0.00	0.49	2.60	0.20	0.11	2.50	0.00	0.99
70.00	7.50	6.90	6.59	0.00	0.00	0.07	0.00	0.00	1.28	0.00	0.13	0.13	0.93	0.58	0.00	0.48	4.23	0.05	0.04	0.49	0.00	0.00
71.00	7.50	6.90	6.61	0.05	0.00	0.00	0.02	0.00	0.00	0.00	0.19	0.00	0.00	0.12	0.09	0.00	1.42	0.00	0.29	2.04	0.00	2.36
72.00	7.50	6.90	6.59	0.60	0.00	0.08	0.95	0.00	0.00	0.49	0.00	0.00	0.81	1.50	0.00	0.00	2.03	0.00	0.58	0.00	0.00	0.00
73.00	7.49	6.90	6.61	0.94	0.49	0.00	0.48	0.00	0.00	0.34	0.00	0.00	0.00	2.44	0.00	0.00	1.68	0.00	0.00	1.30	0.00	1.84
74.00	7.50	6.90	6.59	1.18	0.00	0.00	1.04	0.05	0.00	0.00	0.00	0.00	0.00	1.94	0.00	0.00	0.27	0.00	1.22	0.00	0.00	0.00
75.00	7.50	6.90	6.61	1.58	0.00	2.24	0.00	0.00	0.00	0.00	0.00	1.60	0.00	1.60	0.00	0.21	2.46	0.00	0.18	0.00	0.00	0.00
76.00	7.50	6.90	6.59	0.92	0.00	1.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
77.00	7.50	6.90	6.61	1.22	0.49	0.00	1.46	0.02	0.00	0.49	0.00	0.00	0.00	0.49	0.00	0.00	1.48	0.04	0.18	0.00	0.00	0.00
