Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.105s)
CreateVariables () DONE !!!
Creating 23 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22
2.00	6.59	6.56	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
3.00	6.59	6.59	0.00	0.00	0.00	0.00	0.00	0.00	0.73	1.40	0.00	0.49	0.00	0.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.21
4.00	6.61	6.61	0.49	0.00	0.00	2.16	0.00	0.02	1.41	0.00	0.00	0.24	0.00	0.48	0.00	0.00	0.00	0.00	0.00	0.07	0.00	1.18	0.33
5.00	6.59	6.59	0.00	0.00	0.00	0.00	0.00	0.07	1.04	0.00	0.00	0.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.26	0.00	0.00	0.00
6.00	6.61	6.61	0.00	0.49	0.00	0.00	0.00	0.00	0.66	1.18	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.37	0.00	0.00	0.00
7.00	6.59	6.59	0.57	0.00	0.00	0.00	0.00	0.05	0.75	0.00	1.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00
8.00	6.61	6.61	0.00	0.00	0.00	0.00	0.00	0.02	1.15	1.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00
9.00	6.59	6.59	0.00	0.00	0.00	0.00	0.00	0.00	1.11	0.00	0.00	0.00	0.00	0.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00
10.00	6.61	6.61	0.00	0.00	0.00	0.00	0.00	0.00	0.99	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11.00	6.59	6.59	3.36	0.00	0.00	0.00	0.00	0.00	0.71	1.35	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
12.00	6.61	6.61	0.00	0.00	0.00	0.00	0.00	0.00	1.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.05
13.00	6.59	6.59	0.15	0.00	0.00	0.00	0.00	0.00	1.88	0.00	0.21	0.00	0.00	1.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12
14.00	6.61	6.59	0.11	0.00	1.52	0.00	0.00	0.00	1.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.00	6.59	6.61	0.49	0.00	0.00	0.00	0.00	0.08	0.94	0.00	0.00	0.00	0.00	1.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16.00	6.59	6.59	0.00	0.00	0.00	0.00	0.00	0.28	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17.00	6.61	6.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	1.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
18.00	6.59	6.59	0.00	0.00	0.00	0.00	0.00	0.00	1.58	0.49	0.00	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.32	0.00
19.00	6.61	6.61	0.00	1.26	0.00	0.49	0.00	0.33	0.00	0.99	0.46	0.00	0.00	1.22	0.00	0.00	0.00	0.00	0.00	0.41	0.00	0.00	1.02
20.00	6.59	6.59	0.00	0.00	0.16	0.00	0.00	0.35	0.82	0.00	0.00	0.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.59	0.00	0.21	0.00
21.00	6.61	6.61	0.00	0.00	0.00	0.80	0.00	0.53	1.93	0.00	0.00	0.00	0.00	2.19	0.00	0.00	0.00	0.00	0.00	0.93	0.00	1.21	0.00
22.00	6.59	6.59	0.00	0.21	0.00	0.00	0.97	0.00	1.32	1.39	0.00	0.00	0.00	2.21	0.00	0.00	0.00	0.00	0.00	0.53	0.00	0.00	0.00
23.00	6.61	6.61	0.00	0.00	0.00	0.00	0.00	0.00	1.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.00	0.00	0.00
24.00	6.59	6.59	0.00	0.28	0.99	0.00	0.00	0.00	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.65	0.00	0.00	0.00
25.00	6.61	6.61	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.42	0.00	0.00	0.00
