Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.092s)
CreateVariables () DONE !!!
Creating 18 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17
2.00	8.04	7.75	0.06	0.00	0.71	1.37	0.47	0.00	0.00	0.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	8.10	7.80	0.61	0.00	0.24	0.75	1.13	0.00	0.00	0.00	0.02	1.93	2.23	0.00	0.12	1.51	0.00	2.25
4.00	8.10	7.81	0.00	0.31	0.07	0.00	0.00	0.47	0.00	0.26	0.02	0.00	0.00	0.00	0.00	0.65	0.00	1.41
5.00	8.10	7.80	0.00	1.26	1.44	0.02	0.02	0.00	0.00	0.01	0.00	0.00	0.61	0.00	0.00	0.00	0.31	0.40
6.00	8.10	7.80	0.00	1.06	0.09	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	2.31	0.00	0.00
7.00	8.10	7.81	1.39	1.31	0.48	0.09	1.25	0.15	0.00	0.00	0.28	0.00	0.00	0.00	0.01	0.99	0.09	0.06
8.00	8.09	7.80	0.00	1.11	0.05	0.00	1.91	0.00	0.00	0.00	0.00	0.00	0.99	0.00	0.00	0.00	0.00	0.00
9.00	8.10	7.80	0.00	0.68	0.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.42
10.00	8.10	7.81	0.00	1.30	1.58	0.52	0.94	0.00	0.00	0.00	0.02	0.06	0.00	0.00	0.00	0.49	0.00	0.00
11.00	8.10	7.80	0.00	2.24	0.04	0.68	0.16	2.05	0.11	0.00	0.61	3.25	0.46	0.05	0.00	2.40	0.00	1.83
12.00	8.10	7.81	0.00	0.68	0.00	0.14	0.00	0.00	0.00	0.00	0.21	0.91	0.72	0.00	0.00	0.01	0.00	0.27
13.00	8.10	7.80	0.00	1.27	0.00	0.00	0.00	0.00	0.00	0.00	0.33	1.34	0.00	0.00	0.00	0.08	0.00	0.65
14.00	8.09	7.80	0.00	1.31	0.00	1.32	0.00	0.00	0.00	0.00	0.13	0.49	0.00	0.00	0.00	0.00	0.00	0.00
15.00	8.10	7.81	0.00	2.17	0.00	1.30	0.00	0.00	0.00	0.00	0.00	2.68	0.05	0.00	0.00	0.00	0.00	1.61
16.00	8.10	7.80	0.49	1.67	0.00	0.93	0.04	0.00	0.00	0.00	0.68	0.00	0.35	0.00	0.00	1.85	0.00	0.11
17.00	8.10	7.80	0.00	1.54	0.00	0.85	0.00	0.00	0.00	0.00	0.08	2.54	0.00	0.00	0.00	0.47	0.00	2.86
18.00	8.10	7.81	0.01	0.92	0.24	0.32	1.79	0.00	0.00	0.00	0.00	1.32	0.00	0.00	0.00	0.68	0.00	1.64
19.00	8.10	7.80	0.00	0.78	0.02	0.00	0.00	0.35	0.00	0.00	0.00	3.23	0.00	0.00	0.00	0.00	0.00	0.99
20.00	8.09	7.80	2.70	1.73	0.00	0.49	0.14	0.12	0.00	0.00	0.33	1.52	0.91	0.02	0.00	0.99	0.00	0.49
