Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.094s)
CreateVariables () DONE !!!
Creating 23 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22
2.00	6.59	0.00	0.26	0.41	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	6.59	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	1.86	0.00	0.00	0.00
4.00	6.61	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.04	0.00	0.25	0.00	1.84	0.00	0.00	0.00
5.00	6.59	0.00	0.07	0.34	0.00	0.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.01	0.00	0.00	0.00	0.00	0.98	0.00	0.00	0.00
6.00	6.61	0.00	0.00	0.00	0.00	0.71	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	1.13	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.00
7.00	6.59	0.00	0.60	0.16	0.00	0.35	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.71	0.00	0.00	0.16	0.00	0.54	0.00	0.00	0.00
8.00	6.61	0.00	0.19	0.09	0.00	0.57	0.00	0.42	0.00	0.00	0.00	0.00	0.00	0.00	1.04	0.00	0.00	0.00	0.00	0.40	0.00	0.00	0.00
9.00	6.59	0.00	0.46	0.09	0.00	0.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.33	0.00	0.68	0.00	0.00	0.00
10.00	6.61	0.00	0.00	0.14	0.00	1.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00	0.00	0.00	1.04	0.01	0.00	0.00
11.00	6.59	0.00	0.12	0.00	0.00	1.04	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.80	0.00	0.00	0.42
12.00	6.61	0.00	0.58	0.00	0.00	0.40	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	1.01	0.00	0.00	0.26
13.00	6.59	0.00	0.25	0.00	0.00	0.73	0.00	0.00	0.99	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.29	0.00	1.01	0.00	0.00	0.05
14.00	6.61	0.00	0.19	0.14	0.00	0.12	0.00	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.09	0.00	0.64	0.00	0.00	0.07
15.00	6.59	0.00	0.65	0.25	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.89	0.00	0.00	0.05
16.00	6.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	1.30	0.00	0.00	0.09
17.00	6.61	0.00	0.00	0.00	0.00	0.16	0.00	0.93	0.00	0.00	0.00	0.00	0.00	0.00	0.80	0.14	0.00	0.00	0.00	0.73	0.00	0.00	0.07
18.00	6.59	0.00	0.00	0.00	0.00	0.33	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.26	0.00	0.00	0.00	0.00	0.88	0.00	0.00	0.05
19.00	6.61	0.00	0.00	0.00	0.00	0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.78	0.00	0.00	0.19
20.00	6.59	0.00	0.61	0.12	0.00	0.54	0.00	2.44	0.00	0.07	0.00	0.00	0.00	0.00	0.78	0.00	0.00	0.00	0.00	0.59	0.00	0.00	0.00
21.00	6.61	0.00	0.47	0.04	0.00	0.57	0.00	0.49	0.00	0.26	0.00	0.00	0.00	0.00	1.78	0.00	0.00	0.33	0.00	1.06	0.00	0.00	0.00
22.00	6.59	0.00	0.42	0.00	0.00	1.15	0.00	0.00	0.00	0.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.58	0.00	0.00	0.00
23.00	6.61	0.00	0.38	0.00	0.00	0.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.69	0.00	0.00	0.00	0.00	0.85	0.00	0.00	0.29
24.00	6.59	0.00	0.19	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.61	0.00	0.00	0.00	0.00	1.71	0.00	0.00	0.00
25.00	6.61	0.00	0.00	0.00	0.00	0.11	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.60	0.00	0.00	0.14
26.00	6.59	0.00	0.34	0.00	0.00	0.54	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.28	0.00	0.00	0.00	0.09	0.00	0.00	0.09
27.00	6.61	0.00	0.28	0.00	0.00	1.06	0.00	0.00	0.20	0.11	0.00	0.00	0.00	0.00	2.32	0.14	0.01	0.00	0.00	0.00	0.00	0.00	0.02
28.00	6.59	0.00	0.68	0.00	0.00	0.64	0.00	0.00	1.68	0.12	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.15
29.00	6.59	0.00	0.05	0.00	0.00	1.04	0.00	0.00	0.00	0.45	0.00	0.00	0.00	0.00	0.99	0.00	0.00	0.66	0.00	0.00	0.00	0.00	0.16
30.00	6.61	0.00	0.00	0.00	0.00	1.01	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.65	0.00	0.00	0.09
31.00	6.59	0.00	0.00	0.02	0.00	0.68	0.00	0.00	1.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.18	0.00	0.00	0.02
