Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.155s)
CreateVariables () DONE !!!
Creating 13 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12
2.00	7.80	7.17	6.59	2.04	0.40	0.00	2.26	0.29	0.00	0.00	2.18	0.16	1.13
3.00	7.80	7.20	6.59	2.01	0.15	1.28	0.00	0.69	0.00	0.61	0.37	0.69	1.78
4.00	7.81	7.21	6.61	0.60	0.40	0.99	0.00	0.00	0.00	0.21	0.93	1.95	0.49
5.00	7.80	7.20	6.59	1.08	0.01	1.67	0.00	0.99	0.00	1.91	1.61	0.00	3.11
6.00	7.80	7.21	6.61	2.08	1.34	3.66	0.09	0.00	0.00	0.37	0.11	1.20	1.75
7.00	7.81	7.20	6.59	0.00	0.00	0.00	1.11	0.00	0.00	0.89	2.08	0.00	0.57
8.00	7.80	7.20	6.61	0.00	1.20	0.00	0.00	0.85	0.00	0.00	0.14	0.00	1.81
9.00	7.80	7.21	6.59	0.58	0.00	0.00	0.00	0.54	0.00	0.45	0.42	0.00	0.00
10.00	7.81	7.20	6.61	0.12	1.77	0.00	0.99	0.00	0.49	1.41	0.87	0.00	0.00
11.00	7.80	7.21	6.59	0.00	0.09	1.40	3.03	0.00	0.28	0.40	2.71	0.15	0.00
12.00	7.81	7.20	6.61	2.24	1.92	0.00	1.25	0.07	0.52	0.61	2.08	1.60	1.81
13.00	7.80	7.20	6.59	1.72	0.99	0.53	0.00	0.69	0.00	0.99	1.84	0.00	0.85
14.00	7.80	7.21	6.61	0.00	1.11	0.01	2.83	0.11	0.19	0.00	2.58	0.00	1.38
15.00	7.81	7.20	6.59	0.00	0.49	1.44	0.45	0.09	0.00	0.09	0.89	1.02	0.00
16.00	7.80	7.21	6.59	1.06	0.02	0.49	1.24	0.99	0.00	0.49	2.23	1.74	2.79
17.00	7.80	7.20	6.61	1.40	0.24	1.47	1.74	0.00	0.00	1.68	0.92	0.99	1.45
18.00	7.81	7.21	6.59	0.34	0.00	1.78	1.32	2.00	0.73	2.63	0.00	0.00	0.00
19.00	7.80	7.20	6.61	2.20	0.00	0.45	1.70	0.66	0.00	0.65	0.00	0.00	0.01
20.00	7.80	7.20	6.59	0.08	0.00	0.02	1.84	0.04	0.95	0.00	0.00	3.76	1.47
21.00	7.81	7.21	6.61	1.77	0.00	0.58	2.89	0.54	0.24	0.99	0.62	0.97	2.61
22.00	7.80	7.20	6.59	1.84	0.00	0.49	1.67	0.22	0.00	0.99	0.99	0.19	1.06
23.00	7.81	7.21	6.61	0.87	0.49	2.38	1.13	0.05	0.00	0.75	2.25	0.14	0.60
24.00	7.80	7.20	6.59	0.01	0.00	0.00	0.46	0.00	0.00	0.00	0.26	0.49	0.09
25.00	7.80	7.20	6.61	1.47	2.24	1.93	3.27	2.54	1.52	1.04	0.00	1.66	0.00
26.00	7.81	7.21	6.59	1.24	1.70	3.56	0.35	1.42	0.00	0.53	0.49	0.44	0.98
27.00	7.80	7.20	6.61	2.51	0.00	0.77	0.78	0.72	0.49	0.14	4.11	0.00	0.00
28.00	7.80	7.21	6.59	1.51	0.00	0.88	1.57	1.93	0.99	0.00	0.99	0.00	0.00
29.00	7.81	7.20	6.59	4.15	1.48	0.27	0.69	0.12	0.00	0.00	0.00	0.18	0.00
30.00	7.80	7.20	6.61	1.12	1.48	0.34	0.22	0.25	0.00	0.00	0.00	0.00	0.00
31.00	7.80	7.21	6.59	4.44	0.00	2.25	0.00	0.09	0.00	0.02	3.23	0.99	2.61
32.00	7.81	7.20	6.61	0.99	0.47	1.53	2.19	0.00	1.27	0.29	2.44	0.00	0.00
33.00	7.80	7.21	6.59	1.90	0.00	1.90	1.33	0.16	1.66	0.06	0.00	1.47	0.12
34.00	7.81	7.20	6.61	0.37	0.00	2.81	0.00	0.12	0.00	0.00	0.00	0.00	0.28
35.00	7.80	7.21	6.59	0.95	0.00	0.00	1.20	0.00	0.00	1.27	0.41	0.00	0.99
36.00	7.80	7.20	6.61	1.48	0.04	0.00	1.01	0.22	2.52	0.88	0.41	0.49	1.80
37.00	7.81	7.20	6.59	1.21	0.00	2.25	0.53	0.72	0.99	0.01	0.65	1.10	0.00
38.00	7.80	7.21	6.61	0.00	0.00	1.60	1.54	0.00	0.00	1.61	0.75	0.00	0.00
39.00	7.80	7.20	6.59	0.49	0.49	1.27	0.25	0.05	1.21	0.00	0.67	0.26	0.00
40.00	7.81	7.21	6.61	4.50	0.00	0.09	2.04	0.00	0.00	0.00	1.33	0.49	3.07
41.00	7.80	7.20	6.59	1.30	1.31	0.00	0.49	1.39	0.00	0.00	0.49	1.01	0.46
42.00	7.80	7.20	6.59	1.90	2.57	0.01	1.08	1.24	0.26	0.04	3.16	0.00	0.49
43.00	7.81	7.21	6.61	1.41	1.86	2.90	0.86	0.15	1.38	1.30	2.06	0.20	2.01
44.00	7.80	7.20	6.59	0.59	0.00	2.41	1.17	0.00	0.93	2.10	0.14	0.49	1.54
45.00	7.81	7.21	6.61	0.95	0.00	0.98	0.00	0.00	1.99	0.00	2.48	0.99	0.00
46.00	7.80	7.20	6.59	1.58	0.00	3.20	2.26	0.02	0.00	0.00	0.00	2.48	0.00
47.00	7.80	7.21	6.61	2.58	0.49	0.88	4.17	1.01	0.14	2.59	0.49	0.66	0.99
48.00	7.81	7.20	6.59	1.64	1.65	1.84	3.62	0.51	2.07	1.50	3.83	0.31	0.00
49.00	7.80	7.20	6.61	1.25	0.00	0.21	0.69	0.00	0.00	0.99	3.90	1.21	0.00
50.00	7.80	7.21	6.59	2.50	1.65	3.11	2.16	2.63	0.40	1.33	1.12	0.37	1.67
51.00	7.81	7.20	6.61	1.93	0.00	1.30	1.19	0.00	1.54	1.51	1.70	0.65	0.01
52.00	7.80	7.21	6.59	1.15	1.39	0.99	1.35	0.00	0.53	2.41	2.73	1.60	1.38
53.00	7.80	7.20	6.61	0.49	0.00	0.73	0.99	0.11	1.28	0.58	2.45	0.79	1.34
54.00	7.81	7.20	6.59	3.01	0.49	2.06	1.02	1.58	0.20	1.87	0.35	0.55	2.40
55.00	7.80	7.21	6.59	2.03	0.00	0.78	1.95	0.05	0.24	0.00	0.00	0.16	0.00
56.00	7.81	7.20	6.61	0.00	0.49	0.49	1.79	0.12	1.40	0.92	2.47	0.00	3.57
57.00	7.80	7.21	6.59	1.04	0.00	0.49	1.50	0.40	0.58	1.31	3.01	0.00	0.00
58.00	7.80	7.20	6.61	0.02	0.00	1.01	0.39	1.84	0.28	0.99	0.00	0.00	1.91
59.00	7.81	7.20	6.59	3.14	0.00	2.26	3.26	0.89	0.71	0.00	1.65	0.49	0.00
60.00	7.80	7.21	6.61	2.74	0.00	3.25	2.67	1.37	0.00	1.13	0.59	0.49	0.00
61.00	7.80	7.20	6.59	1.57	2.27	1.33	1.40	0.44	1.57	1.67	1.11	0.49	0.99
62.00	7.81	7.21	6.61	1.61	0.00	0.82	1.55	0.14	0.81	1.24	1.48	1.20	0.40
63.00	7.80	7.20	6.59	1.85	2.63	0.89	0.05	0.00	0.00	1.17	0.00	0.48	0.97
64.00	7.80	7.21	6.61	0.73	0.48	1.20	0.99	0.19	0.25	2.40	1.67	1.02	0.00
65.00	7.81	7.20	6.59	0.26	0.00	0.34	1.34	0.65	0.00	0.00	0.00	0.00	0.33
66.00	7.80	7.20	6.61	0.26	2.25	1.27	1.37	0.44	1.75	2.26	0.00	0.31	1.38
67.00	7.81	7.21	6.59	0.93	1.90	1.15	0.31	1.88	0.00	0.44	1.61	1.87	0.00
68.00	7.80	7.20	6.59	1.18	0.00	1.61	1.40	0.12	0.00	0.57	1.01	1.53	0.00
69.00	7.80	7.21	6.61	3.04	0.00	0.77	0.71	0.12	0.00	1.74	1.85	1.32	0.00
70.00	7.81	7.20	6.59	2.30	0.00	1.14	3.52	2.11	0.00	1.27	0.00	0.31	1.08
71.00	7.80	7.20	6.61	2.73	0.54	0.00	3.38	0.49	1.58	2.57	2.39	0.00	0.61
72.00	7.80	7.21	6.59	0.00	0.00	3.26	0.54	0.21	1.65	1.26	0.00	0.82	0.00
73.00	7.81	7.20	6.61	0.49	0.00	0.00	0.00	0.33	0.99	0.02	0.55	0.00	0.00
74.00	7.80	7.21	6.59	0.07	0.00	0.27	2.04	0.11	1.13	0.05	0.75	0.00	0.00
75.00	7.80	7.20	6.61	0.72	0.00	0.87	0.00	0.81	0.05	0.95	0.26	0.16	2.32
76.00	7.81	7.20	6.59	3.80	0.00	0.28	1.59	0.78	0.47	1.02	0.00	2.18	2.83
77.00	7.80	7.21	6.61	3.83	0.00	0.97	1.86	1.48	0.00	0.00	1.53	0.38	0.15
78.00	7.81	7.20	6.59	3.11	1.28	3.38	2.23	0.49	1.15	0.60	0.99	2.51	0.00
79.00	7.80	7.21	6.61	2.64	0.00	2.30	1.10	0.12	0.72	0.52	0.00	1.06	0.99
80.00	7.80	7.20	6.59	2.47	0.00	0.32	1.98	0.48	3.97	2.14	0.00	2.66	0.00
81.00	7.81	7.21	6.59	2.48	0.00	1.40	1.60	0.48	1.65	0.58	0.87	0.77	1.54
82.00	7.80	7.20	6.61	2.60	0.00	2.41	1.12	1.38	1.00	1.30	0.16	1.87	0.20
83.00	7.80	7.20	6.59	2.58	1.35	2.43	1.74	0.05	0.00	2.05	3.33	0.99	0.49
84.00	7.81	7.21	6.61	3.34	0.00	0.00	0.00	0.02	0.32	0.19	0.00	0.18	0.00
85.00	7.80	7.20	6.59	1.64	0.00	1.48	0.21	1.31	0.00	0.28	0.00	1.41	0.00
86.00	7.80	7.21	6.61	1.37	0.00	0.02	0.11	0.48	1.68	0.00	0.00	0.45	0.00
87.00	7.81	7.20	6.59	2.89	2.67	0.49	2.33	2.72	0.22	1.71	3.94	0.00	3.96
88.00	7.80	7.20	6.61	0.49	0.00	4.36	2.47	0.00	0.49	0.59	0.12	1.15	0.25
89.00	7.81	7.21	6.59	2.14	0.00	0.00	2.10	0.12	0.20	0.73	1.93	2.27	3.29
90.00	7.80	7.20	6.61	0.92	0.00	0.93	0.00	1.34	2.67	0.37	0.71	0.24	0.00
91.00	7.80	7.21	6.59	1.35	0.00	2.30	0.58	0.52	2.50	0.40	0.02	0.98	0.00
92.00	7.81	7.20	6.61	3.46	0.99	1.38	0.97	0.74	2.26	0.92	1.06	1.94	0.00
93.00	7.80	7.21	6.59	1.79	0.22	0.81	3.20	0.16	2.32	4.56	1.61	0.00	0.00
94.00	7.80	7.20	6.59	0.20	0.46	1.55	1.87	2.11	0.74	0.79	1.52	2.91	2.94
95.00	7.81	7.20	6.61	1.20	0.00	2.46	2.67	0.77	1.17	0.07	0.49	1.75	0.00
96.00	7.80	7.21	6.59	1.88	0.00	1.65	0.62	0.77	1.22	0.00	2.27	0.65	1.22
97.00	7.80	7.20	6.61	2.58	0.00	1.64	1.68	0.98	1.80	0.19	1.27	1.47	1.47
98.00	7.81	7.21	6.59	0.19	2.10	0.00	0.01	0.16	0.00	0.19	1.63	0.00	0.00
99.00	7.80	7.20	6.61	3.00	0.00	0.84	2.57	0.00	2.13	1.34	1.53	0.11	1.35
100.00	7.81	7.20	6.59	0.00	0.99	0.18	2.16	1.40	2.06	0.86	5.56	0.53	0.00
101.00	7.80	7.21	6.61	0.40	0.00	0.49	1.45	0.11	0.19	1.46	0.00	0.55	1.61
