Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.186s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	8.08	7.47	0.31	0.60	1.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.32	0.00	2.08	0.18
3.00	8.10	7.50	1.39	0.00	2.16	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.48	0.00
4.00	8.10	7.50	1.05	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.49	0.00	0.00	0.00
5.00	8.10	7.50	2.60	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	1.07	0.00	0.00	0.00
6.00	8.10	7.50	1.68	0.07	2.40	0.51	0.00	0.20	0.00	0.00	0.01	0.00	0.00	0.38	0.00	3.59	0.00
7.00	8.10	7.50	0.00	0.47	1.28	0.00	0.00	0.18	0.00	0.00	0.02	0.00	0.00	1.83	0.00	2.44	0.00
8.00	8.09	7.50	0.02	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.49	0.00	1.18	0.00
9.00	8.10	7.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
10.00	8.10	7.49	4.44	1.59	0.49	0.00	0.00	1.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.53	0.00
11.00	8.10	7.50	2.25	0.00	0.00	0.00	0.00	1.38	0.00	0.00	0.00	0.00	0.00	0.65	0.00	0.33	0.00
12.00	8.10	7.50	0.99	4.15	0.66	0.72	0.00	1.88	0.00	0.00	0.19	0.00	0.00	0.07	0.00	1.04	0.00
13.00	8.10	7.50	0.00	0.35	0.00	0.53	0.00	0.49	0.00	0.00	0.07	0.00	0.00	0.12	0.00	1.92	0.00
14.00	8.09	7.50	1.30	0.01	0.35	0.12	0.00	1.51	0.00	0.00	0.00	0.00	0.07	2.45	0.00	3.23	0.09
15.00	8.10	7.50	2.81	0.49	2.12	0.26	0.00	1.63	0.00	0.18	0.00	0.00	1.70	2.39	0.00	2.07	2.27
16.00	8.10	7.50	2.63	0.00	0.12	0.89	0.00	1.87	0.00	0.00	0.00	0.00	0.00	2.67	0.00	2.64	0.00
17.00	8.10	7.50	0.49	0.00	0.79	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.01	0.00
18.00	8.10	7.50	0.00	0.00	0.21	0.00	0.00	0.34	0.00	0.00	0.00	0.00	0.33	1.98	0.00	1.45	0.00
19.00	8.10	7.49	0.12	2.19	0.27	0.00	0.00	0.99	0.00	0.00	0.02	0.26	0.73	1.21	0.00	0.00	1.80
20.00	8.09	7.50	1.32	0.07	0.04	0.00	0.00	2.12	0.00	0.00	0.00	0.05	0.45	0.00	0.00	0.14	0.21
21.00	8.10	7.50	1.55	1.44	0.00	0.00	0.00	0.84	0.00	0.00	0.19	0.00	0.00	0.00	0.05	0.00	0.00
22.00	8.10	7.50	0.00	0.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.87	0.00
