Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.057s)
CreateVariables () DONE !!!
Creating 16 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
2.00	8.99	7.49	7.47	0.11	0.31	0.24	0.00	0.00	2.14	0.42	0.00	0.00	0.00	1.34	0.00	0.00
3.00	9.00	7.50	7.50	0.00	1.46	0.02	0.00	0.27	2.33	0.75	0.00	0.00	0.00	1.66	0.59	0.40
4.00	9.00	7.50	7.50	1.55	1.25	0.00	0.05	0.00	0.00	0.21	0.00	0.14	0.00	1.60	1.01	0.66
5.00	9.01	7.50	7.50	0.00	1.86	0.00	0.05	0.00	0.49	0.47	0.99	0.00	0.00	1.21	0.99	0.80
6.00	9.00	7.50	7.50	0.00	0.00	0.05	0.26	0.00	0.49	0.64	0.04	0.21	0.00	1.40	0.31	0.68
7.00	9.00	7.50	7.50	0.01	0.00	0.14	0.00	0.02	0.00	2.52	0.00	0.14	0.00	1.46	1.27	1.13
8.00	9.00	7.50	7.50	0.00	1.48	0.00	0.00	0.00	0.00	0.49	2.04	0.02	0.00	1.08	1.00	1.13
9.00	9.01	7.50	7.50	0.87	0.99	0.34	0.00	0.49	0.00	0.00	0.00	0.16	0.00	1.19	1.22	0.87
10.00	9.00	7.49	7.49	0.55	0.00	0.00	0.18	0.85	0.41	0.00	0.00	0.16	0.07	2.92	2.68	0.54
11.00	9.00	7.50	7.50	1.66	1.41	0.00	0.05	0.08	0.49	2.46	0.00	0.40	0.00	0.75	2.07	1.12
12.00	9.00	7.50	7.50	0.98	3.21	0.00	0.00	0.13	0.00	2.98	0.20	0.66	0.00	0.95	1.98	1.01
13.00	9.01	7.50	7.50	0.00	0.00	0.00	0.00	0.99	0.65	3.52	2.11	1.00	0.34	3.57	0.25	0.88
14.00	9.00	7.50	7.50	0.00	0.12	0.00	0.00	0.34	0.00	2.17	0.00	0.35	0.00	2.86	0.54	0.88
15.00	9.00	7.50	7.50	1.46	0.00	0.04	0.00	2.81	0.26	2.89	0.69	0.09	0.00	0.00	1.66	0.91
16.00	9.00	7.50	7.50	0.49	2.16	0.07	0.00	1.44	1.60	1.87	0.00	0.16	0.00	1.77	0.26	0.88
