Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.859s)
CreateVariables () DONE !!!
Creating 23 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 80.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	5.13	4.69	4.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	7.21	6.61	6.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	7.20	6.59	6.30	0.00	0.00	0.04	0.00	0.00	0.00	2.04	0.02	2.04	0.00	1.80	2.48	0.00	1.46	1.48	0.01	0.91	0.44	0.01	0.37
6.00	7.21	6.61	6.30	0.51	0.00	2.67	0.04	3.96	0.00	2.76	1.45	3.26	0.02	2.65	2.21	0.02	1.01	2.48	1.13	1.80	0.49	0.00	0.57
7.00	7.20	6.59	6.30	2.41	1.11	1.93	0.47	1.31	0.73	1.14	0.99	3.99	0.54	2.81	0.85	0.55	0.24	0.04	0.21	0.78	0.01	1.02	0.21
8.00	7.20	6.61	6.30	1.78	4.02	0.48	1.57	1.87	5.02	1.79	0.46	1.70	0.44	4.00	3.47	3.83	0.00	1.00	1.94	0.97	0.12	0.87	0.00
9.00	7.21	6.59	6.30	0.00	0.34	2.91	3.05	1.17	3.86	0.84	2.10	1.77	0.62	1.73	1.91	1.59	0.37	0.69	1.60	0.15	1.10	1.30	0.00
10.00	7.20	6.61	6.30	0.24	2.11	3.67	1.83	1.48	2.39	0.18	0.73	2.71	0.12	3.27	1.58	1.77	1.95	0.84	0.99	0.08	0.09	0.24	0.44
11.00	7.21	6.59	6.30	0.69	0.49	1.83	2.25	0.72	4.75	1.31	0.37	0.97	0.24	1.39	2.96	2.66	1.00	0.60	0.80	0.99	0.49	1.92	0.00
12.00	7.20	6.61	6.30	1.22	0.00	2.41	1.70	0.34	2.00	1.81	2.93	5.05	0.58	3.65	2.34	0.49	1.35	0.73	2.66	1.81	0.75	2.34	0.74
13.00	7.20	6.59	6.30	0.16	0.01	2.79	2.53	0.16	1.40	2.05	1.84	2.31	1.19	0.79	2.12	1.06	1.00	1.24	2.38	0.00	0.01	1.75	0.35
14.00	7.21	6.61	6.30	0.02	1.02	5.79	0.06	0.49	5.10	0.49	2.44	3.94	2.27	3.50	0.09	1.46	0.00	0.84	2.20	0.47	1.65	2.31	0.00
15.00	7.20	6.59	6.30	1.32	3.11	3.85	2.40	1.90	2.18	1.26	0.38	2.74	0.48	1.31	1.38	2.47	1.05	0.00	1.42	0.57	0.34	1.78	0.04
