Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.823s)
CreateVariables () DONE !!!
Creating 23 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 80.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	5.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	7.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	7.20	0.00	1.00	0.00	2.60	1.75	0.00	0.52	0.00	0.95	0.93	0.95	0.00	1.06	1.37	0.97	0.77	0.00	0.46	0.40	0.00	0.00	0.12
6.00	7.21	3.30	0.95	0.00	1.88	3.96	0.82	0.97	2.72	1.27	0.77	4.68	0.24	2.44	2.43	1.94	0.85	0.18	0.69	0.92	0.00	0.87	0.33
7.00	7.20	1.54	2.52	0.00	1.51	3.78	1.57	0.52	3.06	0.02	1.95	0.82	0.49	1.44	1.97	1.46	0.00	0.12	2.51	0.14	0.00	0.75	0.35
8.00	7.20	1.42	0.29	0.00	1.75	5.70	0.60	2.87	3.72	0.80	0.58	2.70	0.49	0.16	1.21	2.10	1.65	0.02	0.19	0.00	0.27	1.27	0.19
9.00	7.21	0.99	1.27	0.00	0.49	2.98	0.00	2.12	2.98	0.99	3.05	2.66	0.04	1.87	0.84	1.87	0.14	1.73	1.58	0.99	0.00	0.47	0.66
10.00	7.20	1.78	1.21	0.42	0.46	4.24	1.45	0.06	4.18	1.13	0.91	1.42	0.39	3.72	1.51	3.66	0.67	0.67	1.83	0.80	0.09	0.99	0.38
11.00	7.21	0.37	1.48	0.00	0.00	2.18	0.49	0.00	1.55	0.69	2.73	0.97	1.12	1.40	1.72	2.17	1.60	0.00	0.00	0.34	0.79	0.81	0.00
12.00	7.20	1.14	1.20	0.38	0.92	2.51	0.38	0.91	0.32	0.46	0.05	0.00	0.94	3.21	2.78	1.67	0.55	0.35	0.18	0.49	0.02	0.61	0.04
13.00	7.20	1.58	0.72	0.33	1.15	1.93	2.94	1.30	1.74	1.88	0.91	2.47	0.28	0.44	1.17	0.53	2.20	0.31	1.55	1.87	0.00	0.97	0.00
14.00	7.21	0.00	4.68	0.00	0.99	5.69	1.27	2.19	4.43	0.87	1.07	5.33	2.80	3.30	3.14	2.23	3.80	0.49	3.13	0.29	0.00	0.67	1.02
15.00	7.20	0.02	2.79	1.20	0.01	4.06	1.45	2.56	0.91	1.14	0.11	3.03	1.26	1.84	2.99	3.40	0.84	0.12	0.78	0.00	0.00	0.00	0.06
16.00	7.21	3.27	2.48	0.00	0.00	2.17	0.99	1.31	3.21	1.65	0.49	3.45	0.14	1.68	4.50	3.82	0.27	0.31	2.17	0.24	0.25	0.54	0.18
17.00	7.20	1.92	0.00	0.00	2.43	3.87	0.75	0.09	1.07	3.42	1.78	2.41	0.40	2.84	1.59	1.71	0.93	1.30	1.57	0.61	1.59	0.25	0.20
18.00	7.21	0.86	5.06	0.00	2.33	2.46	2.74	0.00	3.31	2.91	1.37	1.94	0.35	2.45	1.93	2.48	0.40	1.53	1.14	1.47	0.00	0.82	0.18
19.00	7.20	4.96	3.01	0.00	0.49	2.76	0.82	2.89	1.70	0.85	0.01	2.36	0.40	2.37	0.91	0.00	0.07	0.74	2.90	0.00	0.00	0.99	0.00
20.00	7.20	1.02	0.80	1.38	0.26	5.32	0.00	0.33	2.27	0.88	3.71	3.99	1.77	3.54	1.38	0.67	0.44	0.92	2.27	1.21	0.09	0.38	1.15
21.00	7.21	1.33	0.44	0.00	0.99	5.63	2.40	0.22	1.53	3.16	0.19	1.60	1.54	2.98	0.00	0.51	0.07	0.01	1.70	0.00	0.00	1.13	0.02
22.00	7.20	5.45	1.33	0.47	0.09	4.91	1.39	3.60	2.17	0.69	1.90	2.01	0.88	4.50	0.46	1.68	1.10	0.35	3.07	0.95	0.40	0.27	1.78
23.00	7.21	0.16	0.00	0.19	0.00	5.10	1.26	2.11	0.92	3.70	0.33	3.11	2.43	1.55	1.95	0.15	1.60	0.58	1.12	0.49	0.00	0.49	0.00
24.00	7.20	2.19	1.32	0.94	0.91	5.25	0.02	1.33	5.09	4.76	1.30	3.16	1.08	2.14	0.87	1.44	1.19	0.00	1.13	0.01	0.09	1.44	0.00
25.00	7.20	0.93	1.44	0.37	0.27	3.23	1.22	4.38	1.68	3.32	3.06	3.43	0.54	3.44	1.11	0.84	1.59	0.95	3.31	0.16	0.62	0.00	0.82
26.00	7.21	0.40	1.57	0.00	0.00	1.41	2.61	3.33	3.26	3.65	3.45	1.91	1.50	3.16	1.79	0.71	0.39	0.05	2.48	0.04	0.95	0.04	0.52
27.00	7.20	0.81	0.07	0.75	3.69	0.44	0.41	1.05	1.72	1.91	0.01	0.11	0.00	4.40	0.93	1.50	1.90	0.61	2.06	0.06	0.00	2.40	0.00
28.00	7.21	0.74	0.19	0.80	3.38	3.70	0.41	0.48	5.11	2.05	1.70	2.39	1.22	4.56	3.51	2.38	1.95	0.80	0.00	0.35	0.00	1.87	1.02
29.00	7.20	2.07	0.85	0.00	0.71	1.74	0.99	2.91	2.25	0.99	3.16	4.39	1.65	3.67	0.29	2.50	0.06	0.98	1.01	0.05	0.00	1.68	0.15
30.00	7.20	0.11	0.01	0.00	1.94	4.43	1.80	1.60	4.42	0.75	2.94	2.90	0.38	3.46	1.91	3.12	0.29	0.95	2.79	0.00	0.01	0.99	0.53
31.00	7.21	0.02	0.45	0.24	0.00	3.64	0.49	2.07	0.95	1.30	0.00	2.34	3.10	1.99	2.13	1.63	0.19	0.00	2.03	1.25	0.20	1.07	0.05
32.00	7.20	2.52	2.99	0.92	1.48	3.70	2.24	0.99	4.37	1.60	1.48	3.29	0.54	2.96	2.31	2.89	0.49	0.82	1.06	2.72	0.00	0.00	0.25
33.00	7.21	2.16	1.32	0.00	0.88	3.09	2.50	0.14	3.07	1.71	1.07	0.55	0.00	2.64	1.51	0.00	1.37	0.47	0.13	0.41	0.00	2.57	0.24
