Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.785s)
CreateVariables () DONE !!!
Creating 23 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 80.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	4.45	4.09	3.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	7.21	6.61	6.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	7.20	6.59	6.30	0.97	2.61	0.59	0.04	0.53	0.59	2.30	1.27	0.80	0.72	1.19	1.02	1.42	0.91	0.77	1.32	0.27	0.93	0.04	0.41
6.00	7.21	6.61	6.30	0.49	2.26	3.30	0.00	1.35	1.61	0.29	0.61	5.02	1.15	2.44	0.84	0.04	0.00	1.55	1.18	0.87	0.20	0.04	0.18
7.00	7.20	6.59	6.30	1.08	2.61	2.12	0.04	1.83	0.73	1.84	1.32	1.42	0.81	1.27	1.28	0.53	0.02	0.00	1.35	1.25	0.05	0.29	0.42
8.00	7.20	6.61	6.30	2.66	2.36	4.23	0.15	3.49	3.26	1.10	1.27	4.26	1.31	1.60	0.82	0.42	0.66	1.64	2.21	1.85	0.27	1.77	0.46
9.00	7.21	6.59	6.30	1.58	2.41	4.40	0.32	0.74	3.38	1.20	0.13	4.64	0.11	1.48	1.01	0.69	1.08	0.51	0.33	1.22	0.01	1.27	0.32
10.00	7.20	6.61	6.30	2.79	0.49	2.56	0.04	2.03	3.89	1.57	0.98	4.39	0.61	0.67	0.34	0.26	0.00	0.80	1.27	0.62	0.87	0.00	0.01
11.00	7.21	6.59	6.30	0.00	1.11	4.24	0.55	0.89	1.44	2.70	0.64	2.92	0.02	1.13	0.01	0.26	0.69	0.11	1.35	0.41	0.14	0.88	0.00
12.00	7.20	6.61	6.30	3.45	3.45	2.91	0.00	4.26	1.66	4.57	3.11	3.36	0.32	1.48	0.42	0.40	0.00	3.30	2.33	2.72	0.57	1.06	0.00
13.00	7.20	6.59	6.30	2.30	1.11	3.31	0.00	0.00	1.57	3.14	2.23	1.55	0.15	2.39	0.01	0.00	0.00	1.45	2.61	2.83	0.00	0.00	0.00
14.00	7.21	6.61	6.30	0.58	2.46	3.69	0.37	1.00	4.04	2.30	1.10	2.97	0.48	1.83	0.99	0.57	0.00	1.48	0.97	1.44	0.48	0.45	0.00
15.00	7.20	6.59	6.30	1.46	3.78	3.63	1.53	1.88	1.93	2.03	1.04	3.14	0.00	2.87	0.29	2.21	0.32	0.22	2.32	0.00	0.00	0.40	0.00
16.00	7.21	6.59	6.30	0.00	0.69	1.79	0.39	5.45	2.59	1.66	0.34	5.10	0.27	0.04	0.00	1.37	0.26	3.24	0.91	1.42	0.00	0.24	0.00
17.00	7.20	6.61	6.30	1.86	0.00	4.33	0.00	0.78	0.64	0.00	0.00	4.40	0.86	0.11	1.11	0.20	0.00	2.07	2.57	0.00	2.08	1.95	0.00
18.00	7.21	6.59	6.30	2.18	1.79	0.79	1.20	2.33	0.21	1.66	0.18	3.23	1.50	1.07	0.60	1.01	0.16	3.34	2.31	1.80	0.42	0.48	0.00
19.00	7.20	6.61	6.30	0.75	2.12	1.58	0.59	0.49	4.37	2.11	1.57	2.63	0.00	3.87	0.15	1.64	1.08	0.66	2.24	0.58	0.49	0.52	0.09
20.00	7.20	6.59	6.30	0.00	0.28	3.59	2.05	0.00	5.04	3.77	4.79	5.50	1.67	2.72	0.07	0.94	0.07	0.75	0.64	0.60	0.06	2.33	1.19
21.00	7.21	6.61	6.30	0.00	3.53	2.23	1.25	1.79	4.65	1.50	0.91	4.31	0.74	0.59	0.00	0.68	0.71	1.40	0.34	2.28	0.00	0.94	0.00
22.00	7.20	6.59	6.30	0.00	4.52	1.59	0.00	1.31	1.57	4.04	1.81	2.34	0.94	3.03	0.47	0.80	0.08	2.59	1.57	2.40	0.00	0.59	0.26
23.00	7.21	6.61	6.30	0.00	0.85	1.52	0.00	0.75	0.80	0.54	1.53	3.26	0.00	0.78	0.61	1.58	0.06	0.81	0.04	0.33	0.00	0.32	0.07
24.00	7.20	6.59	6.30	0.00	0.72	1.67	3.56	5.53	4.20	1.06	0.19	3.98	0.68	0.79	0.08	0.00	0.29	1.47	3.04	2.12	0.19	1.51	0.94
25.00	7.20	6.61	6.30	0.00	1.19	1.91	0.88	0.80	3.74	1.47	1.71	3.93	1.42	2.04	0.48	0.82	2.17	1.71	1.17	1.73	1.32	0.20	0.05
26.00	7.21	6.59	6.30	0.00	2.50	1.38	0.49	3.62	4.09	1.02	1.41	2.13	0.81	2.91	1.12	2.05	0.89	1.45	0.86	1.66	0.46	0.00	0.00
27.00	7.20	6.61	6.30	0.00	1.61	4.37	0.99	1.27	1.88	2.11	1.14	5.09	0.68	1.55	0.01	0.95	0.00	1.78	1.93	0.75	0.16	0.20	0.13
28.00	7.21	6.59	6.30	0.00	1.35	3.76	0.00	5.04	5.11	2.91	1.34	4.70	0.82	0.85	1.19	0.29	2.24	1.91	1.87	1.38	0.49	0.33	0.01
29.00	7.20	6.59	6.30	0.00	1.31	2.57	0.00	1.86	0.33	1.52	3.73	5.11	0.12	1.67	0.04	0.02	1.38	1.72	0.73	0.52	0.99	0.81	0.00
30.00	7.20	6.61	6.30	0.00	1.30	2.50	1.21	1.32	1.11	1.58	0.21	3.90	0.44	2.80	2.23	2.23	0.00	1.35	0.06	0.44	0.24	0.99	0.12
31.00	7.21	6.59	6.30	0.00	3.47	2.50	1.14	1.02	0.69	1.81	2.33	3.58	0.00	2.50	0.69	2.05	0.00	3.26	3.31	3.23	1.17	1.39	0.11
32.00	7.20	6.61	6.30	0.00	3.69	5.71	0.00	3.98	1.60	2.86	3.51	5.10	0.68	1.05	1.02	0.20	1.40	1.20	2.92	3.11	0.11	0.99	0.32
33.00	7.21	6.59	6.30	0.00	1.85	4.39	0.00	3.49	0.99	4.16	0.54	4.15	0.20	2.66	0.64	0.08	1.68	1.92	2.36	2.97	0.19	1.66	0.01
34.00	7.20	6.61	6.30	0.00	0.00	4.39	0.49	3.00	1.44	0.92	1.42	4.88	0.13	1.48	0.69	0.14	0.04	0.15	2.07	1.12	0.51	1.18	0.72
35.00	7.21	6.59	6.30	0.99	2.00	1.65	0.48	2.18	2.23	1.57	0.61	3.03	0.14	2.23	0.11	0.07	0.06	2.92	0.80	1.74	0.00	0.32	0.02
36.00	7.20	6.61	6.30	2.76	5.16	5.59	0.45	2.03	4.03	2.99	0.40	2.44	0.35	1.77	1.50	1.94	0.24	2.58	1.99	1.47	0.15	1.54	0.04
37.00	7.20	6.59	6.30	0.66	3.44	4.96	0.00	0.77	1.44	0.25	0.69	4.04	0.58	2.30	0.00	0.13	0.38	3.07	3.71	1.65	0.00	1.90	0.49
38.00	7.21	6.61	6.30	0.00	4.72	1.04	2.53	1.70	0.27	1.28	0.88	4.45	0.67	3.01	1.70	0.79	0.55	3.26	3.43	2.50	0.00	1.00	1.59
39.00	7.20	6.59	6.30	0.05	2.73	2.40	1.37	2.86	2.39	1.44	2.87	0.55	1.74	1.27	0.00	0.82	0.49	1.21	2.57	1.50	0.00	0.58	0.14
40.00	7.21	6.61	6.30	2.03	4.86	0.95	2.17	2.74	4.70	1.73	1.26	5.65	0.22	3.77	2.08	0.00	1.24	3.13	2.30	1.42	1.18	1.30	0.04
41.00	7.20	6.59	6.30	0.49	2.11	4.73	1.91	0.00	3.04	2.87	3.40	2.38	2.13	3.40	0.48	2.13	1.18	0.49	1.19	0.20	1.37	1.08	0.37
42.00	7.20	6.59	6.30	0.27	5.64	1.51	0.00	4.96	3.12	3.51	1.90	5.05	2.45	4.47	1.08	2.47	0.09	2.54	2.58	0.16	0.13	0.54	0.28
43.00	7.21	6.61	6.30	0.06	2.12	1.68	0.00	2.04	2.18	2.36	0.59	2.27	0.02	1.26	1.44	0.98	0.13	1.37	2.39	2.84	0.00	0.79	1.48
44.00	7.20	6.59	6.30	2.67	2.83	5.48	4.99	5.22	1.31	0.74	1.24	4.45	2.12	2.31	1.48	0.07	0.05	2.30	3.47	2.72	0.25	0.54	0.69
45.00	7.21	6.61	6.30	0.00	1.86	3.97	0.99	1.52	0.64	1.28	1.70	2.94	0.00	0.00	2.05	2.48	0.00	1.72	2.08	2.08	0.00	2.11	0.02
46.00	7.20	6.59	6.30	3.82	1.99	1.86	2.03	3.19	0.00	1.08	1.61	1.67	1.65	1.80	0.00	0.07	0.49	3.51	2.32	1.75	0.19	0.48	0.07
47.00	7.21	6.61	6.30	0.49	0.49	6.24	1.60	2.60	0.77	0.16	0.52	4.65	1.61	1.93	0.60	1.77	4.30	0.77	1.11	1.94	1.14	0.00	0.00
48.00	7.20	6.59	6.30	1.93	0.09	3.23	2.00	2.39	4.09	3.03	2.01	3.79	0.14	2.90	1.15	0.55	3.71	1.24	1.42	1.79	0.01	2.78	0.06
49.00	7.20	6.61	6.30	0.00	0.00	2.70	0.00	3.20	0.99	3.45	3.21	3.97	1.39	0.92	0.27	0.49	3.90	1.66	1.67	0.59	1.45	0.77	0.02
50.00	7.21	6.59	6.30	1.28	0.33	4.84	0.49	2.21	3.77	2.60	3.45	5.09	2.99	3.63	1.21	0.11	3.90	1.07	3.49	1.52	0.49	0.62	0.81
51.00	7.20	6.61	6.30	2.86	3.05	0.54	0.99	4.53	3.71	0.00	0.05	3.94	0.18	0.88	0.82	0.48	3.63	1.32	2.14	0.13	0.67	2.10	0.00
52.00	7.21	6.59	6.30	1.59	6.15	4.16	1.38	4.44	2.98	0.09	0.95	4.49	0.86	1.87	1.35	0.00	3.91	1.79	2.85	0.35	0.41	0.00	0.57
53.00	7.20	6.61	6.30	2.40	1.59	0.71	1.51	1.90	0.99	0.19	1.07	5.11	0.77	2.24	0.15	0.42	3.90	1.70	0.00	2.31	0.12	1.14	0.39
54.00	7.20	6.59	6.30	3.36	2.48	4.95	0.49	1.93	4.02	0.39	0.44	4.53	0.00	2.84	0.42	0.29	3.86	2.16	1.33	2.58	0.00	1.83	1.01
55.00	7.21	6.59	6.30	1.48	0.00	4.12	3.34	1.33	2.94	1.41	1.67	5.03	1.06	2.83	0.51	0.05	2.67	1.88	2.86	0.74	0.00	0.54	0.34
