Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.870s)
CreateVariables () DONE !!!
Creating 23 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 80.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	4.51	4.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	7.21	6.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	7.20	6.59	2.13	0.29	0.91	4.07	3.25	0.28	1.53	0.22	0.48	2.18	0.84	0.28	1.08	2.44	0.07	0.08	2.04	0.32	0.00	1.64	0.04
6.00	7.21	6.61	0.57	0.99	0.00	2.04	1.39	0.82	0.99	0.21	1.13	2.99	0.16	1.14	0.05	1.04	0.00	1.37	2.05	1.44	0.04	0.48	0.41
7.00	7.20	6.59	0.00	1.45	2.91	1.57	0.69	0.00	3.04	2.16	0.68	2.48	0.20	2.53	1.79	0.05	0.00	0.46	1.02	0.31	0.00	0.44	0.73
8.00	7.20	6.61	2.99	0.09	0.09	2.81	4.07	0.68	4.82	2.01	0.00	0.95	0.98	2.93	1.93	0.84	0.00	0.33	0.35	0.88	0.06	1.97	0.02
9.00	7.21	6.59	0.49	0.00	1.32	3.82	2.05	0.04	4.00	0.28	0.48	1.70	1.17	5.19	1.54	0.37	0.00	0.01	0.39	1.22	0.00	1.05	0.00
10.00	7.20	6.61	3.39	0.04	0.00	5.69	2.30	0.68	3.47	2.25	2.43	0.88	0.00	4.50	0.00	0.00	0.00	1.42	0.86	0.08	0.00	1.00	0.41
11.00	7.21	6.59	0.67	0.00	3.72	3.04	0.00	1.72	2.20	3.49	0.00	1.32	0.00	2.90	2.60	1.59	0.00	0.35	1.83	0.38	0.00	1.44	1.19
12.00	7.20	6.61	0.99	0.67	3.70	3.16	0.00	4.69	0.99	3.63	2.63	5.15	0.00	1.30	1.32	4.23	0.00	0.01	3.60	2.34	0.00	0.28	0.35
13.00	7.20	6.59	0.75	1.15	0.74	4.59	0.00	2.70	2.52	0.95	0.00	2.86	0.00	3.33	1.73	3.31	0.00	0.74	2.96	0.39	0.00	1.24	0.45
14.00	7.21	6.61	2.14	0.15	2.30	5.70	3.67	0.11	2.12	3.54	1.10	3.10	0.00	2.18	3.98	2.01	0.00	0.49	1.30	0.68	0.00	2.24	1.12
15.00	7.20	6.59	4.70	0.27	1.83	3.26	0.41	0.49	2.76	1.27	0.78	2.04	2.18	3.19	1.24	2.07	0.00	0.19	3.00	0.11	0.18	0.15	0.72
16.00	7.21	6.59	0.52	1.14	1.87	5.31	3.44	3.93	4.15	1.98	1.72	1.06	1.44	4.63	3.01	3.82	0.00	1.84	3.74	1.26	0.32	0.19	0.98
17.00	7.20	6.61	0.00	0.32	0.00	2.01	1.32	1.17	3.36	3.06	1.72	2.52	1.40	2.56	0.79	1.87	0.00	0.61	1.07	0.00	0.77	1.08	0.71
