Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.377s)
CreateVariables () DONE !!!
Creating 20 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19
2.00	0.00	0.00	0.00	0.00	0.00	1.33	0.00	0.00	0.00	0.00	1.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	1.25	0.00	0.00	0.00	0.00	1.54	0.75	0.00	0.00	0.00	2.00	0.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	1.88	0.00	0.92	0.00	0.00	1.99	1.91	0.20	0.00	0.01	2.00	0.29	0.00	0.00	0.00	0.00	0.00	0.77	0.00	0.00
5.00	1.70	0.00	0.21	0.00	0.00	1.90	0.68	0.26	0.00	0.31	2.00	0.45	0.00	0.00	0.00	0.00	0.69	0.97	0.00	0.00
6.00	1.51	0.00	0.00	0.00	0.00	1.52	0.00	0.00	0.00	0.00	2.00	1.77	0.00	0.00	0.00	0.00	2.05	1.24	0.00	0.00
7.00	1.50	0.00	0.05	0.02	0.00	1.41	1.26	0.29	0.00	0.00	2.00	1.94	0.00	0.00	0.00	0.00	1.71	0.99	0.00	0.00
8.00	1.59	0.00	0.14	0.00	0.00	2.00	1.71	0.00	0.00	0.00	1.99	1.84	0.00	0.00	0.00	0.00	1.94	1.47	0.00	0.00
9.00	1.46	0.00	0.66	0.05	0.00	1.57	0.97	0.00	0.00	0.62	2.00	1.97	1.06	0.00	0.00	0.00	1.70	1.11	0.00	0.00
10.00	1.34	0.00	0.00	0.00	0.00	1.38	2.78	0.00	0.00	0.11	2.00	1.33	0.00	0.00	0.00	0.00	1.00	0.25	0.00	0.00
11.00	1.59	0.00	0.00	0.00	0.00	1.59	1.25	0.00	0.00	0.00	2.00	1.59	0.00	0.00	0.00	0.00	1.95	0.14	0.00	0.00
12.00	0.66	0.00	0.00	0.00	0.00	0.71	1.88	0.00	0.00	0.37	2.00	1.59	0.00	0.00	0.00	0.00	1.51	0.20	0.00	0.00
