Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.509s)
CreateVariables () DONE !!!
Creating 9 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
2.00	0.44	0.00	0.00	1.50	1.98	0.00	0.00	0.00	0.42
3.00	0.00	0.00	0.00	0.04	2.00	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	2.00	1.90	0.00	0.00	1.45
5.00	0.00	0.00	0.00	0.00	2.00	2.00	1.98	0.00	0.00
6.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	0.00	0.00
7.00	0.00	0.00	0.00	0.00	2.00	1.99	1.99	0.00	0.00
8.00	0.00	0.00	0.00	0.00	1.99	2.00	2.00	0.00	0.00
9.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	0.00	0.00
10.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	0.00	0.00
11.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	0.00	0.00
12.00	0.00	0.00	0.00	0.00	2.00	2.00	1.99	0.00	0.00
13.00	0.00	0.00	0.00	0.00	2.00	1.99	2.00	0.00	0.00
14.00	0.00	0.00	0.00	0.00	1.99	2.00	2.00	0.00	0.00
15.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	0.00	0.00
16.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	0.00	0.00
17.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	0.00	0.00
18.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	0.00	0.00
19.00	0.00	0.00	0.00	0.00	2.00	2.00	1.99	0.00	0.00
20.00	0.00	0.00	0.00	0.00	1.99	1.99	2.00	0.00	0.00
21.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	0.00	0.00
22.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	0.00	0.00
23.00	0.00	0.00	0.00	0.00	2.00	2.00	1.99	0.89	1.88
24.00	0.00	0.00	0.00	0.00	2.00	2.00	1.99	1.98	2.00
25.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.99	2.00
26.00	0.00	0.00	0.00	0.00	1.99	1.99	2.00	1.98	2.00
27.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.97	2.00
28.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.91	1.99
29.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.94	1.98
30.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.97	2.00
31.00	0.00	0.00	0.00	0.00	2.00	1.99	1.99	1.99	2.00
32.00	0.00	0.00	0.00	0.00	1.99	2.00	2.00	1.95	1.98
33.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.97	2.00
34.00	0.00	0.00	0.00	0.00	2.00	2.00	1.99	1.94	1.99
35.00	0.00	0.00	0.00	0.00	2.00	2.00	2.01	1.98	1.99
36.00	0.00	0.00	0.00	0.00	2.00	2.00	1.99	1.99	1.99
37.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.95	2.00
38.00	0.00	0.00	0.00	0.00	1.99	1.99	1.99	1.94	2.00
39.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.97	2.00
40.00	0.00	0.00	0.00	0.00	2.00	2.00	1.99	1.94	2.00
41.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.98	1.98
42.00	0.00	0.00	0.00	0.00	2.00	2.00	1.99	1.93	2.00
43.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.97	2.00
44.00	0.00	0.00	0.00	0.00	1.99	1.99	2.00	1.97	2.00
45.00	0.00	0.00	0.00	0.00	2.00	2.00	1.99	1.97	2.00
46.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.97	1.99
47.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.95	1.99
48.00	0.00	0.00	0.00	0.00	2.00	2.00	1.99	1.98	2.00
49.00	0.00	0.00	0.00	0.00	2.00	2.00	1.99	1.95	2.00
50.00	0.00	0.00	0.00	0.00	2.00	1.99	1.99	2.00	1.99
51.00	0.00	0.00	0.00	0.00	1.99	2.00	2.00	1.99	2.00
52.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.94	1.99
53.00	0.00	0.00	0.00	0.00	2.00	2.00	1.99	1.94	2.01
54.00	0.00	0.00	0.00	0.00	2.00	2.00	1.99	1.94	1.99
55.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.97	2.00
56.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.97	2.00
57.00	0.00	0.00	0.00	0.00	1.99	1.99	2.00	1.94	2.00
58.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.99	2.00
59.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.98	1.99
60.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.97	2.00
61.00	0.00	0.00	0.00	0.00	2.00	2.00	1.99	1.99	2.00
62.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.98	2.00
63.00	0.00	0.00	0.00	0.00	1.99	1.99	1.99	1.97	2.00
64.00	0.00	0.00	0.00	0.00	2.00	2.00	1.99	1.97	2.00
65.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.95	1.99
66.00	0.00	0.00	0.00	0.00	2.00	2.00	1.99	1.94	2.00
67.00	0.00	0.00	0.00	0.00	2.00	2.00	1.98	1.94	2.00
68.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.98	1.99
69.00	0.00	0.00	0.00	0.00	1.99	1.99	2.00	1.94	1.99
70.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.92	2.00
71.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.94	1.99
72.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.94	2.00
73.00	0.00	0.00	0.00	0.00	2.00	2.00	1.99	1.95	2.00
74.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.99	2.00
75.00	0.00	0.00	0.00	0.00	1.99	1.99	1.98	1.95	2.00
76.00	0.00	0.00	0.00	0.00	2.00	2.00	1.98	1.93	2.00
77.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.94	1.98
78.00	0.00	0.00	0.00	0.00	2.00	2.00	1.99	1.95	2.00
79.00	0.00	0.00	0.00	0.00	2.00	2.00	2.01	1.98	1.99
80.00	0.00	0.00	0.00	0.00	2.00	2.00	1.99	1.94	2.00
81.00	0.00	0.00	0.00	0.00	1.99	1.99	2.00	1.97	2.00
82.00	0.00	0.00	0.00	0.00	2.00	2.00	1.99	1.93	2.00
83.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.99	2.00
84.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.95	1.99
85.00	0.00	0.00	0.00	0.00	2.00	2.00	1.99	1.92	2.00
86.00	0.00	0.00	0.00	0.00	2.00	2.00	1.99	1.98	2.00
87.00	0.00	0.00	0.00	0.00	1.99	1.99	2.00	1.98	2.00
88.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.99	2.00
89.00	0.00	0.00	0.00	0.00	2.00	2.00	1.99	1.95	2.00
90.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	2.00	2.00
91.00	0.00	0.00	0.00	0.00	2.00	2.00	1.99	1.99	1.98
92.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.97	2.00
93.00	0.00	0.00	0.00	0.00	1.99	1.99	1.99	1.98	1.99
94.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.95	2.00
95.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.91	2.00
96.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.97	1.99
97.00	0.00	0.00	0.00	0.00	2.00	2.00	1.98	1.95	2.00
98.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.97	1.99
99.00	0.00	0.00	0.00	0.00	2.00	1.99	2.00	1.95	2.00
100.00	0.00	0.00	0.00	0.00	1.99	2.00	2.00	1.92	2.00
101.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.95	2.00
102.00	2.90	0.00	0.00	2.92	2.00	1.98	1.98	1.84	1.99
103.00	0.20	0.00	0.00	2.00	2.00	2.00	1.98	1.91	1.99
104.00	0.00	0.00	0.00	2.00	2.00	2.00	1.99	1.91	1.99
105.00	0.00	0.00	0.00	2.00	2.00	1.97	1.98	1.97	2.00
106.00	0.00	0.00	1.94	1.99	1.99	1.99	1.99	1.94	1.99
