Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.296s)
CreateVariables () DONE !!!
Creating 8 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7
2.00	0.00	0.40	0.00	0.00	1.99	1.87	0.00	0.00
3.00	1.22	2.81	1.33	0.65	2.00	1.90	0.87	0.60
4.00	1.35	1.78	1.30	0.00	2.00	0.55	0.41	0.14
5.00	1.77	0.77	1.15	0.27	2.00	1.74	1.21	0.24
6.00	2.03	1.92	1.26	0.61	2.00	2.04	0.16	0.07
7.00	1.17	1.05	0.95	0.00	2.00	1.20	0.19	0.19
8.00	2.00	1.99	1.95	0.09	1.99	1.88	0.32	0.29
9.00	2.00	1.98	1.87	1.84	2.00	1.99	0.00	0.00
10.00	2.00	1.98	1.94	0.32	2.00	2.01	1.05	1.08
11.00	1.99	1.83	1.74	0.09	2.00	1.99	1.77	1.61
12.00	2.01	2.01	1.93	3.10	2.00	2.00	1.95	2.00
13.00	1.99	1.99	1.92	2.00	2.00	2.00	1.95	2.00
14.00	2.00	1.99	1.94	1.99	1.99	2.00	1.92	2.00
15.00	2.00	2.00	1.91	2.00	2.00	2.00	1.92	2.00
16.00	2.00	1.99	1.90	2.01	2.00	2.00	1.92	1.99
17.00	2.00	2.00	1.91	1.99	2.00	2.00	1.92	2.00
18.00	2.00	1.99	1.91	2.00	2.00	2.00	1.97	2.00
19.00	2.00	1.97	1.87	1.95	2.00	1.99	1.91	1.97
20.00	1.99	2.04	2.00	2.04	1.99	2.00	1.99	2.04
21.00	2.00	2.00	1.88	1.99	2.00	2.00	1.93	1.99
22.00	2.00	1.99	1.90	2.00	2.00	2.00	1.91	2.00
23.00	2.00	2.01	1.92	2.01	2.00	1.99	1.92	2.00
24.00	2.00	2.00	1.90	1.99	2.00	2.01	1.93	2.00
25.00	2.00	1.99	1.93	2.00	2.00	1.99	1.95	2.00
26.00	1.99	2.00	1.87	2.00	1.99	2.00	1.92	2.00
27.00	2.00	2.00	1.87	1.99	2.00	2.00	1.94	2.00
28.00	2.00	2.00	1.87	2.00	2.00	2.00	1.93	1.99
29.00	1.99	2.00	1.88	1.99	2.00	2.00	1.94	2.00
30.00	2.00	2.00	1.91	2.00	2.00	2.00	1.88	1.99
31.00	2.00	1.99	1.94	2.00	2.00	1.99	1.90	2.00
