Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.329s)
CreateVariables () DONE !!!
Creating 15 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	0.00	0.00	0.94	0.00	0.22	0.00	0.45	1.99	0.32	0.00	0.00	0.00	0.20	0.37	0.29
3.00	0.00	0.00	0.84	0.00	0.89	0.11	1.40	2.00	0.98	0.00	0.00	0.00	1.99	0.91	0.44
4.00	0.00	0.00	0.00	0.00	0.31	0.13	0.93	2.00	0.26	0.32	0.99	0.00	1.00	0.48	0.69
5.00	0.00	0.00	1.05	0.00	0.44	0.40	0.93	2.00	0.81	0.14	0.99	0.00	0.65	0.61	0.24
6.00	0.00	0.00	0.60	0.00	0.29	0.11	0.44	2.00	0.06	0.00	0.35	0.00	0.00	0.00	0.05
7.00	0.00	0.00	0.95	0.00	0.09	0.73	1.80	2.00	0.88	0.00	0.28	0.00	1.13	0.84	0.40
8.00	0.00	0.00	1.31	0.00	1.60	0.60	0.87	1.99	1.41	0.00	1.19	0.49	1.07	1.41	0.67
9.00	0.00	0.00	1.40	0.00	0.39	0.08	0.31	2.00	1.81	0.00	0.28	0.38	1.57	0.94	0.26
10.00	0.00	0.00	1.63	0.00	0.07	0.00	0.39	2.00	1.81	0.00	0.38	0.49	1.60	2.08	2.68
11.00	0.00	0.00	1.77	0.00	1.12	0.48	0.97	2.00	1.07	0.00	0.72	0.00	1.72	0.52	0.41
12.00	0.00	0.00	1.81	0.00	0.69	0.00	1.01	2.00	1.93	0.31	0.00	1.05	1.54	1.95	0.31
13.00	0.00	0.00	1.11	0.00	0.04	0.00	0.87	2.00	0.75	0.01	0.29	0.34	0.92	0.62	0.01
14.00	0.00	0.00	1.30	0.00	0.00	1.28	1.86	1.99	1.12	0.00	2.45	0.00	1.67	0.37	0.00
15.00	0.00	0.00	1.65	0.00	0.00	1.39	0.89	2.00	1.28	0.00	0.61	1.30	1.42	0.71	0.08
16.00	0.00	0.00	1.22	0.00	0.07	1.24	1.26	2.00	1.65	0.00	0.60	1.07	1.39	1.40	0.00
17.00	0.00	0.00	0.77	0.00	0.69	0.40	1.28	2.00	0.49	0.26	0.40	0.13	0.68	0.61	0.49
18.00	0.00	0.00	1.13	0.00	1.47	0.02	1.28	2.00	1.08	0.00	0.00	1.30	0.22	0.85	0.47
19.00	0.00	0.00	0.58	0.00	0.38	0.01	1.04	2.00	0.14	0.00	0.74	0.41	1.05	1.06	0.00
20.00	0.00	0.00	0.91	0.00	0.06	0.00	1.22	1.99	0.84	0.00	0.00	0.85	0.68	0.12	0.00
21.00	0.00	0.00	1.32	0.00	0.08	0.00	0.32	2.00	0.28	0.00	0.29	0.00	1.08	0.73	0.00
22.00	0.00	0.00	0.66	0.00	0.31	0.00	0.32	2.00	0.72	0.00	0.00	0.34	0.77	1.66	0.00
23.00	0.00	0.00	1.26	0.00	0.28	0.35	0.55	2.00	1.11	0.68	0.94	0.24	0.64	0.29	0.69
24.00	0.00	0.00	0.54	0.00	0.00	0.41	0.00	2.00	0.95	0.00	0.00	0.00	0.20	0.31	0.00
25.00	0.00	0.00	0.69	0.00	0.54	0.00	1.41	2.00	0.22	0.00	0.80	1.38	0.00	0.55	0.00
26.00	0.00	0.00	1.40	0.00	0.13	0.29	0.74	1.99	1.08	0.46	0.00	0.58	0.22	0.07	0.58
27.00	0.00	0.00	1.48	0.00	1.77	0.00	1.24	2.00	1.13	0.00	0.00	0.58	1.19	1.02	0.00
28.00	0.00	0.00	1.73	0.00	1.33	0.13	0.40	2.00	1.98	0.15	0.39	0.28	1.79	2.41	0.15
29.00	0.00	0.00	1.26	0.00	0.61	0.06	1.35	2.00	1.05	0.20	1.38	1.45	1.42	0.93	0.27
30.00	0.00	0.00	1.64	0.00	0.00	0.00	0.29	2.00	1.25	0.00	0.08	0.28	0.84	0.58	0.00
31.00	0.00	0.00	0.77	0.00	0.00	0.00	0.59	2.00	0.85	0.00	0.89	0.58	1.44	0.65	0.00
32.00	0.00	0.00	1.60	0.00	0.00	0.00	0.54	1.99	1.45	0.00	0.00	0.54	0.35	1.33	0.00
33.00	0.00	0.00	1.01	0.00	0.41	0.00	1.01	2.00	1.50	0.00	0.25	0.81	1.98	1.31	1.11
34.00	0.00	0.00	1.39	0.00	0.62	0.00	0.55	2.00	1.41	0.00	0.00	0.00	1.39	1.14	0.27
35.00	0.00	0.00	1.22	0.00	0.28	0.00	0.54	2.00	1.40	0.00	0.00	0.00	1.28	0.00	0.00
