Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.308s)
CreateVariables () DONE !!!
Creating 15 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	0.42	0.00	0.77	0.00	0.00	0.00	0.00	1.98	0.81	0.00	0.00	1.17	0.84	1.42	0.00
3.00	0.47	1.06	2.01	0.00	0.00	0.00	0.00	2.00	1.74	0.00	0.00	1.73	1.75	1.33	0.00
4.00	1.10	1.01	0.95	0.00	0.00	0.00	0.00	2.00	0.02	0.64	0.00	0.57	1.28	0.77	0.60
5.00	0.26	0.72	0.25	0.00	0.00	0.00	0.00	2.00	0.00	0.40	0.00	0.61	0.73	1.32	0.34
6.00	1.05	1.08	1.41	0.00	0.00	0.00	0.00	2.00	0.80	1.24	0.00	0.94	1.08	1.05	1.22
7.00	1.92	1.90	1.97	0.00	0.00	0.00	0.00	2.00	2.01	0.65	0.00	1.93	2.01	1.63	0.65
8.00	0.61	0.89	1.28	0.00	0.00	0.00	0.00	1.99	0.80	0.19	0.00	0.49	0.91	0.48	0.11
9.00	0.89	1.14	2.07	1.46	0.00	0.00	0.00	2.00	0.34	0.45	0.00	1.46	1.17	0.82	0.38
10.00	0.24	0.00	0.99	1.07	0.00	0.00	0.00	2.00	0.95	0.40	0.00	0.22	0.52	0.55	0.48
11.00	0.61	1.06	1.11	0.91	0.00	0.00	0.00	2.00	1.42	0.49	0.00	0.68	1.08	0.95	0.42
12.00	0.00	0.07	0.51	0.71	0.00	0.00	0.00	2.00	0.24	0.22	0.00	0.20	1.85	0.99	0.27
13.00	1.02	2.11	0.66	0.25	0.00	0.00	0.00	2.00	1.01	0.53	0.00	0.13	0.21	0.94	0.59
