Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.329s)
CreateVariables () DONE !!!
Creating 6 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5
2.00	0.00	1.50	1.97	1.99	0.00	0.46
3.00	1.15	1.33	1.57	2.00	2.47	2.45
4.00	1.98	1.90	2.00	2.00	1.99	2.00
5.00	1.99	1.87	2.00	2.00	1.98	1.99
6.00	2.00	1.83	2.00	2.00	1.98	2.00
7.00	2.00	1.87	1.99	2.00	1.98	2.00
8.00	2.00	1.86	2.00	1.99	2.00	2.00
9.00	2.00	1.84	2.00	2.00	1.97	2.00
10.00	2.00	1.86	2.00	2.00	1.99	2.00
11.00	2.00	1.87	2.00	2.00	1.97	1.99
12.00	1.99	1.81	2.00	2.00	1.99	2.00
13.00	2.00	1.87	1.99	2.00	1.98	2.00
14.00	1.97	1.87	2.00	1.99	1.98	2.00
15.00	2.00	1.88	2.00	2.00	1.98	2.00
16.00	1.99	1.85	2.00	2.00	2.00	2.00
17.00	2.00	1.87	2.00	2.00	1.97	1.99
18.00	1.99	1.87	2.00	2.00	2.00	2.00
19.00	2.00	1.86	2.00	2.00	1.99	2.00
20.00	2.00	1.84	1.99	1.99	2.00	2.00
21.00	2.00	1.85	2.00	2.00	2.00	2.00
22.00	2.00	1.90	2.00	2.00	1.98	2.00
23.00	1.98	1.87	2.00	2.00	1.99	1.99
24.00	1.99	1.85	2.00	2.00	1.99	2.00
25.00	2.00	1.88	2.00	2.00	1.99	2.00
26.00	1.98	1.90	1.99	1.99	2.00	2.00
27.00	2.00	1.83	2.00	2.00	2.00	2.00
28.00	2.00	1.91	2.00	2.00	2.00	2.00
29.00	1.99	1.84	2.00	2.00	2.00	2.00
30.00	2.00	1.81	2.00	2.00	2.00	1.99
31.00	2.00	1.85	2.00	2.00	1.99	2.00
32.00	1.99	1.84	1.99	1.99	1.97	2.00
33.00	2.00	1.91	2.00	2.00	1.93	2.00
