Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.306s)
CreateVariables () DONE !!!
Creating 16 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
2.00	0.00	0.00	0.27	0.25	0.00	0.00	1.40	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.82
3.00	0.00	0.04	0.71	0.87	0.00	0.01	0.80	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.73
4.00	0.69	0.48	0.20	0.12	0.00	0.00	0.57	0.00	2.00	0.00	0.00	0.00	0.00	0.75	0.00	0.25
5.00	1.35	0.21	0.12	0.00	0.00	0.00	0.05	0.00	2.00	0.59	0.00	0.54	0.00	1.39	0.00	0.00
6.00	1.44	0.55	0.45	0.00	0.00	0.00	1.00	0.00	2.00	2.01	0.00	0.58	0.48	1.83	0.00	0.15
7.00	1.13	0.86	0.32	1.01	0.00	0.00	0.26	0.00	2.00	1.74	0.00	0.28	1.83	1.32	0.00	0.39
8.00	1.25	1.32	0.65	0.47	0.00	0.00	0.25	0.00	1.99	0.46	0.00	0.61	1.47	1.40	0.00	0.40
9.00	1.74	1.71	0.41	0.29	0.00	0.00	0.00	0.00	2.00	1.07	0.00	0.18	1.48	1.38	0.00	0.69
10.00	0.49	0.00	0.00	0.48	0.00	0.00	0.01	0.00	2.00	1.77	0.00	0.31	2.00	1.98	0.00	1.00
11.00	1.27	0.66	0.39	0.51	0.00	0.00	0.52	0.00	2.00	2.05	0.00	0.26	1.35	1.30	0.00	0.13
12.00	1.52	1.17	0.89	0.42	0.00	0.00	0.60	0.00	2.00	0.97	0.00	0.00	1.18	0.74	0.00	0.00
13.00	1.48	0.93	0.31	0.92	0.00	0.00	0.32	0.00	2.00	0.98	0.00	0.51	1.73	1.70	0.00	0.26
14.00	0.05	0.57	0.19	0.00	0.00	0.00	0.28	0.00	1.99	0.73	0.00	0.42	1.17	0.89	0.00	0.68
15.00	2.77	1.64	1.83	0.11	0.00	0.00	0.59	0.00	2.00	1.45	0.00	0.49	1.94	0.65	0.00	0.54
16.00	1.11	0.94	0.39	0.00	0.00	0.00	0.85	0.00	2.00	1.26	0.00	0.42	1.01	1.67	0.00	0.32
17.00	1.97	1.30	1.79	0.00	0.00	0.00	0.31	0.00	2.00	1.88	0.00	0.28	0.41	1.64	0.00	1.17
18.00	1.42	0.89	0.79	0.00	0.00	0.00	0.40	0.00	2.00	1.63	0.00	0.61	1.45	1.13	0.00	0.61
19.00	1.10	1.35	0.49	0.44	0.00	0.00	0.80	0.00	2.00	1.92	0.00	0.08	1.95	1.26	0.00	0.24
20.00	1.92	1.48	0.37	0.27	0.00	0.00	1.27	0.00	1.99	1.60	0.00	0.40	1.60	1.01	0.00	0.08
21.00	1.25	1.30	0.79	0.45	0.00	0.00	0.40	0.00	2.00	1.65	0.00	0.29	1.02	1.51	0.00	0.20
22.00	1.02	0.79	0.28	0.13	0.00	0.00	0.40	0.00	2.00	1.93	0.00	0.80	2.20	1.58	0.00	0.39
23.00	1.40	1.48	0.81	0.75	0.00	0.00	1.20	0.00	2.00	1.02	0.00	0.61	1.59	1.38	0.00	2.16
24.00	0.16	0.27	0.31	0.09	0.00	0.00	0.34	0.00	2.00	1.21	0.00	0.31	1.40	1.19	0.00	1.27
25.00	1.44	1.32	0.85	0.04	0.00	0.00	0.59	0.00	2.00	1.39	0.00	0.19	0.81	1.12	0.00	0.77
26.00	0.93	1.14	1.46	0.15	0.00	0.00	0.35	0.00	1.99	0.79	0.00	0.12	0.65	0.86	0.00	0.54
27.00	1.74	0.85	0.52	0.66	0.00	0.00	0.06	0.00	2.00	0.89	0.00	0.97	0.92	1.59	0.00	1.20
28.00	1.24	0.79	0.19	0.11	0.00	0.00	1.35	0.00	2.00	1.18	0.00	0.60	2.00	1.64	0.00	0.22
29.00	1.35	0.81	0.25	0.31	0.00	0.00	0.65	0.00	2.00	1.60	0.00	0.29	1.66	1.87	0.00	0.87
30.00	0.02	0.00	0.00	0.00	0.00	0.00	1.18	0.00	2.00	1.34	0.00	0.00	1.55	1.65	0.00	0.86
31.00	0.61	0.00	0.02	0.00	0.00	0.00	0.00	0.00	2.00	1.21	0.00	0.28	1.95	1.63	0.00	1.14
