Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.321s)
CreateVariables () DONE !!!
Creating 8 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7
2.00	0.00	0.00	0.00	0.00	1.99	0.00	0.53	0.00
3.00	0.31	0.80	1.73	0.00	2.00	1.78	1.37	1.45
4.00	2.16	1.97	1.97	1.39	2.00	1.78	1.68	1.68
5.00	1.99	1.88	1.97	1.99	2.00	2.00	1.92	2.00
6.00	2.00	1.92	1.97	2.01	2.00	1.99	1.94	2.00
7.00	2.00	1.94	1.98	1.99	2.00	2.00	1.91	2.00
8.00	1.98	1.94	1.97	2.00	1.99	1.99	1.87	2.00
9.00	2.00	1.94	1.97	2.00	2.00	1.98	1.88	2.00
10.00	1.99	1.93	1.95	2.00	2.00	2.00	1.87	1.99
11.00	0.53	0.52	0.51	2.00	2.00	2.00	1.88	1.99
12.00	0.00	0.00	0.00	2.00	2.00	1.99	1.92	2.00
13.00	0.00	0.00	0.00	1.99	2.00	2.00	1.90	2.00
14.00	0.00	0.00	0.00	2.00	1.99	2.00	1.97	2.00
15.00	0.00	0.00	0.00	2.00	2.00	2.00	1.88	2.00
16.00	0.00	0.00	0.00	2.00	2.00	2.00	1.90	1.99
17.00	0.00	0.00	0.00	2.00	2.00	2.00	1.91	1.98
18.00	0.00	0.00	0.00	2.00	2.00	1.99	1.91	2.00
19.00	0.00	0.00	0.00	2.00	2.00	1.99	1.90	2.00
20.00	0.00	0.00	0.00	1.99	1.99	2.00	1.92	1.99
21.00	0.00	0.00	0.00	2.00	2.00	2.00	1.90	2.00
22.00	0.00	0.00	0.00	2.00	2.00	2.00	1.87	2.00
23.00	0.00	0.00	0.00	2.00	2.00	2.00	1.86	1.99
24.00	0.00	0.00	0.00	2.00	2.00	1.99	1.87	2.00
25.00	0.00	0.00	0.00	2.00	2.00	2.00	1.90	2.00
26.00	0.00	0.00	0.00	1.99	1.99	2.00	1.93	1.99
27.00	0.00	0.00	0.00	2.00	2.00	2.00	1.94	2.00
28.00	0.00	0.00	0.00	2.00	2.00	2.00	1.97	2.00
29.00	0.00	0.00	0.00	2.00	2.00	2.00	1.93	1.99
30.00	0.00	0.00	0.00	2.00	2.00	2.00	1.91	2.00
31.00	0.00	0.00	0.00	2.00	2.00	1.99	1.87	2.00
