Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.363s)
CreateVariables () DONE !!!
Creating 27 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24	ap-25	ap-26
101.00	0.00	0.00	0.00	1.26	0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.73	0.00	0.00	0.00
102.00	0.00	0.00	0.00	0.72	1.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.04	0.00	0.00	0.00
103.00	0.00	0.00	0.00	1.21	1.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.00	0.00	0.06
104.00	0.00	0.00	0.00	1.44	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.68	0.00	0.00	0.00
105.00	0.00	0.00	0.00	0.00	1.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.42	0.00	0.00	1.12
106.00	0.00	0.00	0.00	1.83	1.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	1.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.38	0.00	0.00	1.08
107.00	0.00	0.08	0.00	0.99	1.64	0.00	0.00	0.00	0.00	0.00	0.00	1.52	0.00	2.00	1.58	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	1.97	0.00	0.00	0.55
108.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.11	0.00	0.00	0.39
109.00	0.00	0.00	0.00	0.58	1.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.19
110.00	0.00	0.00	0.00	0.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.66	0.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.85	0.00	0.00	0.08
111.00	0.00	0.00	0.00	0.47	0.48	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	2.00	0.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.32	0.00	0.00	0.00
112.00	0.00	0.00	0.00	0.51	1.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.72	0.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
113.00	0.00	0.00	0.00	0.09	0.54	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.00	2.00	0.00	0.27	0.00	0.00	0.00	0.92	0.00	0.00	0.00	0.66	0.00	0.00	0.00
114.00	0.00	0.00	0.00	0.32	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	2.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.42	0.00	0.00	0.04
115.00	0.00	0.00	0.00	0.93	1.40	0.00	0.00	0.00	0.00	0.00	0.00	0.41	0.00	2.00	1.71	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28	0.00	0.00	0.09
116.00	0.00	0.00	0.00	0.84	0.74	0.00	0.00	0.00	0.00	0.00	0.00	0.34	0.00	2.00	0.19	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00	0.00	0.11
117.00	0.00	0.00	0.00	0.00	0.59	0.00	0.00	0.00	0.00	0.00	0.00	0.35	0.00	2.00	0.01	0.20	0.00	0.00	0.00	0.61	0.00	0.02	0.00	0.40	0.00	0.00	0.00
118.00	0.00	0.00	0.00	1.63	1.04	0.06	0.00	0.00	0.00	0.00	0.00	0.92	0.00	1.99	0.78	0.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.87	0.00	0.00	0.00
119.00	0.00	0.00	0.00	0.64	1.40	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	2.00	0.55	0.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.95	0.00	0.00	0.18
120.00	0.00	0.00	0.00	1.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.08	0.00	0.00	0.00
121.00	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	3.79	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.49	0.00	0.00	0.22
122.00	0.00	0.00	0.00	0.00	1.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.95	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.81	0.00	0.00	0.33
123.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
124.00	0.00	0.00	0.00	0.69	0.59	0.01	0.00	0.00	0.00	0.00	0.00	0.59	0.00	1.99	1.15	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.44	0.00	0.00	0.00
125.00	0.00	0.37	0.00	1.06	0.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.45	0.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.01
126.00	0.00	0.00	0.00	0.40	0.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.61	0.14	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
127.00	0.00	0.00	0.00	0.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.53	0.00	2.00	0.04	0.12	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.47	0.00	0.00	0.00
128.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00	2.00	0.00	0.15	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.35	0.00	0.00	0.00
129.00	0.00	0.00	0.00	0.60	0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	2.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.64	0.00	0.00	0.00
130.00	0.00	0.61	0.00	0.08	0.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.92	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.31	0.00	0.00	0.00
131.00	0.00	0.20	0.00	0.31	0.57	0.00	0.00	0.00	0.00	0.00	0.00	1.27	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00
132.00	0.00	0.12	0.00	1.32	0.68	0.00	0.00	0.00	0.00	0.00	0.00	1.07	0.00	2.00	1.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.65	0.00	0.00	0.00
133.00	0.00	0.27	0.00	0.66	0.88	0.00	0.00	0.00	0.00	0.00	0.00	0.66	0.00	2.00	0.98	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.12	0.00	0.00	0.19
134.00	0.00	0.00	0.00	0.34	1.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.37	0.64	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.01
135.00	0.00	0.08	0.00	1.18	0.71	0.00	0.00	0.00	0.00	0.00	0.00	0.45	0.00	2.00	0.16	0.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.89	0.00	0.00	0.00
136.00	0.00	0.00	0.00	0.79	0.66	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00	1.99	1.57	0.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.59	0.00	0.00	0.00
137.00	0.00	0.00	0.00	0.53	0.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.67	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.38	0.00	0.00	0.00
138.00	0.00	0.00	0.00	0.48	0.71	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00	2.00	1.18	0.42	0.00	0.00	0.00	0.61	0.00	0.00	0.00	0.92	0.00	0.00	0.12
139.00	0.00	0.00	0.00	0.25	0.29	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.00	2.00	0.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07
140.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.62	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00	0.00	1.00
141.00	0.00	0.40	0.00	0.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.82	0.00	2.00	0.31	0.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.12	0.00	0.00	0.09
142.00	0.00	0.00	0.00	0.19	1.81	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	2.00	0.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00	0.00	0.00
143.00	0.00	0.00	0.00	0.55	0.54	0.00	0.00	0.00	0.00	0.00	0.00	0.92	0.00	1.99	0.28	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28	0.00	0.00	0.41
144.00	0.00	0.00	0.00	0.00	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
145.00	0.00	0.00	0.00	0.31	0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
146.00	0.00	0.00	0.00	0.00	2.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.15	0.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.80	0.00	0.00	0.14
147.00	0.00	0.00	0.00	0.79	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	2.00	0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
148.00	0.00	0.14	0.00	0.86	1.18	0.00	0.00	0.00	0.00	0.00	0.00	0.27	0.00	2.00	1.20	0.12	0.00	0.00	0.00	0.04	0.00	0.00	0.00	1.18	0.00	0.00	0.12
149.00	0.00	0.11	0.00	0.60	1.94	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	1.99	1.25	0.89	0.00	0.00	0.00	0.02	0.00	0.00	0.00	1.46	0.00	0.00	0.98
150.00	0.00	0.15	0.00	0.02	0.45	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	2.00	0.93	0.78	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.49	0.00	0.00	0.16
151.00	0.00	0.00	0.00	0.00	1.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.48	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05
152.00	0.00	0.00	0.00	0.00	0.37	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00	2.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.32	0.00	0.00	0.28
153.00	0.00	0.53	0.00	2.57	0.79	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.00	2.00	1.14	0.41	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.93	0.00	0.00	0.06
154.00	0.00	0.00	0.00	2.08	2.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	2.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.95	0.00	0.00	0.31
155.00	0.00	0.19	0.00	1.22	0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.45	0.00	1.99	0.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.67	0.00	0.00	0.00
156.00	0.00	0.01	0.00	0.81	1.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.80	0.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00
157.00	0.00	1.86	0.00	0.31	1.21	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	2.00	1.99	1.59	0.00	0.00	0.00	0.45	0.00	0.00	0.00	1.71	0.00	0.00	0.11
158.00	0.00	0.00	0.00	0.31	1.39	0.00	0.00	0.00	0.00	0.00	0.00	0.32	0.00	2.00	1.68	1.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.77	0.00	0.00	0.00
159.00	0.00	0.00	0.00	0.33	0.51	0.00	0.00	0.00	0.00	0.00	0.00	0.86	0.00	2.00	2.19	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.12	0.00	0.00	0.05
160.00	0.00	0.00	0.00	0.08	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	2.00	0.28	0.00	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.85	0.00	0.00	0.00
161.00	0.00	0.00	0.00	0.52	0.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.46	0.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.77	0.00	0.00	0.34
162.00	0.00	0.00	0.00	0.41	2.08	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.00	2.00	0.06	0.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.33	0.00	0.00	0.25
163.00	0.00	0.00	0.00	1.98	1.74	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	2.00	1.45	1.04	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.67	0.00	0.00	0.19
164.00	0.00	0.00	0.00	0.79	1.45	0.00	0.00	0.00	0.00	0.00	0.00	0.44	0.00	2.00	1.15	0.46	0.00	0.00	0.00	0.62	0.00	0.00	0.00	1.31	0.00	0.00	0.14
165.00	0.00	0.00	0.00	1.06	1.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.95	0.09	0.00	0.00	0.00	0.49	0.00	0.00	0.00	0.18	0.00	0.00	0.09
166.00	0.00	0.25	0.00	0.72	0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.71	0.00	2.00	1.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.73	0.00	0.00	0.00
167.00	0.00	0.00	0.00	1.05	1.86	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.00	1.99	0.97	0.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
168.00	0.00	0.00	0.00	1.64	2.05	0.00	0.00	0.00	0.00	0.00	0.00	0.71	0.00	2.00	1.32	0.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.48	0.00	0.00	0.00
169.00	0.00	0.00	0.00	0.00	0.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.84	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.55	0.00	0.00	0.00
170.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.85	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.08
171.00	0.00	0.00	0.00	0.31	1.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.22	0.00	0.00	0.19
172.00	0.00	0.00	0.00	0.31	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.78	0.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.34	0.00	0.00	0.41
173.00	0.00	0.00	0.00	2.39	1.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	1.46	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.13
174.00	0.00	0.39	0.00	1.28	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.74	0.00	2.00	1.27	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00	0.00	0.01
175.00	0.00	0.00	0.00	0.06	0.64	0.00	0.00	0.00	0.00	0.00	0.00	1.44	0.00	2.00	0.24	0.02	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.77	0.00	0.00	0.00
176.00	0.00	0.00	0.00	0.33	0.88	0.00	0.00	0.00	0.00	0.00	0.00	0.29	0.00	2.00	0.95	0.26	0.00	0.00	0.00	0.00	0.00	0.01	0.00	1.20	0.00	0.00	0.00
177.00	0.00	0.00	0.00	0.33	0.46	0.00	0.00	0.00	0.00	0.00	0.00	0.49	0.00	2.00	0.84	1.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.20
178.00	0.00	0.00	0.00	0.67	0.60	0.00	0.00	0.00	0.00	0.00	0.00	0.55	0.00	2.00	0.00	0.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
179.00	0.00	0.00	0.00	0.66	1.87	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00	1.99	0.13	0.11	0.00	0.00	0.00	0.16	0.00	0.00	0.00	1.20	0.00	0.00	0.51
10.1.1.1	0	0
10.1.1.2	0.03	767846.98
10.1.1.3	0	0
10.1.1.4	1.02	191371.70
10.1.1.5	1.18	99589.96
10.1.1.6	0.00	1311695.17
10.1.1.7	0	0
10.1.1.8	0	0
10.1.1.9	0	0
10.1.1.10	0	0
10.1.1.11	0	0
10.1.1.12	0.13	1088235.51
10.1.1.13	0	0
10.2.1.2	2.04	8.27
10.1.1.15	1.10	215960.35
10.1.1.16	0.13	323315.81
10.1.1.17	0	0
10.1.1.18	0.00	682446.69
10.1.1.19	0	0
10.1.1.20	0.03	1335053.00
10.1.1.21	0	0
10.1.1.22	0.00	315895.00
10.1.1.23	0	0
10.1.1.24	0.99	184564.81
10.1.1.25	0	0
10.1.1.26	0.00	655531.67
10.1.1.27	0.15	379681.58
