Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.438s)
CreateVariables () DONE !!!
Creating 10 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	0.00	0.00	0.00	0.00	0.00	1.99	1.46	0.59	0.00	0.00
3.00	0.48	0.00	0.00	1.92	0.52	2.00	1.99	2.74	1.71	0.00
4.00	2.00	0.00	1.39	0.13	1.98	2.00	2.01	1.99	0.11	0.00
5.00	1.99	1.88	1.95	0.60	0.05	2.00	2.00	0.05	0.00	0.62
6.00	1.99	1.90	1.97	1.94	1.21	2.00	1.99	1.86	1.11	0.87
7.00	2.00	1.26	1.88	0.26	0.49	2.00	2.00	1.08	0.26	0.29
8.00	1.99	1.74	1.78	0.72	0.12	1.99	1.91	0.68	0.65	0.71
9.00	2.01	2.32	1.50	0.00	0.67	2.00	1.90	1.42	0.00	0.01
10.00	2.00	2.00	2.00	0.00	0.00	2.00	2.00	1.59	0.31	0.00
11.00	1.99	1.98	1.98	0.21	0.44	2.00	2.00	1.90	0.00	0.13
12.00	2.00	1.99	2.00	0.88	0.00	2.00	2.00	2.00	0.08	0.81
13.00	1.99	2.00	0.49	0.49	0.00	2.00	0.48	1.99	1.83	0.48
14.00	2.00	2.00	0.00	0.00	0.00	1.99	0.00	1.99	2.00	0.00
15.00	2.00	2.00	0.00	0.00	0.00	2.00	0.00	1.98	2.00	0.00
16.00	2.00	2.00	0.00	0.00	0.00	2.00	0.00	1.98	1.99	0.00
17.00	2.00	1.99	0.00	0.00	0.00	2.00	0.00	1.97	2.00	0.00
18.00	2.00	2.01	0.00	0.00	0.00	2.00	0.00	1.98	2.00	0.00
19.00	2.00	1.99	0.00	0.00	0.00	2.00	0.00	1.98	2.00	0.00
20.00	1.99	2.00	0.00	0.00	0.00	1.99	0.00	1.99	2.00	0.00
21.00	1.97	1.97	0.33	0.19	0.00	2.00	0.49	1.71	1.67	0.04
22.00	2.04	2.04	2.00	0.00	0.00	2.00	2.03	1.78	1.94	0.00
23.00	2.00	2.00	1.83	0.05	0.57	2.00	1.78	1.63	1.08	0.02
24.00	2.00	2.00	1.88	0.00	0.00	2.00	2.00	1.99	0.02	0.00
25.00	2.00	1.87	1.52	0.07	0.00	2.00	1.98	1.78	0.33	0.13
26.00	1.99	1.99	0.00	0.00	0.00	1.99	2.00	2.00	0.00	0.00
27.00	2.00	2.00	0.75	0.00	0.00	2.00	1.98	1.80	0.07	0.00
28.00	2.00	1.94	1.84	0.31	0.07	2.00	2.00	1.75	1.58	0.31
29.00	2.00	1.99	0.00	0.00	0.00	2.00	1.99	2.13	0.47	0.00
30.00	1.99	1.97	0.61	0.15	0.31	2.00	2.00	1.83	1.92	0.14
31.00	2.01	2.03	2.83	0.55	0.00	2.00	2.00	2.08	1.97	0.44
32.00	1.99	1.99	1.34	0.62	0.00	1.99	1.90	1.98	1.65	0.55
33.00	1.84	1.57	0.92	0.39	0.00	2.00	1.92	1.58	1.58	0.35
34.00	2.16	2.05	0.87	0.55	0.00	2.00	1.90	1.63	0.31	0.57
35.00	2.01	2.03	2.00	0.00	0.00	2.00	1.60	0.88	0.87	0.00
36.00	2.00	2.00	1.94	0.11	0.28	2.00	1.94	1.78	1.31	0.12
37.00	2.00	2.00	1.31	0.41	0.37	2.00	1.31	2.03	1.01	0.42
38.00	1.32	1.63	1.54	0.02	0.00	1.99	1.59	1.42	1.12	0.00
39.00	2.07	2.16	1.92	0.45	0.58	2.00	1.99	1.92	1.06	0.45
40.00	2.01	2.01	1.94	0.93	0.00	2.00	1.99	1.87	0.95	0.95
41.00	1.97	1.70	1.98	0.46	0.00	2.00	1.97	1.95	0.00	0.46
42.00	2.04	1.87	2.00	0.25	0.49	2.00	2.04	2.04	0.79	0.25
43.00	1.99	1.99	1.87	0.32	0.86	2.00	1.99	1.94	1.01	0.37
44.00	1.98	1.99	1.99	0.05	0.44	1.99	2.00	1.90	0.00	0.00
45.00	2.00	2.00	2.00	0.66	0.22	2.00	2.00	1.80	0.00	0.00
46.00	2.00	1.94	1.77	0.16	0.61	2.00	2.00	1.91	1.48	0.00
47.00	2.00	1.86	1.79	0.49	0.00	2.00	1.90	1.94	0.00	0.00
48.00	2.00	1.99	1.84	0.00	0.00	2.00	2.00	1.99	0.04	0.00
49.00	2.00	2.00	2.00	0.00	0.00	2.00	2.00	1.99	0.00	0.00
50.00	1.70	1.73	1.72	0.00	0.14	2.00	1.65	1.47	0.00	0.00
51.00	1.80	1.99	1.93	0.09	0.31	1.99	1.94	2.00	0.31	0.00
52.00	2.00	1.78	1.08	0.44	0.31	2.00	1.91	1.61	0.16	0.42
53.00	2.00	1.98	0.28	0.14	0.00	2.00	2.00	1.93	0.00	0.16
54.00	1.99	1.90	0.00	0.15	0.00	2.00	1.91	1.81	0.35	0.15
55.00	1.95	1.98	2.93	0.00	0.04	2.00	2.05	1.71	1.45	0.00
56.00	2.00	2.00	1.77	0.05	0.33	2.00	1.93	1.86	1.18	0.04
57.00	2.00	2.00	2.04	0.14	0.57	1.99	2.04	1.61	0.15	0.16
58.00	2.00	2.00	1.83	0.00	0.06	2.00	2.00	1.99	0.98	0.00
59.00	2.00	1.84	1.59	0.18	0.00	2.00	1.94	1.07	0.14	0.12
60.00	2.00	2.01	0.68	0.00	0.99	2.00	2.06	1.54	0.31	0.00
61.00	2.00	2.00	1.63	0.00	0.00	2.00	1.63	0.78	0.00	0.00
62.00	1.12	1.02	1.53	0.06	0.05	2.00	1.59	1.53	0.00	0.00
63.00	2.39	2.43	1.41	0.31	0.00	1.99	1.99	1.98	0.62	0.00
64.00	2.01	2.01	1.17	0.00	0.00	2.00	2.00	1.93	1.21	0.00
65.00	2.00	2.00	0.99	0.15	0.00	2.00	1.99	1.98	1.67	0.15
66.00	2.00	1.99	1.42	0.65	0.00	2.00	2.00	1.93	0.46	0.22
67.00	2.00	1.94	0.61	0.00	0.00	2.00	1.98	1.34	0.28	0.00
68.00	2.00	2.00	1.25	0.00	0.02	2.00	1.95	1.54	0.00	0.00
69.00	1.99	2.00	1.99	0.00	0.29	1.99	2.00	0.78	0.00	0.01
70.00	2.00	2.00	2.00	0.00	0.00	2.00	2.00	1.94	0.31	0.00
71.00	1.99	2.00	1.73	0.20	0.00	2.00	2.00	1.24	0.58	0.20
72.00	2.00	2.00	0.91	0.40	0.00	2.00	1.98	1.71	0.16	0.40
73.00	2.00	2.00	0.00	0.46	0.00	2.00	2.00	1.33	0.28	0.46
74.00	1.99	1.98	0.31	0.29	0.00	2.00	1.98	0.71	0.00	0.28
75.00	1.98	1.78	0.00	0.00	0.28	1.99	1.99	1.70	0.00	0.00
76.00	2.00	2.00	0.00	0.00	0.00	2.00	2.00	1.92	0.12	0.00
77.00	1.99	2.00	1.45	1.87	0.00	2.00	2.00	2.65	0.02	1.88
78.00	2.00	1.88	1.42	0.47	0.00	2.00	1.94	1.88	0.24	0.06
79.00	1.99	2.00	1.81	0.25	0.80	2.00	1.98	1.93	0.06	0.25
80.00	2.00	1.85	2.18	0.00	0.00	2.00	2.01	1.58	0.26	0.00
81.00	1.99	2.00	1.92	0.00	0.00	1.99	1.99	2.16	0.00	0.00
82.00	2.00	2.00	2.00	0.00	0.11	2.00	2.00	1.98	0.00	0.00
83.00	2.00	1.99	1.98	0.38	0.00	2.00	2.00	1.95	1.34	0.00
84.00	2.00	2.00	1.17	0.00	0.31	2.00	2.00	1.55	0.82	0.00
85.00	2.00	1.90	0.34	0.60	0.00	2.00	1.97	1.87	0.00	0.00
86.00	2.00	1.98	0.71	0.13	0.00	2.00	2.00	1.72	0.00	0.14
87.00	1.78	1.73	1.39	0.00	0.00	1.99	1.47	0.27	0.00	0.00
88.00	2.00	2.00	1.25	0.00	0.26	2.00	1.30	1.71	0.00	0.00
89.00	1.91	2.00	2.00	0.15	0.34	2.00	1.99	1.63	0.06	0.15
90.00	1.99	2.00	0.62	0.28	0.00	2.00	1.97	1.84	1.90	0.00
91.00	2.00	1.99	0.00	0.14	0.28	2.00	2.00	1.90	2.00	0.00
92.00	1.99	1.91	0.24	0.34	0.00	2.00	1.63	1.42	1.28	0.25
93.00	1.85	1.42	1.85	0.58	0.08	1.99	1.98	0.86	0.00	0.00
94.00	2.00	2.00	1.05	0.44	0.00	2.00	2.00	1.51	0.00	0.44
95.00	2.00	1.88	0.00	1.22	0.00	2.00	2.00	1.66	0.00	0.37
96.00	2.00	2.00	0.00	1.25	0.00	2.00	1.98	1.87	0.26	1.30
97.00	1.97	1.98	0.00	0.34	0.00	2.00	1.97	1.95	0.00	0.33
