Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.356s)
CreateVariables () DONE !!!
Creating 14 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13
2.00	0.00	0.00	0.00	1.34	0.72	0.00	0.04	1.99	0.00	0.00	0.19	0.00	0.22	0.00
3.00	0.00	0.00	0.00	1.15	0.99	0.00	0.68	2.00	0.00	0.00	0.05	0.00	0.41	0.00
4.00	0.00	0.88	0.00	1.91	0.88	0.01	0.75	2.00	0.00	1.57	0.00	0.00	0.57	0.11
5.00	0.00	1.68	0.00	1.02	0.80	0.07	0.00	2.00	0.00	1.22	0.54	0.47	0.78	0.00
6.00	0.00	1.99	0.00	1.78	0.00	0.05	0.01	2.00	0.00	1.88	1.77	0.20	0.00	0.04
7.00	0.00	2.00	0.00	1.44	0.00	0.00	0.00	2.00	0.00	1.92	0.32	0.00	0.00	0.00
8.00	0.00	2.00	0.00	1.58	0.00	0.02	0.00	1.99	0.00	1.77	0.37	0.00	0.00	0.00
9.00	0.00	2.00	0.00	1.48	0.00	0.00	0.00	2.00	0.00	1.59	1.81	0.00	0.00	0.00
10.00	0.00	2.00	0.00	1.65	0.00	0.04	0.00	2.00	0.00	1.72	1.53	0.57	0.00	0.00
11.00	0.00	1.94	0.00	1.15	0.00	0.02	0.00	2.00	0.00	1.26	1.15	0.80	0.00	0.00
12.00	0.00	1.47	0.00	1.19	0.00	0.00	0.00	2.00	0.00	1.59	1.21	0.94	0.00	0.00
13.00	0.00	1.60	0.00	0.49	0.00	0.00	0.00	2.00	0.00	1.77	1.52	0.11	0.00	0.00
14.00	0.00	2.27	0.00	0.29	0.00	0.00	0.00	1.99	0.00	1.91	0.69	0.07	0.00	0.00
15.00	0.00	2.00	0.00	0.60	0.00	0.00	0.00	2.00	0.00	1.99	0.06	0.08	0.00	0.00
16.00	0.00	2.00	0.00	0.31	0.00	0.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00	0.00
17.00	0.00	2.00	0.00	1.15	0.00	0.00	0.00	2.00	0.00	1.68	0.12	0.01	0.31	0.01
18.00	0.00	1.77	0.00	1.19	0.00	0.01	0.00	2.00	0.00	1.61	1.67	0.00	0.00	0.00
19.00	0.00	1.99	0.00	1.42	0.00	0.00	0.00	2.00	0.00	1.41	1.19	0.00	0.00	0.00
20.00	0.00	1.99	0.00	1.50	0.00	0.00	0.00	1.99	0.00	1.48	0.95	0.00	0.00	0.00
21.00	0.00	2.00	0.00	0.74	0.00	0.00	0.00	2.00	0.00	1.86	1.50	0.00	0.00	0.02
22.00	0.00	2.00	0.00	1.79	0.00	0.00	0.00	2.00	0.00	1.99	1.85	0.00	0.64	0.01
23.00	0.00	2.00	0.00	0.81	0.00	0.00	0.00	2.00	0.00	0.98	0.78	0.00	0.13	0.00
24.00	0.00	2.00	0.00	2.12	0.00	0.00	0.00	2.00	0.00	0.61	1.83	0.00	0.00	0.00
25.00	0.00	2.00	0.00	1.93	0.00	0.00	0.00	2.00	0.00	2.70	1.90	0.00	0.00	0.04
26.00	0.00	1.99	0.00	0.84	0.00	0.00	0.00	1.99	0.00	1.91	1.46	0.00	0.01	0.00
27.00	0.00	2.00	0.00	0.71	0.00	0.00	0.00	2.00	0.00	1.27	1.20	0.13	0.13	0.00
28.00	0.00	2.00	0.00	0.72	0.00	0.05	0.00	2.00	0.00	0.97	0.94	0.35	0.54	0.00
29.00	0.00	1.99	0.00	0.69	0.00	0.00	0.00	2.00	0.00	1.40	0.65	0.00	0.72	0.00
30.00	0.00	1.86	0.00	1.38	0.00	0.00	0.00	2.00	0.00	1.58	0.74	0.00	0.00	0.00
31.00	0.00	1.99	0.00	1.13	0.00	0.00	0.00	2.00	0.00	1.27	1.73	0.00	1.24	0.00
32.00	0.00	2.00	0.00	0.65	0.00	0.08	0.01	1.99	0.00	0.85	0.45	0.00	0.00	0.00
33.00	0.00	1.95	0.00	0.95	0.00	0.00	0.00	2.00	0.00	1.95	1.37	0.00	0.00	0.00
34.00	0.00	1.93	0.00	1.47	0.00	0.02	0.00	2.00	0.00	2.00	1.64	0.00	0.89	0.00
35.00	0.00	2.00	0.00	1.51	0.00	0.05	0.02	2.00	0.00	1.60	1.55	0.00	0.51	0.06
36.00	0.00	2.00	0.00	1.45	0.00	0.05	0.00	2.00	0.00	1.63	1.88	0.00	0.00	0.00
37.00	0.00	2.00	0.00	1.95	0.00	0.06	0.00	2.00	0.00	1.95	1.91	0.00	0.00	0.00
38.00	0.00	1.97	0.00	1.27	0.00	0.02	0.00	1.99	0.00	1.78	1.72	1.17	0.00	0.00
39.00	0.00	2.00	0.00	1.79	0.00	0.13	0.00	2.00	0.00	1.45	1.27	0.00	0.09	0.01
40.00	0.00	1.87	0.00	1.60	0.00	0.24	0.00	2.00	0.00	1.78	1.32	0.00	0.40	0.00
41.00	0.00	2.00	0.00	1.99	0.00	0.00	0.05	2.00	0.00	1.98	1.99	0.00	0.81	0.00
42.00	0.00	2.00	0.00	1.70	0.00	0.00	0.07	2.00	0.00	1.79	1.72	0.28	1.67	0.00
43.00	0.00	2.00	0.00	1.19	0.00	0.04	0.00	2.00	0.00	1.22	1.13	0.31	0.19	0.04
44.00	0.00	1.99	0.00	1.98	0.00	0.00	0.00	1.99	0.00	1.99	2.00	0.27	0.00	0.00
45.00	0.00	1.54	0.00	0.73	0.00	0.00	0.07	2.00	0.00	1.88	1.41	0.35	0.34	0.00
46.00	0.00	2.00	0.00	2.16	0.00	0.00	0.00	2.00	0.00	1.95	1.71	0.00	0.12	0.00
47.00	0.00	1.99	0.00	0.04	0.00	0.00	0.00	2.00	0.00	1.86	1.83	0.28	0.00	0.00
48.00	0.00	2.01	0.00	1.07	0.00	0.00	0.00	2.00	0.00	0.58	0.64	0.02	0.00	0.00
49.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	2.00	0.00	2.20	0.59	0.00	0.00	0.00
50.00	0.00	1.87	0.00	0.97	0.00	0.06	0.00	2.00	0.00	1.78	1.94	0.11	0.00	0.00
51.00	0.00	2.03	0.00	0.88	0.00	0.00	0.00	1.99	0.00	1.63	0.62	0.00	0.00	0.00
52.00	0.00	2.00	0.00	2.36	0.00	0.00	0.00	2.00	0.00	1.97	2.14	0.19	0.12	0.00
53.00	0.00	2.00	0.00	1.74	0.00	0.00	0.00	2.00	0.00	1.94	0.45	0.00	0.00	0.00
54.00	0.00	2.00	0.00	0.77	0.00	0.02	0.00	2.00	0.00	1.66	1.04	0.00	0.21	0.00
55.00	0.00	1.99	0.00	0.99	0.00	0.09	0.00	2.00	0.00	1.83	0.15	0.02	0.00	0.01
56.00	0.00	1.98	0.00	0.64	0.00	0.07	0.00	2.00	0.00	1.87	0.71	0.06	0.11	0.01
57.00	0.00	1.95	0.00	0.91	0.00	0.14	0.00	1.99	0.00	1.42	0.68	0.00	0.00	0.00
58.00	0.00	2.00	0.00	0.64	0.00	0.00	0.00	2.00	0.00	1.93	0.99	0.00	0.00	0.00
59.00	0.00	1.99	0.00	0.57	0.00	0.00	0.00	2.00	0.00	1.52	0.89	0.00	0.00	0.00
60.00	0.00	2.01	0.00	0.77	0.00	0.00	0.00	2.00	0.00	2.01	1.58	0.00	0.00	0.00
61.00	0.00	1.88	0.00	1.01	0.00	0.00	0.00	2.00	0.00	1.06	0.94	0.44	0.06	0.00
62.00	0.00	1.88	0.00	1.39	0.00	0.00	0.00	2.00	0.00	1.27	0.40	0.00	0.00	0.05
63.00	0.00	2.05	0.00	2.01	0.00	0.00	0.00	1.99	0.00	1.57	0.74	0.64	0.31	0.00
64.00	0.00	2.01	0.00	1.88	0.00	0.16	0.00	2.00	0.00	1.83	0.04	0.00	0.15	0.00
65.00	0.00	2.00	0.00	1.27	0.00	0.00	0.02	2.00	0.00	1.28	0.97	0.00	0.31	0.04
66.00	0.00	2.00	0.00	0.68	0.00	0.05	0.00	2.00	0.00	1.24	1.10	0.53	0.48	0.08
67.00	0.00	2.00	0.00	1.67	0.00	0.02	0.00	2.00	0.00	1.86	1.44	0.00	0.35	0.00
68.00	0.00	2.00	0.00	0.86	0.00	0.01	0.00	2.00	0.00	1.52	0.33	0.46	0.00	0.00
69.00	0.00	1.99	0.00	1.26	0.00	0.05	0.00	1.99	0.00	1.93	0.46	0.00	0.00	0.00
70.00	0.00	2.00	0.00	1.08	0.00	0.05	0.00	2.00	0.00	1.48	0.84	0.00	0.00	0.00
71.00	0.00	1.98	0.00	1.85	0.00	0.01	0.00	2.00	0.00	1.94	0.31	0.00	0.00	0.00
72.00	0.00	2.00	0.00	1.71	0.00	0.00	0.00	2.00	0.00	1.99	2.00	0.00	0.00	0.00
73.00	0.00	1.95	0.00	0.78	0.00	0.00	0.00	2.00	0.00	1.74	1.10	0.00	0.61	0.00
