Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.326s)
CreateVariables () DONE !!!
Creating 16 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
2.00	0.00	0.00	0.21	0.00	0.57	0.00	0.00	0.29	1.99	0.00	0.00	0.74	0.00	0.00	1.38	0.00
3.00	1.07	0.00	0.06	0.00	1.75	0.00	0.00	0.16	2.00	0.00	0.11	0.12	0.00	0.51	0.77	0.00
4.00	1.20	0.00	0.13	0.22	1.18	0.00	0.00	0.35	2.00	0.13	0.00	0.11	0.00	0.42	0.71	0.00
5.00	1.61	0.00	0.00	0.74	1.52	0.00	0.00	0.12	2.00	0.37	0.60	0.40	0.88	1.88	0.48	0.00
6.00	1.81	0.00	0.00	0.22	1.99	0.00	0.00	0.00	2.00	0.16	0.00	0.12	1.48	0.19	0.00	0.00
7.00	1.18	0.00	0.00	0.29	1.58	0.00	0.74	0.00	2.00	0.84	0.31	0.16	2.11	0.46	0.39	0.00
8.00	0.64	0.00	0.00	0.20	1.54	0.00	0.05	0.20	1.99	0.12	0.00	0.07	1.73	1.75	0.04	0.00
9.00	0.81	0.00	0.00	0.48	2.00	0.00	0.14	0.28	2.00	0.25	0.60	0.37	1.99	1.67	1.66	0.00
10.00	0.66	0.00	0.00	0.64	0.62	0.00	0.00	0.16	2.00	0.67	0.08	0.29	0.86	0.41	0.75	0.00
11.00	1.24	0.00	0.00	0.20	1.38	0.00	0.45	0.00	2.00	0.42	0.00	0.00	1.22	0.97	0.22	0.00
12.00	0.93	0.00	0.00	0.99	1.12	0.00	0.29	0.54	2.00	1.12	1.17	0.80	2.01	1.81	1.08	0.00
13.00	0.94	0.00	0.00	0.26	1.13	0.00	0.15	0.12	2.00	0.87	0.00	0.12	2.00	1.31	0.41	0.00
14.00	0.80	0.00	0.00	0.52	1.78	0.00	1.17	0.00	1.99	1.94	0.32	0.13	1.72	1.83	1.48	0.00
15.00	1.13	0.00	0.00	0.40	1.99	0.00	0.00	0.00	2.00	1.13	0.25	0.00	2.00	1.05	1.06	0.00
16.00	1.05	0.00	0.00	0.49	1.50	0.00	0.55	0.60	2.00	1.04	0.01	0.67	1.98	1.94	1.46	0.00
17.00	1.72	0.00	0.00	0.41	1.94	0.00	0.42	0.18	2.00	1.21	0.34	0.18	1.90	1.31	0.60	0.00
18.00	1.81	0.00	0.00	0.57	1.84	0.00	0.58	0.24	2.00	0.85	0.04	0.26	1.44	1.98	1.17	0.00
19.00	1.30	0.00	0.00	0.24	1.72	0.00	0.46	0.01	2.00	0.38	0.00	0.00	1.01	0.77	0.29	0.00
20.00	1.32	0.00	0.00	0.21	1.11	0.00	0.14	0.02	1.99	1.00	0.49	0.02	1.59	1.57	0.61	0.00
21.00	0.92	0.00	0.00	0.88	1.61	0.00	0.00	0.01	2.00	0.55	0.00	0.00	1.14	1.22	0.32	0.00
22.00	0.61	0.00	0.00	0.00	1.41	0.00	0.31	0.00	2.00	1.11	0.25	0.00	1.91	1.30	1.28	0.00
23.00	1.78	0.00	0.00	0.54	1.52	0.00	0.38	0.14	2.00	0.81	0.45	0.14	1.99	1.78	0.46	0.00
24.00	0.60	0.00	0.00	0.00	0.93	0.00	0.00	0.00	2.00	0.01	0.07	0.00	1.72	1.54	0.51	0.00
25.00	1.34	0.00	0.00	0.00	1.92	0.00	1.08	0.07	2.00	1.00	0.01	0.25	1.90	1.45	0.91	0.00
26.00	0.77	0.00	0.00	0.00	1.34	0.00	0.39	0.49	1.99	1.27	0.45	0.37	1.90	1.32	0.84	0.00
27.00	1.25	0.00	0.00	0.89	1.31	0.00	1.07	0.12	2.00	0.93	0.47	0.15	1.94	2.00	1.44	0.14
28.00	1.21	0.00	0.00	0.12	1.59	0.00	0.71	0.00	2.00	0.40	0.09	0.00	1.80	1.08	0.02	0.00
29.00	1.79	0.00	0.00	1.22	1.80	0.00	0.66	0.20	2.00	1.18	0.12	0.22	2.03	0.93	0.60	0.22
30.00	0.80	0.00	0.00	0.00	1.15	0.00	0.00	0.00	2.00	0.67	0.18	0.00	1.54	1.26	0.22	0.00
31.00	1.53	0.00	0.00	0.49	2.00	0.00	0.14	0.32	2.00	1.92	0.94	0.41	1.99	1.81	1.12	0.12
32.00	0.91	0.00	0.00	0.00	1.92	0.00	0.53	0.16	1.99	1.00	0.00	0.20	1.24	0.72	0.21	0.14
33.00	0.94	0.00	0.00	0.40	1.08	0.00	0.00	0.02	2.00	0.32	0.47	0.14	2.03	0.44	0.20	0.15
34.00	0.81	0.00	0.00	0.24	2.18	0.00	0.16	0.08	2.00	1.39	1.54	0.09	1.99	2.06	1.87	0.08
35.00	1.07	0.00	0.00	0.29	1.48	0.00	0.18	0.18	2.00	0.42	0.00	0.31	1.57	0.71	0.16	0.15
36.00	0.80	0.00	0.00	0.75	2.06	0.00	1.50	0.16	2.00	1.85	0.02	0.24	1.44	1.80	0.00	0.18
37.00	1.67	0.00	0.00	0.00	1.65	0.00	0.34	0.12	2.00	0.94	0.47	0.09	1.73	1.17	0.41	0.09
38.00	0.51	0.00	0.00	0.00	0.45	0.00	0.00	0.31	1.99	0.00	0.00	0.27	2.00	1.58	0.74	0.18
39.00	0.94	0.00	0.00	0.00	0.94	0.00	0.00	0.00	2.00	0.00	0.00	0.00	1.54	0.73	0.34	0.00
40.00	1.47	0.00	0.00	0.34	1.55	0.00	0.06	0.00	2.00	0.48	0.29	0.00	2.00	1.58	0.87	0.00
41.00	1.31	0.00	0.00	0.60	1.37	0.00	0.00	0.16	2.00	0.00	0.00	0.07	1.63	1.30	0.44	0.07
42.00	0.40	0.00	0.00	0.45	1.04	0.00	0.00	0.32	2.00	0.00	0.00	0.28	1.14	0.87	0.51	0.00
43.00	0.11	0.00	0.00	1.01	1.75	0.00	0.08	0.00	2.00	1.28	0.16	0.00	1.83	1.07	0.21	0.00
44.00	1.33	0.00	0.00	0.00	1.53	0.00	0.82	0.33	1.99	0.55	0.00	0.67	1.98	0.85	0.62	0.00
45.00	0.92	0.00	0.00	0.00	2.01	0.00	0.05	0.00	2.00	1.30	0.59	0.08	1.99	2.05	1.46	0.06
46.00	1.24	0.00	0.00	0.04	1.52	0.00	0.22	0.04	2.00	1.12	1.88	0.47	2.01	1.10	0.33	0.33
47.00	1.20	0.00	0.00	0.82	2.04	0.00	0.13	0.08	2.00	2.11	0.75	0.55	1.97	1.87	1.05	0.08
48.00	0.55	0.00	0.00	0.09	1.18	0.00	0.04	0.13	2.00	0.48	0.35	0.15	2.01	1.42	0.47	0.16
49.00	0.41	0.00	0.00	0.27	1.38	0.00	1.27	0.04	2.00	1.07	0.27	0.22	1.73	1.20	0.38	0.01
50.00	0.00	0.00	0.00	0.00	1.06	0.00	0.33	0.00	2.00	0.38	0.47	0.02	1.44	1.22	0.78	0.01
51.00	1.65	0.00	0.00	0.87	1.53	0.00	0.55	0.15	1.99	3.12	1.18	0.57	1.75	1.05	0.92	0.54
52.00	1.33	0.00	0.00	0.07	1.74	0.00	0.31	0.00	2.00	0.84	0.00	0.57	1.25	0.97	0.38	0.37
53.00	0.81	0.00	0.00	0.26	1.67	0.00	0.38	0.39	2.00	1.06	1.08	0.12	1.94	1.44	0.91	0.12
54.00	0.75	0.00	0.00	0.00	2.11	0.00	0.15	0.00	2.00	2.31	0.31	0.00	1.79	1.48	0.85	0.00
55.00	1.07	0.00	0.00	0.00	1.77	0.00	0.73	0.00	2.00	1.33	0.25	0.14	1.64	1.18	0.26	0.11
