120.44	57.70	0.00
82.12	175.62	0.00
200.77	77.37	0.00
35.87	243.47	0.00
19.66	215.61	0.00
111.35	154.94	0.00
116.38	219.86	0.00
184.17	76.78	0.00
174.76	156.55	0.00
133.27	158.50	0.00
51.58	75.30	0.00
39.24	145.74	0.00
100.56	26.92	0.00
109.39	199.60	0.00
243.77	218.78	0.00
231.69	161.92	0.00
77.02	13.77	0.00
215.65	234.64	0.00
140.06	14.49	0.00
136.04	62.29	0.00
210.57	93.78	0.00
196.99	103.38	0.00
134.09	41.30	0.00
0.46	235.49	0.00
92.54	32.01	0.00
109.03	188.85	0.00
158.30	160.04	0.00
36.69	76.65	0.00
141.34	28.93	0.00
100.78	238.89	0.00
13.50	206.04	0.00
34.00	38.05	0.00
97.63	98.22	0.00
114.39	115.69	0.00
82.98	184.45	0.00
214.33	218.91	0.00
151.79	243.46	0.00
49.28	180.97	0.00
35.88	155.73	0.00
191.84	210.52	0.00
163.18	94.51	0.00
85.57	224.67	0.00
14.15	197.19	0.00
105.09	227.20	0.00
115.22	105.35	0.00
133.88	17.65	0.00
207.11	226.88	0.00
249.59	153.18	0.00
95.60	187.58	0.00
47.52	145.10	0.00
248.10	248.63	0.00
169.98	41.47	0.00
233.72	177.21	0.00
159.10	41.68	0.00
162.18	19.83	0.00
95.65	158.52	0.00
6.97	137.87	0.00
148.27	193.07	0.00
182.83	13.72	0.00
163.28	11.66	0.00
15.49	145.63	0.00
38.26	190.44	0.00
188.91	46.32	0.00
123.96	133.99	0.00
96.09	143.42	0.00
72.08	151.23	0.00
46.59	10.20	0.00
236.83	67.53	0.00
99.51	44.74	0.00
34.79	131.93	0.00
135.34	183.77	0.00
7.63	229.41	0.00
137.11	7.65	0.00
99.15	206.05	0.00
190.24	211.85	0.00
40.70	117.41	0.00
117.03	92.58	0.00
148.41	18.91	0.00
21.33	42.49	0.00
124.29	167.99	0.00
194.22	147.53	0.00
33.45	166.95	0.00
175.05	112.56	0.00
207.68	197.99	0.00
128.29	113.95	0.00
1.20	223.62	0.00
89.18	18.14	0.00
243.26	158.86	0.00
36.16	202.16	0.00
193.69	80.27	0.00
90.24	134.02	0.00
70.39	216.52	0.00
135.85	133.55	0.00
101.81	198.40	0.00
230.08	146.56	0.00
89.22	220.38	0.00
28.13	110.79	0.00
63.77	23.29	0.00
38.92	232.37	0.00
203.28	104.64	0.00
157.41	131.68	0.00
164.84	172.74	0.00
166.03	13.66	0.00
136.82	85.10	0.00
71.49	198.20	0.00
24.33	1.64	0.00
207.80	13.55	0.00
78.76	68.52	0.00
149.70	89.37	0.00
117.19	195.26	0.00
164.55	47.21	0.00
65.25	101.62	0.00
71.13	173.49	0.00
172.76	207.37	0.00
243.37	136.54	0.00
70.64	228.08	0.00
213.50	229.41	0.00
225.33	154.64	0.00
209.44	227.62	0.00
188.07	223.47	0.00
64.78	86.32	0.00
236.78	249.10	0.00
211.78	222.57	0.00
210.59	90.95	0.00
194.29	195.72	0.00
118.44	82.08	0.00
212.79	39.18	0.00
232.30	184.87	0.00
6.06	157.93	0.00
182.27	149.98	0.00
116.58	60.14	0.00
147.80	70.59	0.00
246.12	199.68	0.00
211.75	146.74	0.00
244.17	75.44	0.00
86.21	74.03	0.00
69.34	56.30	0.00
79.10	126.36	0.00
84.12	141.26	0.00
137.02	17.22	0.00
71.30	40.98	0.00
228.96	127.63	0.00
167.67	135.38	0.00
196.37	127.51	0.00
45.75	30.48	0.00
35.22	38.94	0.00
13.94	102.29	0.00
154.59	173.41	0.00
147.49	195.19	0.00
93.76	159.09	0.00
5.65	145.45	0.00
39.81	243.68	0.00
126.69	132.41	0.00
196.79	72.09	0.00
190.51	49.05	0.00
233.58	53.84	0.00
198.79	109.42	0.00
113.57	141.74	0.00
86.10	228.90	0.00
33.21	79.02	0.00
140.31	70.26	0.00
51.90	154.72	0.00
29.50	55.11	0.00
191.91	43.00	0.00
114.31	4.10	0.00
181.46	129.08	0.00
26.68	0.60	0.00
109.79	139.00	0.00
139.35	138.93	0.00
213.90	18.43	0.00
227.98	99.23	0.00
87.83	193.05	0.00
93.09	143.13	0.00
25.56	100.77	0.00
164.40	130.83	0.00
54.70	98.12	0.00
216.61	16.76	0.00
98.35	194.63	0.00
113.47	191.08	0.00
45.44	142.13	0.00
16.86	153.62	0.00
196.14	147.22	0.00
200.47	154.16	0.00
115.85	59.94	0.00
213.11	197.77	0.00
156.41	176.41	0.00
45.12	184.47	0.00
7.52	34.60	0.00
32.44	1.37	0.00
78.90	184.63	0.00
182.88	202.70	0.00
193.25	141.18	0.00
37.14	13.92	0.00
198.95	80.77	0.00
41.34	233.40	0.00
179.28	213.19	0.00
19.64	171.69	0.00
98.47	41.81	0.00
203.96	169.92	0.00
