20.83	145.83	0.00	0
20.83	145.83	0.00	0
20.83	145.83	0.00	0
20.83	145.83	0.00	0
20.83	145.83	0.00	0
20.83	145.83	0.00	0
20.83	145.83	0.00	0
20.83	145.83	0.00	0
20.83	145.83	0.00	0
20.83	145.83	0.00	0
20.83	145.83	0.00	0
20.83	145.83	0.00	0
20.83	145.83	0.00	0
20.83	145.83	0.00	0
20.83	145.83	0.00	0
20.83	145.83	0.00	0
20.83	145.83	0.00	0
20.83	145.83	0.00	0
20.83	145.83	0.00	0
20.83	145.83	0.00	0
20.83	145.83	0.00	0
20.83	145.83	0.00	0
20.83	145.83	0.00	0
20.83	145.83	0.00	0
20.83	145.83	0.00	0
