Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.355s)
CreateVariables () DONE !!!
Creating 8 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	1.08	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
5.00	1.75	0.00	1.65	1.64	2.00	0.00	0.00	1.63
6.00	2.00	1.99	1.95	2.00	2.00	0.00	1.88	1.98
7.00	1.98	1.99	1.94	1.99	2.00	1.98	1.87	2.00
8.00	2.00	2.00	1.95	2.00	1.99	2.00	1.88	2.00
9.00	2.00	2.00	1.98	2.00	2.00	2.00	1.97	1.99
10.00	2.00	1.99	1.98	1.99	2.00	2.00	1.86	2.00
11.00	2.00	2.01	1.98	2.00	2.00	2.00	1.95	1.99
12.00	2.00	1.99	1.95	2.00	2.00	1.99	1.90	2.00
13.00	1.99	2.00	1.95	2.00	2.00	2.00	1.93	2.00
14.00	2.00	2.00	1.94	2.00	1.99	2.00	1.94	2.00
15.00	2.00	2.00	1.95	2.00	2.00	2.00	1.97	1.99
16.00	2.00	2.00	1.97	2.00	2.00	2.00	1.94	2.00
17.00	2.00	2.00	1.94	1.97	2.00	2.00	1.93	1.98
18.00	2.00	1.99	1.95	2.00	2.00	2.00	1.92	2.00
