Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.256s)
CreateVariables () DONE !!!
Creating 8 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	1.73	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
5.00	1.34	0.00	0.00	1.24	2.00	1.32	1.25	0.00
6.00	1.99	1.55	0.00	2.00	2.00	2.00	2.00	1.47
7.00	1.98	1.99	1.54	2.00	2.00	2.00	2.00	2.00
8.00	2.00	2.00	1.99	1.99	1.99	2.00	2.00	1.99
9.00	2.00	2.00	2.01	1.99	2.00	1.98	1.99	1.99
10.00	2.00	2.00	1.99	2.00	2.00	2.01	2.00	2.00
11.00	2.00	1.99	2.00	1.98	2.00	1.99	2.00	1.99
12.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
13.00	1.99	1.99	0.72	0.80	2.00	1.99	1.88	0.84
14.00	1.90	1.13	0.00	0.00	1.99	1.64	0.16	0.00
15.00	1.93	1.63	0.00	0.00	2.00	1.92	0.18	0.00
16.00	2.00	2.01	1.79	0.00	2.00	2.06	0.88	0.00
17.00	0.69	2.00	1.78	0.00	2.00	0.53	1.48	0.00
18.00	0.65	1.51	1.30	0.01	2.00	0.66	1.37	0.00
19.00	2.06	1.80	1.06	0.00	2.00	1.04	1.75	0.00
20.00	1.99	1.99	0.85	0.00	1.99	2.00	2.00	0.24
21.00	1.99	1.90	0.49	0.00	2.00	1.68	1.28	0.00
22.00	2.00	1.94	1.04	0.00	2.00	2.00	1.81	0.31
23.00	2.00	1.84	1.83	0.00	2.00	1.90	1.88	0.00
24.00	1.99	2.14	1.77	0.21	2.00	1.99	1.70	1.53
25.00	1.73	1.67	1.67	0.09	2.00	1.66	1.87	1.55
26.00	2.08	1.64	1.68	1.14	1.99	1.90	1.60	0.60
27.00	1.99	2.00	1.97	0.37	2.00	2.00	2.00	2.00
28.00	2.00	2.00	1.99	1.99	2.00	2.00	1.99	1.99
29.00	2.00	2.00	1.99	0.15	2.00	2.00	2.00	2.00
30.00	2.00	1.99	1.95	0.00	2.00	1.99	2.00	2.00
31.00	1.88	1.77	1.63	0.99	2.00	1.63	0.12	0.12
32.00	2.01	1.77	1.27	0.25	1.99	1.78	0.40	0.58
33.00	1.42	1.72	0.27	0.00	2.00	1.47	0.11	0.12
34.00	2.32	2.06	1.73	0.26	2.00	1.92	1.79	1.45
35.00	2.00	2.01	1.73	0.84	2.00	2.00	1.98	0.92
36.00	2.00	1.98	2.00	1.93	2.00	2.00	1.99	1.97
37.00	2.00	1.98	2.00	2.00	2.00	1.99	1.98	2.00
38.00	1.99	1.99	2.00	1.99	1.99	2.00	1.98	2.00
39.00	2.00	1.87	1.83	0.94	2.00	2.00	1.67	1.68
40.00	1.98	1.71	1.83	0.29	2.00	2.00	0.78	0.38
41.00	2.01	2.01	1.79	1.39	2.00	1.92	1.98	1.42
42.00	2.00	1.79	1.53	1.30	2.00	1.58	1.54	0.08
43.00	2.00	1.98	2.08	0.16	2.00	1.99	2.00	0.49
44.00	1.99	1.95	1.92	0.08	1.99	1.97	1.94	1.52
45.00	1.04	2.05	1.92	0.13	2.00	2.00	2.03	1.86
46.00	1.99	1.99	1.99	2.01	2.00	2.00	2.00	1.21
47.00	1.98	2.00	2.01	1.99	2.00	2.00	1.97	1.98
48.00	2.00	1.99	1.99	2.00	2.00	2.00	1.95	2.00
49.00	2.00	2.00	2.00	2.00	2.00	1.99	1.98	2.00
50.00	1.99	2.00	2.00	2.00	2.00	2.00	1.94	2.00
51.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00	2.00
52.00	2.00	2.00	2.00	1.99	2.00	2.00	1.92	1.99
53.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
54.00	2.00	2.00	1.99	2.00	2.00	2.00	1.98	2.00
55.00	2.00	2.00	2.00	2.00	2.00	1.99	1.98	2.00
56.00	1.99	1.99	2.00	2.00	2.00	2.00	1.98	2.00
57.00	2.00	2.00	2.00	2.00	1.99	2.00	1.97	2.00
58.00	2.00	2.00	2.00	1.99	2.00	2.00	1.98	1.99
59.00	2.00	2.00	1.02	1.04	2.00	1.02	1.01	1.04
60.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
61.00	2.00	1.99	0.00	0.00	2.00	0.00	0.00	0.00
62.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
63.00	1.99	2.00	0.00	0.00	1.99	0.00	0.00	0.00
64.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
65.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
66.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
67.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
68.00	2.00	1.99	0.00	0.00	2.00	0.00	0.00	0.00
69.00	1.99	2.00	0.00	0.00	1.99	0.00	0.00	0.00
70.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
71.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
72.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
73.00	2.00	1.99	0.00	0.00	2.00	0.00	0.00	0.00
74.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
75.00	1.99	2.00	0.00	0.00	1.99	0.00	0.00	0.00
76.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
77.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
78.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
79.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
80.00	2.00	1.99	0.00	0.00	2.00	0.00	0.00	0.00
81.00	1.99	2.00	0.00	0.00	1.99	0.00	0.00	0.00
