Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.376s)
CreateVariables () DONE !!!
Creating 5 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4
2.00	0.00	0.47	1.99	1.97	1.95
3.00	0.00	0.00	2.00	2.00	2.00
4.00	0.00	0.00	2.00	2.00	2.00
5.00	0.00	0.00	2.00	2.00	2.00
6.00	0.00	0.00	2.00	2.00	1.99
7.00	0.00	0.00	2.00	1.99	2.00
8.00	0.00	0.00	1.99	2.00	2.00
9.00	0.00	0.00	2.00	2.00	2.00
10.00	0.00	0.00	2.00	2.00	2.00
11.00	0.00	0.00	2.00	2.00	2.00
12.00	0.00	0.00	2.00	2.00	1.99
13.00	0.00	0.00	2.00	1.99	2.00
14.00	0.00	0.00	1.99	2.00	2.00
15.00	0.00	0.00	2.00	2.00	2.00
16.00	0.00	0.00	2.00	2.00	2.00
17.00	0.00	0.00	2.00	2.00	2.00
18.00	0.00	0.00	2.00	2.00	2.00
19.00	0.00	0.00	2.00	2.00	1.99
20.00	0.00	0.00	1.99	1.99	2.00
21.00	0.00	0.00	2.00	2.00	2.00
22.00	0.00	0.00	2.00	2.00	2.00
23.00	0.00	0.00	2.00	2.00	2.00
24.00	0.00	0.00	2.00	2.00	1.99
25.00	0.00	0.00	2.00	2.00	2.00
26.00	0.00	0.00	1.99	1.99	2.00
27.00	0.00	0.00	2.00	2.00	2.00
28.00	0.00	0.00	2.00	2.00	2.00
29.00	0.00	0.00	2.00	2.00	2.00
30.00	0.00	0.00	2.00	2.00	2.00
31.00	0.00	0.00	2.00	2.00	1.99
32.00	0.00	0.00	1.99	1.99	1.99
33.00	0.00	0.00	2.00	2.00	2.00
34.00	0.00	0.00	2.00	2.00	2.00
35.00	0.00	0.00	2.00	2.00	2.00
36.00	0.00	0.00	2.00	2.00	1.99
37.00	0.00	0.00	2.00	2.00	2.00
38.00	0.00	0.00	1.99	1.99	2.00
39.00	0.00	0.00	2.00	2.00	2.00
40.00	0.00	0.00	2.00	2.00	2.00
41.00	0.00	0.00	2.00	2.00	2.00
42.00	0.00	0.00	2.00	2.00	2.00
43.00	0.00	0.00	2.00	2.00	1.99
44.00	0.00	0.00	1.99	1.99	2.00
45.00	0.00	0.00	2.00	2.00	2.00
46.00	0.00	0.00	2.00	2.00	2.00
47.00	0.00	0.00	2.00	2.00	2.00
48.00	0.00	0.00	2.00	2.00	2.00
49.00	0.00	0.00	2.00	2.00	1.99
50.00	0.00	0.00	2.00	1.99	2.00
51.00	0.00	0.00	1.99	2.00	2.00
52.00	0.00	0.00	2.00	2.00	2.00
53.00	0.00	0.00	2.00	2.00	2.00
54.00	0.00	0.00	2.00	2.00	2.00
55.00	0.00	0.00	2.00	2.00	2.00
56.00	0.00	0.00	2.00	1.99	1.99
57.00	0.00	0.00	1.99	2.00	2.00
58.00	0.00	0.00	2.00	2.00	2.00
59.00	0.00	0.00	2.00	2.00	2.00
60.00	0.00	0.00	2.00	2.00	2.00
61.00	0.00	0.00	2.00	2.00	2.00
