Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.083s)
CreateVariables () DONE !!!
Creating 20 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	1.13	0.00	0.31	0.00	0.00	1.61	0.00	0.00	0.00	0.00	2.00	0.44	0.00	0.00	0.00	0.00	1.20	0.00	0.00	0.00
6.00	1.52	0.00	0.53	0.48	0.00	1.54	0.00	0.00	0.00	0.00	2.00	1.51	0.07	0.00	0.00	0.99	1.10	1.00	0.00	0.00
7.00	0.75	0.69	0.05	0.13	0.00	0.79	0.45	0.00	0.00	0.00	2.00	1.26	0.00	0.00	0.00	2.10	1.68	1.59	0.00	0.07
8.00	1.02	0.84	0.41	0.00	0.00	1.04	0.19	0.00	0.00	0.00	1.99	0.57	0.00	0.00	0.00	0.00	1.65	0.46	0.00	0.22
9.00	1.68	1.19	0.62	0.65	0.00	1.70	1.55	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	1.25	1.08	0.04	0.00	0.00
10.00	1.32	0.65	0.53	0.00	0.00	1.67	1.88	0.00	0.00	0.00	2.00	1.31	0.00	0.00	0.00	2.00	1.55	1.51	0.00	0.16
11.00	1.34	0.82	0.69	0.35	0.00	1.53	0.98	0.00	0.91	0.00	2.00	1.86	0.00	0.00	0.00	1.97	1.07	0.89	0.00	0.01
12.00	1.19	0.00	0.00	0.27	0.00	1.19	1.54	0.00	0.01	0.00	2.00	1.77	0.00	0.00	0.00	1.55	1.68	1.32	0.00	0.13
13.00	0.00	1.06	0.44	0.31	0.00	0.99	0.73	0.00	0.00	0.00	2.00	1.30	0.92	0.00	0.00	1.74	0.67	0.55	0.00	0.00
14.00	0.42	0.66	0.61	0.13	0.00	2.13	0.58	0.00	0.00	0.00	1.99	1.57	0.00	0.00	0.00	1.08	0.98	0.00	0.00	0.08
15.00	0.00	0.85	0.77	0.00	0.42	1.70	1.37	0.00	0.18	0.00	2.00	0.04	0.00	0.00	0.00	1.42	1.53	1.61	0.00	0.00
16.00	0.00	0.42	0.09	0.00	0.00	1.05	1.47	0.00	0.00	0.00	2.00	1.87	0.00	0.00	0.00	1.06	1.45	0.82	0.00	0.00
17.00	1.15	0.00	0.00	0.00	0.45	2.07	1.74	0.00	0.00	0.00	2.00	1.53	0.00	0.00	0.00	0.69	1.42	0.48	0.00	0.00
18.00	0.99	1.38	0.00	0.00	0.00	1.75	0.94	0.00	0.00	0.00	2.00	1.21	0.00	0.00	0.00	1.32	1.34	1.35	0.00	0.00
19.00	1.11	0.91	0.16	0.00	0.05	1.35	1.38	0.00	0.00	0.00	2.00	1.33	0.00	0.00	0.00	2.46	1.61	1.06	0.00	0.00
20.00	1.05	0.59	0.45	0.00	0.01	1.37	0.37	0.00	0.28	0.00	1.99	0.71	0.00	0.00	0.00	1.99	1.57	0.32	0.00	0.55
21.00	1.10	0.72	0.65	0.00	0.00	1.83	0.53	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	1.97	0.93	0.00	0.00	0.00
22.00	1.19	0.34	0.19	0.00	0.35	1.72	1.21	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	1.99	1.88	0.00	0.00	0.49
23.00	0.82	1.02	0.41	0.00	0.00	1.17	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	1.06	1.07	0.00	0.00	0.00
24.00	0.68	0.28	0.14	0.00	0.00	1.77	0.00	0.00	0.16	0.00	2.00	1.67	0.00	0.00	0.00	1.87	1.53	0.09	0.00	0.09
25.00	0.61	0.97	0.02	0.06	0.00	1.91	0.00	0.00	0.24	0.00	2.00	1.55	0.00	0.00	0.00	1.98	1.41	0.00	0.00	0.00
26.00	0.15	0.38	0.00	0.04	0.00	0.81	0.53	0.00	0.25	0.00	1.99	1.52	0.00	0.00	0.00	1.61	1.07	0.00	0.00	0.04
27.00	1.34	1.15	0.00	0.00	0.00	0.67	0.00	0.00	0.31	0.00	2.00	1.64	0.00	0.00	0.00	1.93	1.73	0.01	0.00	0.08
28.00	1.32	0.66	0.00	0.28	0.09	0.41	0.00	0.00	0.18	0.00	2.00	1.63	0.00	0.00	0.00	1.94	1.85	0.00	0.00	0.00
29.00	0.95	0.74	0.00	0.00	0.27	1.35	0.00	0.00	0.53	0.00	2.00	1.90	0.00	0.00	0.00	1.81	1.81	0.00	0.00	0.53
30.00	1.61	0.85	0.00	0.49	0.00	1.83	0.00	0.00	0.00	0.00	2.00	1.81	0.00	0.00	0.00	1.74	1.50	0.00	0.00	0.00
31.00	0.71	1.05	0.00	0.35	0.00	1.17	0.00	0.00	0.14	0.00	2.00	1.00	0.00	0.00	0.00	1.87	1.42	0.00	0.00	0.00
32.00	1.12	0.21	0.00	0.00	0.00	0.85	0.00	0.00	0.00	0.00	1.99	1.83	0.00	0.00	0.00	1.39	0.35	0.00	0.00	0.00
33.00	1.60	0.92	0.00	0.00	0.00	2.73	0.00	0.00	0.00	0.00	2.00	1.68	0.00	0.00	0.00	2.00	2.27	0.00	0.00	0.00
34.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	2.00	1.93	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.01
35.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
36.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00	2.00	1.99	0.00	0.00	0.00
37.00	0.00	0.00	0.00	0.00	1.07	2.00	0.00	0.00	0.51	0.00	2.00	1.99	1.02	0.00	1.08	1.99	2.00	0.00	0.00	0.00
38.00	0.00	0.00	0.00	0.00	1.91	1.99	0.00	0.00	0.00	0.00	1.99	2.00	1.79	0.00	1.92	2.00	1.92	0.00	0.00	0.00
39.00	0.00	0.00	0.00	0.00	0.14	0.55	0.00	0.00	0.00	0.00	2.00	0.59	0.26	0.00	0.14	0.92	0.67	0.00	0.00	0.00
40.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
