Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.488s)
CreateVariables () DONE !!!
Creating 16 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
2.00	0.00	0.00	0.00	0.00	1.21	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	2.00	0.72	1.25	0.00	2.00	1.74	0.00	0.33	0.00	1.42	0.00	0.95
5.00	0.00	0.00	0.00	0.00	1.87	1.63	1.02	0.20	2.00	1.51	0.00	1.32	0.00	2.31	0.29	1.32
6.00	0.00	0.00	0.00	0.00	1.10	1.08	0.00	0.00	2.00	1.78	0.01	0.01	0.00	1.25	0.80	0.32
7.00	0.00	0.00	0.00	0.21	1.79	1.40	0.58	0.42	2.00	1.07	0.13	0.00	0.00	1.04	0.62	0.00
8.00	0.00	0.00	0.00	0.00	1.91	1.44	1.30	0.93	1.99	2.01	0.25	0.58	0.00	1.58	1.34	0.99
9.00	0.00	0.00	0.00	0.00	2.00	1.59	1.02	0.31	2.00	2.05	0.00	0.31	0.00	1.73	1.72	0.00
10.00	0.00	0.00	0.00	0.25	2.00	0.60	0.51	0.20	2.00	1.60	0.00	0.49	0.00	2.01	0.61	0.00
11.00	0.00	0.00	0.00	0.47	1.79	0.99	0.59	0.60	2.00	1.47	0.22	0.01	0.00	1.50	0.94	0.21
12.00	0.00	0.00	0.00	0.18	0.91	0.16	0.13	0.59	2.00	0.91	0.00	0.00	0.00	1.95	0.51	0.04
13.00	0.00	0.00	0.00	0.20	2.27	1.67	0.64	0.07	2.00	0.75	0.00	0.54	0.00	1.99	1.18	0.57
14.00	0.00	0.00	0.00	0.29	1.81	1.33	0.22	0.80	1.99	1.22	0.00	0.32	0.00	1.64	0.58	0.26
15.00	0.00	0.00	0.00	0.00	1.72	1.22	1.14	0.74	2.00	1.80	0.00	0.54	0.00	2.00	1.68	0.00
16.00	0.00	0.00	0.00	0.12	1.85	1.20	0.06	0.35	2.00	2.16	0.00	0.38	0.00	1.71	0.31	0.00
17.00	0.00	0.00	0.00	0.00	1.26	0.98	0.00	1.22	2.00	0.51	0.00	0.00	0.00	1.64	1.17	0.05
18.00	0.00	0.00	0.00	0.00	2.14	1.31	0.65	0.37	2.00	1.80	0.00	0.22	0.00	1.50	0.45	0.00
19.00	0.00	0.00	0.00	0.00	0.98	0.00	0.18	0.67	2.00	1.48	0.00	0.35	0.00	1.65	0.48	0.05
20.00	0.00	0.00	0.00	0.00	1.10	0.00	0.06	0.22	1.99	0.77	0.00	0.67	0.00	1.15	1.01	0.60
21.00	0.00	0.00	0.00	0.00	1.05	0.31	0.27	0.00	2.00	1.19	0.00	0.01	0.00	0.42	0.22	0.00
22.00	0.00	0.00	0.00	0.00	2.07	0.31	0.64	0.71	2.00	0.00	0.69	0.00	0.00	1.39	0.05	0.12
23.00	0.00	0.00	0.00	0.00	1.77	0.20	0.68	0.02	2.00	2.41	0.51	0.25	0.00	1.50	1.05	0.33
24.00	0.00	0.00	0.00	0.00	1.28	0.62	0.29	0.33	2.00	1.02	0.01	0.82	0.00	1.48	1.10	0.62
25.00	0.00	0.00	0.00	0.21	1.79	1.31	0.80	0.00	2.00	1.19	0.00	0.34	0.00	2.51	0.49	0.48
