Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.219s)
CreateVariables () DONE !!!
Creating 12 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	0.00	1.84	0.00	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
5.00	0.52	0.00	0.84	0.68	0.52	0.62	2.00	0.62	0.51	0.99	0.62	0.00
6.00	1.12	0.46	0.93	0.86	1.17	0.78	2.00	0.99	1.28	1.24	0.98	0.38
7.00	0.94	1.11	0.16	0.32	0.41	1.25	2.00	0.59	0.66	0.99	0.46	0.82
8.00	0.00	0.67	0.16	0.72	0.89	0.89	1.99	0.65	1.45	1.11	1.10	1.00
9.00	0.28	1.11	0.40	0.60	1.06	1.88	2.00	1.02	0.00	1.41	0.88	1.65
10.00	0.33	0.95	0.24	1.57	0.77	1.33	2.00	1.91	0.22	1.13	1.77	0.31
11.00	0.59	1.78	0.95	0.62	1.41	1.21	2.00	0.93	0.27	0.78	1.02	0.64
12.00	0.15	0.78	0.52	1.73	0.01	0.31	2.00	1.18	0.34	0.34	0.48	0.29
13.00	0.44	0.66	0.94	0.00	0.80	0.99	2.00	0.91	0.46	0.46	1.12	0.73
14.00	0.47	0.94	0.98	0.81	0.48	1.27	1.99	0.07	0.99	0.81	0.52	0.11
15.00	0.48	1.38	1.66	0.27	0.66	0.65	2.00	0.87	0.45	0.71	0.86	0.27
16.00	0.16	1.42	0.80	0.92	0.75	1.20	2.00	0.42	0.25	0.53	1.33	0.26
17.00	0.93	0.85	0.84	0.41	0.49	0.47	2.00	1.24	0.48	0.37	0.84	1.13
18.00	0.58	0.29	0.99	1.92	0.06	1.61	2.00	1.33	0.00	0.66	1.77	0.00
19.00	0.69	1.81	1.90	0.66	0.58	1.63	2.00	1.84	0.00	0.33	1.85	1.57
20.00	0.00	0.29	0.59	0.89	0.31	0.29	1.99	1.04	0.06	1.13	1.64	1.98
21.00	0.00	0.32	2.25	0.31	0.59	1.64	2.00	1.92	0.31	2.00	1.67	1.47
22.00	0.34	0.57	1.54	2.31	0.19	1.54	2.00	1.70	0.13	0.73	1.50	1.60
23.00	0.61	1.13	0.55	0.77	0.62	1.12	2.00	0.53	0.00	1.55	1.33	0.45
24.00	0.31	1.04	0.12	0.32	0.85	0.53	2.00	0.73	1.33	1.07	0.77	0.42
25.00	1.27	0.61	1.64	0.02	1.21	1.53	2.00	1.51	0.57	2.01	1.30	0.00
26.00	0.08	2.01	1.91	1.12	0.04	1.79	1.99	1.25	1.12	1.60	1.51	0.39
27.00	0.00	0.73	1.07	1.42	0.06	1.34	2.00	1.84	0.04	1.34	1.94	1.80
28.00	0.06	0.77	0.16	0.40	0.07	0.31	2.00	0.44	0.41	0.41	0.15	0.20
29.00	0.19	0.61	1.74	0.80	0.08	1.35	2.00	0.46	0.27	0.35	1.08	0.22
30.00	0.00	0.34	1.55	0.67	0.94	1.75	2.00	1.54	0.81	2.21	1.77	0.52
31.00	0.45	0.71	0.81	0.92	0.68	1.20	2.00	0.66	1.07	1.50	1.21	0.14
32.00	0.00	1.51	1.66	0.80	1.00	1.80	1.99	1.17	0.60	1.41	1.22	0.20
33.00	0.09	0.60	0.72	0.29	0.79	0.68	2.00	0.71	0.00	0.94	0.60	0.41
34.00	1.14	1.13	0.57	0.47	0.89	0.95	2.00	0.46	1.08	1.46	1.65	1.61
35.00	0.00	1.64	1.86	0.69	0.52	1.25	2.00	0.81	0.46	0.25	1.19	0.98
36.00	0.87	1.48	2.00	0.38	1.37	1.47	2.00	0.34	0.88	1.55	1.50	0.59
37.00	0.38	1.26	0.55	0.74	1.57	1.59	2.00	0.26	0.64	1.17	0.94	0.51
38.00	0.00	0.59	0.32	0.18	1.15	1.41	1.99	0.88	0.11	0.69	0.39	0.69
39.00	0.20	0.85	0.55	0.19	0.01	1.06	2.00	0.32	0.09	0.44	1.34	1.11
40.00	0.00	0.89	1.64	0.31	0.57	0.71	2.00	0.51	0.91	0.00	1.13	0.98
41.00	0.00	0.75	0.42	1.33	0.73	1.30	2.00	1.08	0.31	0.07	0.33	0.46
42.00	0.00	0.82	0.86	0.45	0.47	0.89	2.00	0.61	0.68	0.75	0.89	0.14
43.00	0.00	0.00	0.69	1.34	0.38	1.12	2.00	1.35	0.53	1.28	1.25	1.42
44.00	0.00	1.15	1.30	1.28	0.71	1.71	1.99	0.73	0.00	0.48	0.25	1.28
45.00	0.31	0.77	1.40	0.51	1.32	1.31	2.00	0.61	0.25	0.92	1.94	0.77
46.00	0.97	1.08	1.00	1.00	0.54	1.68	2.00	0.74	0.00	0.65	0.84	0.31
47.00	0.68	0.34	0.60	1.85	0.27	1.00	2.00	1.06	0.38	0.48	1.58	0.18
48.00	1.08	0.59	1.11	1.21	0.65	1.81	2.00	0.25	0.02	0.89	0.47	1.26
49.00	0.34	0.59	1.63	1.25	0.02	1.59	2.00	0.01	0.00	0.04	0.51	2.08
50.00	1.60	1.98	1.51	0.60	0.15	1.52	2.00	0.00	0.00	0.00	2.18	1.04
51.00	0.37	0.68	0.72	0.93	0.20	1.12	1.99	0.02	0.31	0.48	0.94	0.68
52.00	0.00	1.77	0.00	0.31	0.00	2.32	2.00	0.80	0.00	1.48	1.99	0.48
53.00	0.73	1.39	0.00	0.31	0.00	1.32	2.00	0.62	0.00	1.25	1.42	0.72
54.00	0.99	1.77	0.00	1.27	0.00	1.38	2.00	0.18	0.92	1.66	0.64	0.78
55.00	1.90	0.28	0.00	0.22	0.95	0.67	2.00	1.54	1.93	1.92	1.74	0.08
56.00	0.00	0.00	0.00	0.16	0.62	0.00	2.00	1.06	0.84	1.66	1.57	0.87
57.00	0.12	0.93	0.00	0.29	0.39	0.64	1.99	1.81	0.92	1.30	1.13	0.31
58.00	0.00	0.48	0.00	0.00	0.06	2.03	2.00	1.54	1.26	1.06	0.85	0.01
59.00	0.00	0.61	1.20	0.00	0.31	0.28	2.00	1.65	0.61	1.59	1.77	1.34
60.00	0.44	1.17	1.64	0.00	0.41	0.00	2.00	1.84	0.31	1.74	1.81	1.11
61.00	0.61	0.49	0.85	0.75	0.25	0.02	2.00	1.07	1.28	1.02	0.60	1.61
62.00	1.02	1.77	1.59	1.88	0.46	0.00	2.00	1.91	0.22	0.41	1.59	1.55
63.00	0.19	0.71	0.77	0.85	0.06	0.00	1.99	1.41	0.00	0.44	1.51	1.91
64.00	0.21	0.38	1.73	0.85	0.00	0.00	2.00	1.70	0.35	1.25	1.52	1.92
65.00	0.00	0.68	0.57	0.31	0.49	0.00	2.00	2.00	0.31	0.00	1.44	0.53
66.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	0.00	2.00	0.00
67.00	1.55	0.00	1.57	0.34	1.51	0.00	2.00	1.91	0.19	0.19	1.91	1.57
68.00	0.87	0.00	1.73	0.00	0.78	0.00	2.00	0.59	0.78	0.74	1.37	0.47
69.00	1.38	0.00	1.75	0.00	1.53	0.00	1.99	1.00	0.98	1.25	0.58	1.52
70.00	2.00	0.00	2.00	0.00	2.00	0.00	2.00	1.94	2.00	2.00	0.00	2.00
71.00	1.65	1.55	2.00	0.00	0.93	1.58	2.00	0.28	0.65	1.98	0.00	1.73
72.00	2.04	1.99	2.00	0.00	0.31	2.00	2.00	0.00	1.61	1.92	0.00	1.98
73.00	0.37	1.61	1.34	0.00	1.10	1.88	2.00	0.62	1.04	1.31	0.00	1.54
74.00	0.41	1.46	1.67	0.00	0.47	1.90	2.00	1.68	0.12	1.57	0.00	1.42
75.00	0.29	1.02	1.83	0.18	0.75	1.65	1.99	0.72	0.20	0.84	0.86	0.74
76.00	0.11	0.74	1.31	0.42	1.27	1.80	2.00	1.60	1.68	1.90	1.81	1.25
77.00	0.53	1.44	1.57	0.93	0.67	1.22	2.00	0.39	0.67	0.81	0.74	0.27
78.00	0.85	1.52	1.46	0.61	0.28	1.32	2.00	0.86	0.00	0.06	1.97	1.20
79.00	0.02	1.99	1.44	0.27	0.25	2.03	2.00	1.87	0.49	0.77	1.92	1.64
80.00	0.13	1.28	1.08	0.00	0.92	0.78	2.00	0.75	1.05	1.04	0.94	0.98
81.00	0.00	0.13	0.37	0.47	0.64	0.59	1.99	0.57	0.14	1.15	0.64	0.00
82.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
83.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
84.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
85.00	1.06	0.45	1.75	1.53	0.88	1.51	2.00	1.63	1.50	0.28	1.87	1.27
86.00	0.58	0.97	1.44	1.31	0.67	1.87	2.00	1.18	0.53	0.37	1.37	0.08
87.00	1.27	0.22	1.05	0.78	0.19	1.46	1.99	0.79	0.38	0.20	1.10	1.28
88.00	1.01	0.00	1.67	0.42	0.74	1.28	2.00	1.32	1.35	0.00	1.04	0.00
89.00	1.47	0.00	1.99	1.46	0.41	1.63	2.00	1.50	0.00	0.00	2.00	1.48
90.00	1.61	0.00	2.00	0.94	0.00	2.00	2.00	1.60	1.13	0.00	1.98	1.68
91.00	0.74	0.00	1.95	0.81	0.13	1.97	2.00	0.41	0.89	0.00	1.31	1.37
92.00	1.72	0.00	2.05	0.00	0.01	2.03	2.00	0.00	1.77	0.00	1.98	0.74
93.00	0.14	0.00	0.12	0.00	0.01	0.13	1.99	0.00	0.25	0.00	0.12	0.95
94.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
95.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
96.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
97.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
98.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
99.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
