Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.307s)
CreateVariables () DONE !!!
Creating 10 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	1.41	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
5.00	1.75	0.21	0.00	0.00	0.00	2.00	0.22	0.00	0.00	0.11
6.00	2.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
7.00	1.99	1.73	0.00	0.37	0.00	2.00	1.70	0.00	0.00	0.55
8.00	2.00	2.00	1.77	0.80	0.04	1.99	2.00	1.50	0.00	1.22
9.00	2.00	1.92	1.71	2.19	0.01	2.00	1.86	1.63	0.00	0.25
10.00	1.85	1.90	1.77	0.80	0.00	2.00	1.73	0.78	0.00	0.00
11.00	1.98	2.03	1.66	0.29	0.00	2.00	1.01	1.91	0.00	0.00
12.00	2.00	2.00	1.01	1.61	0.25	2.00	1.98	1.02	0.00	0.00
13.00	2.00	1.99	1.35	0.21	0.04	2.00	1.88	0.59	0.00	0.02
14.00	1.99	2.00	2.00	0.19	1.15	1.99	2.00	1.57	0.00	1.91
15.00	1.98	1.87	1.66	1.30	0.00	2.00	1.98	1.44	0.00	0.40
16.00	1.99	1.92	1.68	0.98	0.42	2.00	1.95	1.61	0.00	0.00
17.00	2.00	2.06	2.11	1.25	0.31	2.00	2.00	2.10	0.00	2.40
18.00	1.99	1.99	1.87	1.95	0.00	2.00	1.95	1.91	0.00	1.95
19.00	1.95	1.70	1.46	0.79	0.34	2.00	1.78	1.67	0.00	0.82
20.00	2.00	1.50	1.38	1.51	0.00	1.99	1.98	1.85	0.00	0.05
21.00	2.00	1.88	1.77	1.92	0.00	2.00	2.00	2.00	0.00	0.01
22.00	1.99	1.79	1.73	1.73	0.00	2.00	1.98	1.65	0.00	0.07
23.00	0.52	2.07	0.74	0.26	0.06	2.00	1.94	1.13	0.00	0.00
24.00	0.39	1.87	1.78	0.92	0.16	2.00	1.95	1.67	0.00	0.07
25.00	0.00	1.99	1.79	1.48	0.00	2.00	1.92	1.63	0.00	1.28
26.00	0.00	0.94	0.86	0.71	1.05	1.99	2.01	1.68	0.00	0.04
27.00	1.72	2.24	2.03	2.03	0.07	2.00	1.98	1.86	0.00	0.00
28.00	2.00	1.86	1.98	1.86	0.00	2.00	2.03	1.71	0.00	0.21
29.00	2.00	2.00	1.93	1.95	0.73	2.00	1.95	1.68	0.00	0.31
30.00	2.00	1.99	2.00	1.99	1.99	2.00	1.99	2.00	0.00	0.40
31.00	2.00	2.00	1.99	1.99	2.00	2.00	2.00	2.00	0.00	0.00
32.00	1.99	2.00	2.00	1.98	2.00	1.99	2.00	2.00	0.00	0.00
33.00	1.99	0.58	2.00	1.97	1.93	2.00	2.00	2.00	0.00	0.00
34.00	2.00	0.00	1.99	1.99	2.00	2.00	2.00	2.00	0.00	0.00
35.00	1.99	1.87	1.73	0.37	0.13	2.00	1.93	1.39	0.12	0.59
36.00	2.01	2.00	1.88	0.64	0.31	2.00	1.91	1.77	0.38	0.74
37.00	1.98	1.92	1.79	1.33	0.00	2.00	1.98	1.44	1.71	0.00
38.00	2.00	1.94	1.67	0.00	0.00	1.99	2.00	0.33	1.58	0.00
39.00	1.11	1.71	0.95	0.00	0.00	2.00	1.77	0.00	0.00	0.00
40.00	2.84	1.84	1.68	1.05	0.41	2.00	1.93	1.63	0.04	0.26
41.00	1.99	2.00	1.77	0.73	0.27	2.00	1.98	1.73	0.00	0.55
42.00	2.00	1.98	1.93	1.84	0.00	2.00	2.00	1.61	0.00	0.22
43.00	1.87	1.95	1.78	1.45	0.15	2.00	1.98	0.35	0.00	0.00
44.00	2.00	2.00	1.95	1.94	0.29	1.99	2.00	1.00	0.00	0.06
45.00	1.98	1.63	1.40	1.32	0.61	2.00	1.51	1.11	0.00	0.00
