Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.236s)
CreateVariables () DONE !!!
Creating 14 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.67	0.00	0.00	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	0.00	1.10	1.12	0.95	0.00	0.00	0.00	2.00	1.41	0.00	0.00	0.00	0.00	0.84
6.00	1.42	2.01	1.92	1.72	0.00	0.00	1.04	2.00	1.91	0.00	0.00	0.00	0.00	1.70
7.00	1.98	1.99	1.58	1.21	0.46	0.00	0.74	2.00	1.59	0.00	0.00	0.81	0.06	0.55
8.00	2.00	1.68	1.57	1.71	0.95	0.00	0.09	1.99	2.00	0.00	0.77	1.00	0.12	0.15
9.00	2.00	2.23	1.58	1.37	0.66	0.00	0.06	2.00	1.66	0.00	1.08	0.53	0.00	0.16
10.00	2.00	1.95	0.94	0.97	0.05	0.00	0.09	2.00	1.27	0.00	0.01	0.06	0.11	0.00
11.00	2.00	2.04	1.58	1.13	0.31	0.00	0.00	2.00	1.86	0.00	0.85	0.61	0.00	0.00
12.00	2.00	1.99	1.95	1.22	0.26	0.00	0.00	2.00	2.01	0.00	0.29	0.27	0.00	0.31
13.00	1.98	1.50	1.17	0.48	0.06	0.00	0.00	2.00	1.57	0.00	0.78	0.26	0.00	0.00
14.00	1.99	2.21	1.54	0.55	0.01	0.00	0.00	1.99	2.24	0.00	0.19	0.00	0.11	0.00
15.00	1.98	1.90	1.57	0.68	0.19	0.00	0.00	2.00	1.06	0.00	0.32	0.29	0.01	0.00
16.00	2.01	2.01	1.99	2.86	0.00	0.00	0.00	2.00	1.99	0.00	0.21	0.00	0.09	0.00
17.00	2.00	2.00	1.48	1.30	0.39	0.00	0.00	2.00	1.84	0.00	0.86	0.02	0.00	0.22
18.00	2.00	1.08	1.77	1.45	0.62	0.00	0.18	2.00	1.75	0.00	1.78	1.30	0.99	0.20
19.00	1.98	1.90	1.67	0.18	0.21	0.00	0.00	2.00	1.78	0.00	1.39	0.25	0.08	0.00
20.00	2.01	2.98	1.91	1.17	0.40	0.00	0.00	1.99	2.01	0.00	0.37	1.00	0.00	0.00
21.00	1.97	1.94	1.92	1.05	0.00	0.00	0.00	2.00	2.00	0.00	2.31	0.00	0.00	0.00
22.00	2.00	2.00	1.55	1.78	0.18	0.00	0.00	2.00	1.99	0.00	1.81	0.00	0.00	0.77
23.00	2.00	1.90	1.98	1.11	0.66	0.00	0.00	2.00	2.01	0.00	1.22	1.24	1.14	0.06
24.00	2.00	2.00	0.77	1.34	0.81	0.00	0.00	2.00	1.83	0.00	0.35	1.26	1.12	0.00
25.00	1.97	1.95	1.07	0.54	0.84	0.00	0.01	2.00	2.00	0.00	0.68	0.21	0.00	0.27
