Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.244s)
CreateVariables () DONE !!!
Creating 8 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	1.08	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
5.00	0.00	1.73	1.63	1.77	2.00	1.93	1.66	1.74
6.00	1.95	1.90	1.99	2.00	2.00	2.00	1.91	1.99
7.00	2.00	1.92	1.98	1.99	2.00	1.99	1.87	2.00
8.00	2.00	1.88	1.97	2.00	1.99	2.00	1.87	2.00
9.00	1.98	1.91	1.94	2.00	2.00	2.00	1.90	2.00
10.00	1.99	1.94	1.99	2.00	2.00	2.00	1.91	2.00
11.00	1.98	1.97	1.97	2.00	2.00	2.00	1.88	1.99
12.00	2.00	1.99	1.97	2.00	2.00	1.98	1.87	2.00
13.00	1.97	1.88	1.95	1.99	2.00	2.00	1.90	2.00
14.00	2.00	1.90	1.92	2.00	1.99	2.00	1.91	2.00
15.00	1.99	1.98	1.97	2.00	2.00	2.00	1.87	1.97
16.00	1.98	1.93	1.98	2.00	2.00	2.00	1.87	1.99
17.00	1.95	1.86	1.94	2.00	2.00	2.00	1.94	1.98
18.00	2.00	1.87	1.97	2.00	2.00	1.99	1.90	2.00
