Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.054s)
CreateVariables () DONE !!!
Creating 8 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	1.87	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
5.00	1.73	1.75	1.64	1.63	2.00	0.00	1.68	0.00
6.00	1.99	1.99	1.88	1.83	2.00	1.42	1.90	1.71
7.00	1.99	2.00	1.93	2.00	2.00	2.00	1.95	1.99
8.00	2.00	2.00	1.94	2.00	1.99	2.00	1.95	2.00
9.00	2.00	2.00	1.94	1.99	2.00	2.00	1.97	1.99
10.00	2.00	2.00	1.88	2.00	2.00	2.00	1.94	2.00
11.00	2.00	2.00	1.93	2.00	2.00	1.99	1.94	2.00
12.00	2.00	2.00	1.90	2.00	2.00	2.00	1.91	2.00
13.00	1.99	1.99	1.97	2.00	2.00	2.00	1.95	2.00
14.00	2.00	2.00	1.85	2.00	1.99	2.00	1.88	2.00
15.00	2.00	2.00	1.93	1.99	2.00	2.00	1.93	2.00
16.00	2.00	2.00	1.93	1.99	2.00	2.00	1.99	1.99
17.00	2.00	2.00	1.93	2.00	2.00	1.99	1.98	2.00
18.00	2.00	1.94	1.92	2.00	2.00	2.00	1.86	1.84
19.00	1.92	1.97	1.33	0.06	2.00	1.72	1.59	0.29
20.00	2.00	1.94	0.72	1.11	1.99	1.54	1.74	0.00
21.00	2.00	2.00	1.41	0.21	2.00	1.91	1.85	0.00
22.00	2.00	2.00	1.91	0.01	2.00	2.00	1.92	0.29
23.00	2.00	1.99	1.92	0.21	2.00	1.99	1.99	0.00
24.00	2.00	2.01	1.99	0.72	2.00	2.00	1.95	1.45
25.00	2.00	1.94	1.94	1.40	2.00	2.00	1.98	2.00
26.00	1.99	2.00	1.99	1.99	1.99	2.00	1.99	1.98
27.00	2.00	2.00	1.98	1.99	2.00	2.00	2.00	1.98
28.00	2.00	2.00	1.99	2.00	2.00	2.00	2.00	2.00
29.00	1.98	1.99	1.98	1.85	2.00	1.97	1.97	1.87
30.00	2.00	1.64	1.78	1.30	2.00	2.01	1.81	1.22
31.00	2.00	1.24	0.99	0.07	2.00	1.95	1.28	0.00
32.00	0.54	1.38	0.00	0.00	1.99	2.00	0.41	0.00
33.00	1.73	1.61	1.32	0.00	2.00	1.98	0.28	0.00
34.00	1.92	1.81	0.00	0.61	2.00	1.92	2.31	0.00
35.00	1.98	1.99	1.17	0.21	2.00	1.84	1.75	0.21
36.00	2.00	2.00	1.95	2.00	2.00	2.00	1.97	2.00
37.00	1.99	2.01	1.95	1.99	2.00	1.99	1.97	2.00
38.00	1.99	1.99	1.92	2.00	1.99	2.00	1.91	2.00
39.00	2.00	2.00	1.92	1.97	2.00	2.00	1.93	2.00
40.00	2.00	2.00	1.92	1.99	2.00	2.00	1.86	2.00
41.00	1.77	1.61	1.52	0.41	2.00	1.66	0.53	0.38
42.00	1.90	1.58	1.54	0.62	2.00	1.78	1.95	0.51
43.00	1.99	2.03	1.86	0.27	2.00	1.75	1.75	0.38
44.00	2.01	2.01	1.86	0.27	1.99	1.91	2.00	0.22
45.00	2.00	2.00	1.94	0.35	2.00	2.00	1.88	0.00
46.00	1.99	2.00	1.68	0.27	2.00	1.98	1.91	0.93
47.00	2.00	2.00	1.94	1.02	2.00	2.00	1.92	1.95
48.00	2.00	2.00	1.91	2.00	2.00	2.00	1.88	2.00
49.00	2.00	1.99	1.94	2.00	2.00	1.99	1.92	1.99
50.00	1.99	2.00	1.95	2.00	2.00	2.00	1.92	2.00
51.00	2.00	2.00	1.99	0.74	1.99	2.00	1.94	1.93
