Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.360s)
CreateVariables () DONE !!!
Creating 27 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24	ap-25	ap-26
118.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
119.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
120.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
121.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
122.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
123.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
124.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
125.00	0.00	0.00	0.00	0.31	0.75	0.00	0.00	0.18	0.07	0.00	0.00	0.00	0.00	2.00	0.47	0.00	0.08	0.00	0.00	0.20	0.00	0.15	0.25	0.00	0.00	0.04	0.00
126.00	0.07	0.00	0.00	0.53	0.00	0.61	0.00	0.21	0.07	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.11	0.09	0.00	0.37	0.24	0.00	0.00	0.00	0.00
127.00	0.00	0.00	0.00	0.00	1.22	0.00	0.00	0.15	0.15	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.12	0.37	0.00	0.00	0.00	0.00
128.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.81	0.00	0.27	0.00	0.00	0.00	0.00	0.26	1.06	0.00	0.00	0.59	0.00
129.00	0.00	0.00	0.00	0.31	0.00	0.31	0.00	0.01	0.05	0.00	0.00	0.00	0.00	2.00	1.24	0.00	0.59	0.00	0.00	0.00	0.00	1.20	0.21	0.00	0.00	0.26	0.00
130.00	0.00	0.00	0.00	0.68	2.98	0.61	0.00	0.09	0.12	0.00	0.00	0.00	0.00	1.99	0.34	0.00	0.13	0.00	0.00	0.58	0.00	0.85	0.87	0.00	0.00	0.00	0.00
131.00	0.00	0.00	0.00	0.15	0.01	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	2.00	1.00	0.00	0.05	0.00	0.00	0.02	0.00	0.51	2.06	1.07	0.00	0.00	0.00
132.00	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.34	0.57	0.00	0.05	0.00
133.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	2.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.03	2.00	0.00	0.00	0.00
134.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
135.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	1.81	0.00	0.00	0.00	0.00	0.00	0.00	1.99	1.99	0.00	0.00	0.00
136.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.84	1.99	1.99	2.00	0.00	0.00	0.84	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
137.00	0.00	0.00	0.00	0.00	0.00	0.48	0.00	0.06	0.00	0.00	0.00	0.00	0.78	2.00	0.93	0.71	0.05	0.00	0.41	0.00	0.00	0.00	0.93	0.69	0.00	0.00	0.00
138.00	0.00	0.00	0.00	0.00	0.00	1.72	0.00	0.84	0.00	0.00	0.00	0.00	0.32	2.00	0.71	0.37	0.18	0.00	0.55	0.00	0.00	0.00	1.28	0.00	0.00	0.00	0.00
139.00	0.00	0.00	0.00	0.00	0.00	1.66	0.16	0.33	0.00	0.00	0.00	0.00	0.35	2.00	1.47	0.20	0.18	0.00	0.12	0.00	0.00	0.00	1.21	0.00	0.00	0.00	0.00
140.00	0.00	0.00	0.00	0.00	0.00	0.75	0.54	1.02	0.00	0.00	0.00	0.00	0.37	2.00	2.00	0.62	0.94	0.00	0.01	0.00	0.00	0.00	1.51	0.00	0.00	0.00	0.00
141.00	0.00	0.00	0.00	0.00	0.00	0.68	0.22	0.46	0.13	0.00	0.00	0.00	0.11	2.00	1.67	0.24	0.28	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00
142.00	0.00	0.00	0.00	0.00	0.00	1.31	0.18	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.00
143.00	0.00	0.00	0.00	0.00	0.00	0.47	0.45	0.00	0.00	0.00	0.00	0.00	0.02	1.99	0.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.04	0.00	0.00	0.00	0.00
144.00	0.00	0.00	0.00	0.00	0.00	1.58	0.00	0.00	0.00	0.00	0.00	0.00	1.21	2.00	1.22	0.54	0.00	0.00	0.00	0.00	0.00	0.00	1.11	0.00	0.00	0.00	0.00
145.00	0.00	0.00	0.00	0.00	0.00	0.53	0.61	0.18	0.00	0.00	0.00	0.00	0.44	2.00	1.40	0.66	0.29	0.00	0.00	0.00	0.00	0.00	1.01	0.00	0.00	0.00	0.00
146.00	0.00	0.00	0.00	0.00	0.00	0.00	0.46	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.58	0.00	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
147.00	0.00	0.00	0.00	0.00	0.00	0.00	0.51	0.55	0.31	0.00	0.00	0.00	0.00	2.00	0.94	0.89	0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
148.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
149.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	1.07	0.00	0.00	0.00	0.00	0.00	1.99	1.47	0.59	0.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.57	0.00
150.00	0.00	0.00	0.00	0.00	0.00	0.57	0.00	2.06	0.00	0.00	0.00	0.00	0.00	2.00	2.07	0.00	0.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.41	0.00
151.00	0.00	0.00	0.00	0.00	0.00	0.48	0.00	0.57	0.00	0.00	0.00	0.00	0.00	2.00	1.53	0.66	0.53	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.25	0.00
152.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	2.00	1.95	1.94	1.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
153.00	0.00	0.00	0.00	0.06	0.00	0.16	0.00	0.02	0.00	0.00	0.00	0.00	0.00	2.00	1.73	1.63	0.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
154.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.13	0.00	0.00	0.00	0.00	0.00	2.00	1.58	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
155.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.41	0.00	0.00	0.00	0.00	0.00	1.99	1.91	0.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
156.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	2.00	1.93	0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
157.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.52	0.00	0.00	0.00	0.00	0.00	2.00	1.79	1.15	0.00	0.00	0.00	0.00	0.00	0.00	0.91	0.00	0.00	0.00	0.00
158.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.04	1.86	0.00	0.00	0.00	0.00	0.00	0.00	0.99	0.00	0.00	0.00	0.00
159.00	0.00	0.00	0.00	0.00	1.02	0.85	0.00	0.27	0.00	0.00	0.00	0.00	0.31	2.00	1.66	0.45	0.00	0.00	0.00	0.00	0.75	0.92	1.98	0.00	0.00	0.00	0.00
160.00	0.00	0.00	0.00	0.00	0.97	1.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.26	0.67	0.00	0.00	0.00	0.00	1.31	1.60	1.83	0.00	0.00	0.00	0.00
161.00	0.00	0.00	0.00	0.41	1.42	1.65	0.00	0.00	0.00	0.00	0.00	0.00	1.71	1.99	1.33	0.00	0.00	0.00	0.00	0.00	0.22	1.31	1.75	0.00	0.00	0.00	0.00
162.00	0.00	0.00	0.00	0.31	0.93	0.54	0.00	0.26	0.00	0.00	0.00	0.00	0.42	2.00	0.48	0.91	0.00	0.00	0.00	0.00	0.00	0.31	0.38	0.00	0.00	0.00	0.00
163.00	0.00	0.00	0.00	0.45	1.15	1.05	0.00	0.82	0.00	0.00	0.00	0.00	0.49	2.00	0.59	0.55	0.00	0.00	0.00	0.00	0.00	1.22	1.37	0.00	0.00	0.00	0.00
164.00	0.00	0.00	0.00	0.13	2.08	0.65	0.00	0.00	0.00	0.00	0.00	0.00	2.47	2.00	0.91	0.00	0.00	0.00	0.00	0.00	0.00	1.45	1.48	0.00	0.00	0.00	0.00
165.00	0.00	0.00	0.00	0.39	0.33	1.24	0.00	0.00	0.00	0.00	0.00	0.00	0.22	2.00	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.48	0.00	0.00	0.00	0.00	0.00
166.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
167.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
168.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
169.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
170.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
171.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
172.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
173.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
174.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
175.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
176.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
177.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
178.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
179.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
10.2.1.2	2.04	7.91
10.1.1.4	0.02	182205.75
10.1.1.5	0.21	284489.85
10.1.1.6	0.32	203683.10
10.1.1.13	0.32	144527.85
10.1.1.15	0.31	131735.10
10.1.1.22	0.30	111297.42
10.1.1.23	0.49	116081.10
10.1.1.24	0.28	161776.76
10.1.1.1	0.01	1006996.68
10.1.1.2	0	0
10.1.1.3	0	0
10.1.1.7	0.08	259930.39
10.1.1.8	0.18	194356.62
10.1.1.9	0.03	326543.16
10.1.1.10	0.00	100152.50
10.1.1.11	0	0
10.1.1.12	0.00	222979.78
10.1.1.16	0.13	205991.53
10.1.1.17	0.10	314505.79
10.1.1.18	0.01	2159284.44
10.1.1.19	0.04	510247.33
10.1.1.20	0.06	205069.39
10.1.1.21	0.01	19302.15
10.1.1.25	0	0
10.1.1.26	0.04	460110.62
10.1.1.27	0.00	484478.67
