Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.353s)
CreateVariables () DONE !!!
Creating 24 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23
2.00	0.00	0.00	0.61	0.00	0.46	0.00	0.14	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.32	0.00
3.00	0.00	0.00	0.09	0.00	0.14	0.00	1.27	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	1.19	0.00	0.00	0.05	0.00
4.00	0.00	0.00	0.47	0.00	2.20	0.00	0.24	0.02	0.00	0.00	0.00	0.00	2.00	0.78	0.00	0.57	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00
5.00	0.00	0.00	0.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.53	0.00	0.00	0.00	0.00	0.00	0.54	0.00	0.00	0.00	0.00
6.00	0.00	0.00	0.61	0.24	2.19	0.00	0.55	0.00	0.00	0.00	0.20	0.00	2.00	1.58	0.00	0.00	0.00	0.00	0.00	1.52	0.00	0.00	0.00	0.00
7.00	0.00	0.00	1.34	0.37	1.14	0.00	0.51	0.00	0.00	0.00	0.25	0.00	2.00	0.28	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00
8.00	0.00	0.00	0.40	0.02	1.21	0.00	0.00	0.81	0.00	0.00	0.80	0.00	1.99	1.67	0.00	0.45	0.00	0.00	0.00	0.59	0.00	0.00	0.44	0.41
9.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.94	0.00	0.15	0.00	0.00	0.00	1.66	0.00	0.00	0.29	0.22
10.00	0.00	0.00	0.61	0.00	1.86	0.00	0.31	0.12	0.00	0.00	0.00	0.00	2.00	0.19	0.00	0.00	0.00	0.00	0.00	2.06	0.00	0.00	0.48	0.01
11.00	0.00	0.00	0.00	0.00	0.68	0.00	0.65	0.20	0.00	0.00	0.00	0.00	2.00	1.77	0.00	0.29	0.00	0.00	0.00	0.89	0.00	0.00	0.68	0.54
12.00	0.00	0.00	0.77	0.00	1.02	0.00	0.02	0.45	0.00	0.00	0.44	0.00	2.00	1.70	0.00	0.24	0.00	0.00	0.00	0.72	0.00	0.00	0.21	0.26
13.00	0.00	0.00	0.24	0.00	1.79	0.00	0.00	0.00	0.00	0.00	0.21	0.00	2.00	0.97	0.00	0.31	0.00	0.00	0.00	0.97	0.00	0.00	0.29	0.32
14.00	0.00	0.00	0.44	0.01	0.49	0.00	0.62	1.07	0.00	0.00	0.15	0.00	1.99	0.75	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00
15.00	0.00	0.00	0.29	0.38	0.47	0.00	0.65	1.05	0.00	0.00	0.00	0.04	2.00	2.10	0.00	0.33	0.00	0.00	0.00	0.54	0.00	0.00	0.64	0.61
16.00	0.00	0.00	0.00	0.00	0.09	0.00	0.31	0.21	0.00	0.00	0.00	0.00	2.00	0.75	0.00	0.52	0.00	0.00	0.00	1.74	0.00	0.00	0.54	0.57
17.00	0.00	0.00	0.00	0.00	1.67	0.00	1.22	0.00	0.00	0.00	0.00	0.00	2.00	0.40	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.02	0.00
18.00	0.00	0.00	0.01	0.00	1.07	0.00	0.72	0.00	0.00	0.00	0.01	0.02	2.00	0.28	0.00	0.00	0.00	0.00	0.00	0.34	0.00	0.00	0.00	0.00
19.00	0.00	0.00	0.12	0.00	1.44	0.00	0.98	0.00	0.00	0.00	0.19	0.01	2.00	1.19	0.00	0.47	0.00	0.00	0.00	2.76	0.00	0.00	0.54	0.54
20.00	0.00	0.00	0.26	0.00	0.91	0.00	0.86	0.00	0.00	0.00	0.24	0.00	1.99	0.80	0.00	0.95	0.00	0.00	0.00	0.68	0.00	0.00	0.42	0.42
21.00	0.00	0.00	0.32	0.00	0.28	0.00	0.45	0.00	0.00	0.00	0.28	0.00	2.00	0.66	0.00	0.41	0.00	0.00	0.00	0.98	0.00	0.00	0.39	0.41
22.00	0.00	0.00	0.00	0.00	0.31	0.00	0.20	0.00	0.00	0.00	0.00	0.00	2.00	0.47	0.00	0.71	0.00	0.00	0.00	1.33	0.00	0.00	0.86	0.84
23.00	0.00	0.00	0.49	0.00	1.70	0.00	0.72	0.00	0.00	0.00	0.06	0.00	2.00	0.81	0.00	0.14	0.00	0.00	0.00	1.32	0.00	0.00	0.14	0.14
24.00	0.00	0.00	0.12	0.00	1.97	0.00	0.31	0.00	0.00	0.00	0.38	0.00	2.00	0.22	0.00	0.00	0.21	0.00	0.00	1.74	0.00	0.00	0.11	0.01
25.00	0.00	0.00	0.00	0.00	1.00	0.00	0.32	0.00	0.00	0.00	0.00	0.00	2.00	1.53	0.00	0.00	0.01	0.00	0.00	1.20	0.00	0.00	0.00	0.00
26.00	0.00	0.00	0.14	0.04	0.31	0.00	0.27	0.00	0.00	0.00	0.13	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.12	0.12
27.00	0.00	0.00	0.00	0.00	0.77	0.00	1.12	0.00	0.00	0.00	0.00	0.00	2.00	1.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
28.00	0.00	0.00	0.20	0.07	1.26	0.00	0.33	0.00	0.00	0.00	0.04	0.00	2.00	1.10	0.00	0.00	0.00	0.00	0.00	1.67	0.00	0.00	0.00	0.00
29.00	0.00	0.00	0.31	0.02	1.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.57	0.00	0.00	0.00	0.00	0.00	1.21	0.00	0.00	0.00	0.00
30.00	0.00	0.00	0.29	0.08	0.27	0.00	0.00	0.00	0.00	0.00	0.27	0.00	2.00	0.47	0.00	0.00	0.00	0.00	0.00	2.11	0.00	0.00	0.19	0.27
31.00	0.00	0.00	0.00	0.00	0.31	0.00	0.22	0.00	0.00	0.00	0.00	0.00	2.00	0.85	0.00	0.12	0.00	0.00	0.00	1.66	0.00	0.00	0.11	0.11
32.00	0.00	0.00	0.97	0.00	1.95	0.00	0.79	0.00	0.00	0.00	0.00	0.01	1.99	1.13	0.00	0.09	0.00	0.00	0.00	0.13	0.00	0.00	0.11	0.11
33.00	0.00	0.00	0.00	0.00	1.80	0.00	2.03	0.00	0.00	0.00	0.00	0.00	2.00	1.92	0.00	0.24	0.00	0.00	0.00	1.78	0.00	0.00	0.20	0.21
34.00	0.00	0.00	0.00	0.00	1.87	0.00	1.46	0.00	0.00	0.00	0.00	0.00	2.00	1.73	0.00	0.37	0.00	0.00	0.00	1.91	0.00	0.00	0.38	0.37
35.00	0.00	0.00	0.27	0.24	1.44	0.00	0.72	0.00	0.00	0.00	0.00	0.00	2.00	1.07	0.00	0.02	0.00	0.00	0.00	0.52	0.00	0.00	0.02	0.00
36.00	0.00	0.00	0.57	0.35	0.31	0.00	0.82	0.00	0.00	0.00	0.00	0.00	2.00	0.04	0.00	0.08	0.00	0.00	0.00	0.38	0.00	0.00	0.11	0.12
37.00	0.00	0.00	0.00	0.00	1.02	0.00	0.34	0.00	0.00	0.00	0.00	0.00	2.00	0.61	0.00	0.11	0.02	0.00	0.00	1.51	0.00	0.00	0.06	0.05
38.00	0.00	0.00	0.00	0.00	1.99	0.00	0.58	0.00	0.00	0.00	0.00	0.00	1.99	1.99	0.00	0.14	0.00	0.00	0.00	2.01	0.00	0.00	0.26	0.25
