Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.240s)
CreateVariables () DONE !!!
Creating 15 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	0.00	0.28	0.00	0.00	0.41	0.25	0.00	2.00	0.44	0.00	0.18	0.22	0.22	0.51	0.00
6.00	0.00	0.35	0.52	0.26	1.51	0.11	0.00	2.00	1.40	0.00	0.00	0.35	0.86	1.31	0.00
7.00	0.00	1.39	0.86	0.38	0.33	0.57	0.91	2.00	0.69	0.40	1.00	0.62	0.00	1.70	0.38
8.00	0.33	0.65	0.19	0.16	0.64	0.32	0.65	1.99	0.92	0.16	0.15	0.35	0.00	0.31	0.26
9.00	0.00	0.00	0.00	0.21	0.01	0.26	0.45	2.00	0.37	0.04	0.47	0.99	0.31	0.00	0.00
10.00	0.25	0.77	0.00	0.00	0.15	0.25	0.69	2.00	0.68	0.14	0.20	0.00	0.00	0.42	0.26
11.00	0.00	0.22	1.27	0.00	0.00	0.33	0.00	2.00	0.25	0.19	0.01	0.28	0.00	1.25	0.21
12.00	0.00	1.53	0.33	0.00	0.00	1.27	0.00	2.00	0.00	0.00	0.13	1.04	1.08	0.01	0.00
13.00	0.27	1.28	1.25	0.00	0.41	0.48	0.41	2.00	0.49	0.53	0.00	0.08	0.29	0.24	0.04
14.00	0.16	0.27	0.84	0.00	0.42	0.00	0.14	1.99	0.81	0.25	0.16	0.53	0.00	0.00	0.00
15.00	0.57	0.58	0.72	0.11	0.33	0.74	0.84	2.00	0.41	0.13	0.35	0.80	0.00	0.53	0.00
16.00	0.02	0.31	1.11	0.07	0.67	0.09	0.71	2.00	0.40	0.28	0.34	1.10	1.19	0.78	0.00
17.00	0.00	0.00	0.00	0.58	0.16	0.28	0.66	2.00	0.84	0.38	0.42	1.27	0.95	0.85	0.00
18.00	0.00	0.33	0.99	0.20	0.21	0.20	0.24	2.00	0.25	0.07	0.00	0.32	0.00	0.00	0.00
19.00	0.24	0.00	1.98	1.22	0.93	0.45	0.58	2.00	1.18	0.77	1.21	1.25	0.62	0.61	0.11
20.00	0.52	1.31	0.16	0.81	0.41	0.29	0.00	1.99	0.37	0.00	0.81	0.54	0.07	0.00	0.00
21.00	0.22	0.00	1.47	0.00	0.00	0.20	0.59	2.00	0.61	0.05	0.00	0.52	0.80	0.54	0.02
22.00	0.00	0.00	0.42	0.37	0.00	0.00	0.28	2.00	0.73	0.00	0.54	0.32	0.47	0.51	0.00
23.00	0.55	1.25	0.00	0.28	0.00	0.64	0.04	2.00	0.00	0.40	0.22	0.19	0.01	0.44	0.42
24.00	0.00	0.00	0.48	0.09	0.07	0.95	1.38	2.00	0.31	0.09	0.00	0.00	0.41	0.46	0.11
25.00	0.00	0.00	1.59	1.11	0.00	0.84	0.97	2.00	1.04	0.72	0.00	0.00	1.11	1.45	0.09
26.00	0.00	0.00	1.42	0.47	0.58	0.31	1.22	1.99	0.71	0.59	0.00	0.00	1.32	0.93	0.00
27.00	0.04	0.00	0.41	0.81	0.33	0.41	0.65	2.00	0.53	0.20	0.15	0.00	0.60	0.00	0.00
28.00	0.84	0.00	1.79	0.55	0.01	1.73	0.68	2.00	0.69	0.21	0.60	0.00	1.13	0.27	0.39
29.00	0.68	0.00	0.74	1.47	0.42	0.67	1.11	2.00	0.57	0.86	0.00	0.00	0.38	1.50	0.58
30.00	0.00	0.00	0.01	0.00	0.00	0.15	0.19	2.00	0.00	0.00	0.00	0.00	0.00	0.34	0.00
31.00	0.07	0.00	0.04	0.05	0.05	0.15	0.49	2.00	0.00	0.16	0.00	0.00	0.15	0.37	0.20
32.00	0.59	0.00	1.08	0.42	0.04	0.00	1.53	1.99	0.66	0.45	0.21	0.99	0.89	0.32	0.00
33.00	0.29	0.00	0.20	1.22	0.42	0.14	0.47	2.00	0.58	0.37	0.00	0.47	1.67	0.84	0.32
34.00	0.00	0.00	0.00	0.44	0.00	0.25	2.17	2.00	0.05	0.28	0.00	1.78	1.90	1.84	0.00
35.00	0.00	0.00	0.00	1.14	0.00	0.00	0.35	2.00	0.86	0.31	0.00	0.31	1.63	0.61	1.12
36.00	0.00	0.00	0.00	0.67	0.00	0.42	1.50	2.00	0.20	0.47	0.00	1.41	1.60	1.18	1.00
37.00	0.00	0.00	0.00	0.62	0.00	0.92	1.37	2.00	0.42	0.47	1.04	1.06	1.24	0.60	0.95
38.00	0.25	0.00	0.00	1.19	0.00	0.71	1.28	1.99	0.78	0.24	0.49	1.77	1.18	0.00	0.00
39.00	0.00	0.00	0.00	0.55	0.00	0.92	0.09	2.00	0.65	0.93	0.00	0.45	0.29	0.00	0.00
40.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
41.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
42.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
43.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
44.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45.00	0.11	0.00	0.00	0.00	0.00	0.12	0.13	2.00	1.58	0.00	0.12	1.58	1.57	0.00	0.00
46.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	0.00	2.00	1.99	0.00	0.00
47.00	0.00	0.00	1.20	0.00	0.00	0.00	0.00	2.00	1.99	0.00	0.00	1.99	1.99	0.00	0.00
