Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.966s)
CreateVariables () DONE !!!
Creating 15 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	0.01	0.00	1.11	0.00	0.00	0.29	1.06	1.99	0.62	0.08	0.00	0.00	0.95	0.00	0.28
3.00	0.00	0.00	1.22	0.00	0.00	1.15	1.25	2.00	0.79	0.16	0.00	0.00	0.35	0.00	0.34
4.00	0.00	0.00	1.53	0.00	0.00	0.82	1.11	2.00	1.28	0.15	0.71	1.10	1.27	0.00	0.57
5.00	0.00	0.00	1.63	0.00	0.00	0.04	0.71	2.00	1.53	0.68	0.79	0.87	0.55	0.00	0.66
6.00	0.00	0.00	2.00	0.00	0.00	0.77	0.92	2.00	1.92	0.00	0.34	0.44	0.01	0.00	0.00
7.00	0.00	0.00	1.74	0.00	0.00	1.64	1.41	2.00	0.44	0.00	0.77	0.93	0.75	0.00	0.00
8.00	0.00	0.00	0.48	0.00	0.00	0.02	0.89	1.99	0.28	0.34	0.00	0.62	0.00	0.00	0.35
9.00	0.00	0.00	1.88	0.00	0.00	0.31	0.05	2.00	1.40	1.31	0.57	0.61	0.00	0.00	1.27
10.00	0.00	0.00	1.34	0.00	0.00	0.13	1.88	2.00	0.41	0.41	0.05	1.98	0.67	0.00	0.40
11.00	0.00	0.00	1.32	0.00	0.00	0.27	0.82	2.00	1.50	0.51	0.00	1.14	1.51	0.00	0.52
