Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.220s)
CreateVariables () DONE !!!
Creating 12 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	0.00	1.95	0.00	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
5.00	0.00	0.34	0.42	0.00	0.18	0.35	2.00	0.00	0.21	0.18	0.00	1.18
6.00	0.40	0.92	1.70	1.31	0.92	1.32	2.00	0.00	1.71	2.19	0.81	1.45
7.00	0.48	1.31	1.37	1.32	0.15	0.93	2.00	0.61	0.00	0.24	1.67	1.44
8.00	0.13	1.08	1.39	1.24	1.31	1.90	1.99	0.42	1.88	1.81	1.59	1.74
9.00	0.95	1.68	1.57	1.05	0.45	1.52	2.00	1.37	0.38	1.86	0.68	0.45
10.00	1.46	1.53	0.74	1.46	1.15	0.53	2.00	0.82	0.32	0.32	0.46	0.75
11.00	0.55	0.59	1.33	0.09	0.28	1.81	2.00	1.04	0.47	1.63	1.54	1.73
12.00	0.00	0.00	1.83	1.83	0.00	1.77	2.00	1.60	0.00	0.64	1.38	0.14
13.00	1.98	1.53	2.00	2.00	0.00	2.00	2.00	1.99	0.00	2.00	1.99	1.93
14.00	1.98	2.00	2.00	2.00	0.00	2.00	1.99	1.99	0.00	2.00	2.00	2.00
15.00	1.98	2.00	2.00	2.00	1.45	2.00	2.00	1.95	0.00	1.99	2.00	2.00
16.00	0.37	1.46	1.38	1.47	1.40	0.22	2.00	1.42	0.00	1.37	1.90	1.42
17.00	0.06	1.44	1.06	0.22	1.38	1.71	2.00	0.40	0.00	1.41	1.26	0.28
