Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.364s)
CreateVariables () DONE !!!
Creating 21 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.34	0.93	1.99	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00
3.00	0.00	0.81	0.00	0.00	0.00	0.00	0.00	0.00	0.74	1.20	2.00	0.00	0.00	0.00	0.00	0.00	0.99	0.00	0.11	0.11	0.00
4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.38	2.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00	0.09	0.11	0.00
5.00	0.00	0.00	0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.67	2.00	0.00	0.00	0.00	0.00	0.00	0.48	0.00	0.15	0.15	0.15
6.00	0.00	0.26	1.10	0.00	0.00	0.00	0.00	0.20	0.34	1.35	2.00	0.00	0.00	0.00	0.00	0.00	1.12	0.35	0.82	0.39	0.32
7.00	0.00	0.04	1.24	0.00	0.00	0.00	0.00	0.04	0.05	0.31	2.00	0.00	0.00	0.00	0.05	0.00	0.33	0.00	0.00	0.00	0.00
8.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	1.20	1.99	0.00	0.00	0.00	0.00	0.00	0.57	0.02	0.00	0.00	0.00
9.00	0.00	0.00	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.01	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
10.00	0.00	0.15	0.84	0.00	0.00	0.00	0.00	0.00	0.07	0.34	2.00	0.00	0.00	0.11	0.00	0.00	1.75	0.49	0.01	0.09	0.08
11.00	0.00	0.78	1.71	0.00	0.00	0.00	0.00	0.38	0.45	0.65	2.00	0.00	0.00	0.00	0.48	0.00	0.94	0.60	0.31	0.00	0.00
12.00	0.00	0.08	0.25	0.00	0.00	0.00	0.00	0.09	0.11	1.59	2.00	0.00	0.00	0.00	0.09	0.00	0.74	0.31	0.39	0.00	0.00
13.00	0.00	0.00	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.75	2.00	0.00	0.00	0.11	0.00	0.00	0.00	1.32	0.16	0.16	0.18
14.00	0.00	0.00	0.92	0.00	0.00	0.00	0.00	0.01	0.02	1.63	1.99	0.00	0.00	0.18	0.04	0.00	0.85	0.00	0.47	0.24	0.04
15.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.16	0.15	1.02	2.00	0.00	0.00	0.26	0.14	0.00	1.86	0.52	0.24	0.26	0.25
16.00	0.00	0.11	0.61	0.00	0.00	0.00	0.00	0.07	0.09	0.60	2.00	0.00	0.00	0.38	0.04	0.00	1.97	0.12	0.38	0.38	0.38
17.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.09	2.00	0.00	0.00	0.29	0.00	0.00	1.01	0.21	0.41	0.29	0.29
18.00	0.00	0.00	0.79	0.00	0.00	0.00	0.00	0.00	0.00	0.47	2.00	0.00	0.00	0.18	0.00	0.00	0.62	0.82	0.98	0.19	0.20
19.00	0.00	0.00	0.72	0.00	0.00	0.00	0.00	0.00	0.02	0.61	2.00	0.00	0.00	0.00	0.00	0.00	0.92	0.00	0.25	0.00	0.00
20.00	0.00	0.05	1.22	0.00	0.00	0.00	0.00	0.08	0.12	0.79	1.99	0.00	0.00	0.24	0.12	0.00	2.00	0.61	1.11	0.21	0.22
21.00	0.00	0.27	0.91	0.00	0.00	0.00	0.00	0.34	0.37	0.67	2.00	0.00	0.00	0.00	0.02	0.00	1.47	0.24	0.87	0.12	0.11
22.00	0.00	0.55	1.52	0.00	0.00	0.00	0.00	0.38	0.54	0.47	2.00	0.00	0.00	0.08	0.20	0.00	0.49	0.00	0.06	0.08	0.08
23.00	0.00	0.14	1.50	0.00	0.00	0.00	0.00	0.19	0.18	1.70	2.00	0.00	0.00	0.00	0.16	0.00	0.51	0.46	0.31	0.00	0.00
24.00	0.00	0.00	1.47	0.00	0.00	0.00	0.00	0.02	0.07	1.11	2.00	0.00	0.00	0.00	0.05	0.00	0.73	0.85	0.31	0.00	0.00
25.00	0.00	0.00	1.02	0.00	0.00	0.00	0.00	0.00	0.00	0.82	2.00	0.00	0.00	0.00	0.00	0.00	0.92	0.05	1.11	0.00	0.00
26.00	0.00	0.15	1.45	0.00	0.00	0.00	0.00	0.15	0.15	0.13	1.99	0.00	0.00	0.00	0.15	0.00	1.74	0.00	0.20	0.00	0.00
27.00	0.00	0.00	1.10	0.00	0.00	0.00	0.00	0.00	0.00	0.18	2.00	0.00	0.00	0.00	0.00	0.00	1.01	0.00	0.00	0.00	0.00
28.00	0.00	0.28	1.47	0.00	0.00	0.00	0.00	0.27	0.28	0.42	2.00	0.00	0.00	0.21	0.21	0.00	0.60	0.00	0.14	0.04	0.02
29.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.81	2.00	0.00	0.00	0.09	0.00	0.00	1.11	0.01	1.79	0.64	0.64
30.00	0.00	0.00	0.42	0.00	0.00	0.00	0.00	0.00	0.00	0.22	2.00	0.00	0.00	0.00	0.00	0.00	0.31	0.01	0.54	0.42	0.42
31.00	0.00	0.00	0.67	0.00	0.00	0.00	0.00	0.09	0.19	2.28	2.00	0.00	0.00	0.00	0.08	0.00	0.00	0.16	0.94	0.94	0.68
32.00	0.00	0.05	1.34	0.00	0.00	0.00	0.00	0.06	0.09	1.24	1.99	0.00	0.00	0.00	0.04	0.00	0.15	1.39	0.33	0.24	0.24
33.00	0.00	0.00	1.88	0.00	0.00	0.00	0.00	0.00	0.00	0.48	2.00	0.00	0.00	0.00	0.00	0.00	0.92	0.04	0.00	0.00	0.00
34.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.09	0.49	2.00	0.00	0.00	0.00	0.01	0.00	1.04	0.00	0.00	0.00	0.00
35.00	0.00	0.06	0.49	0.00	0.00	0.00	0.00	0.07	0.04	0.34	2.00	0.00	0.00	0.00	0.08	0.00	0.75	0.00	0.00	0.00	0.00
36.00	0.00	0.14	0.12	0.00	0.00	0.00	0.00	0.15	0.12	0.01	2.00	0.00	0.00	0.00	0.00	0.00	0.42	0.00	0.00	0.00	0.00
37.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.39	2.00	0.00	0.00	0.00	0.00	0.00	0.95	0.00	0.00	0.00	0.00
38.00	0.00	0.16	0.39	0.00	0.00	0.00	0.00	0.11	0.16	0.45	1.99	0.00	0.00	0.15	0.09	0.00	0.05	0.00	0.32	0.14	0.00
39.00	0.00	0.00	1.70	0.00	0.00	0.00	0.00	0.00	0.00	1.42	2.00	0.00	0.00	0.00	0.00	0.00	1.77	1.26	0.19	0.21	0.21
40.00	0.00	0.00	1.50	0.00	0.00	0.00	0.00	0.00	0.00	1.47	2.00	0.00	0.00	0.00	0.00	0.00	1.34	1.26	0.00	0.00	0.00
41.00	0.00	0.00	0.34	0.00	0.00	0.00	0.00	0.00	0.00	0.55	2.00	0.00	0.00	0.00	0.00	0.00	0.21	0.16	0.60	0.00	0.00
42.00	0.00	0.04	0.18	0.00	0.00	0.00	0.00	0.08	0.07	0.22	2.00	0.00	0.00	0.11	0.07	0.00	0.72	0.21	0.09	0.11	0.00
43.00	0.00	0.00	0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.32	2.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.52	0.00	0.00
