Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.161s)
CreateVariables () DONE !!!
Creating 9 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	1.34	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
5.00	0.85	0.92	0.84	1.10	2.00	0.82	0.84	0.00	0.82
6.00	1.99	2.00	1.99	2.01	2.00	1.99	1.99	1.10	2.00
7.00	2.00	1.99	2.00	1.99	2.00	2.00	2.00	2.00	2.00
8.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00	2.00	2.00
9.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
10.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
11.00	1.98	2.00	2.00	1.99	2.00	2.00	2.00	1.99	1.99
12.00	2.01	2.00	1.99	2.00	2.00	2.00	1.99	2.00	1.99
13.00	1.99	1.99	2.00	2.00	2.00	1.99	2.00	2.00	2.00
14.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00	2.00	2.00
15.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
16.00	1.99	2.00	1.99	2.00	2.00	2.00	1.99	2.00	1.99
17.00	2.00	2.00	2.00	2.00	2.00	1.99	2.00	1.99	2.00
18.00	1.99	2.00	2.00	2.00	2.00	2.00	1.99	2.00	1.99
19.00	2.00	2.00	1.99	1.99	2.00	2.00	2.00	2.00	2.00
20.00	2.00	1.99	2.00	2.00	1.99	2.00	2.00	2.00	2.00
21.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
22.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
23.00	1.99	2.00	1.97	2.00	2.00	1.99	2.00	2.00	0.69
24.00	2.00	2.00	2.00	2.00	2.00	2.01	1.99	1.99	0.00
25.00	1.99	2.00	2.00	1.99	2.00	1.99	2.00	2.00	0.00
26.00	2.00	1.99	1.99	2.00	1.99	2.00	2.00	2.00	0.00
27.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	0.00
28.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	0.00
29.00	2.00	2.00	2.00	1.99	2.00	2.00	2.00	2.00	0.00
