Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.409s)
CreateVariables () DONE !!!
Creating 9 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
2.00	0.00	1.91	0.00	1.47	1.99	0.00	0.00	0.00	1.84
3.00	0.00	2.00	0.00	2.00	2.00	1.90	0.12	0.00	1.99
4.00	0.00	2.00	1.81	1.94	2.00	2.00	1.71	1.87	1.99
5.00	0.00	2.00	1.99	2.00	2.00	2.00	2.00	2.00	1.99
6.00	0.49	2.00	1.97	2.00	2.00	1.99	1.95	1.99	1.95
7.00	1.51	1.99	1.99	2.00	2.00	2.00	1.95	1.99	2.00
8.00	0.00	2.00	1.98	2.00	1.99	2.00	1.87	1.94	1.92
9.00	0.47	2.00	2.00	2.00	2.00	2.00	1.98	2.00	2.00
10.00	2.00	2.00	2.00	2.00	2.00	1.99	1.99	1.98	2.00
11.00	1.99	2.00	2.00	1.99	2.00	2.01	2.00	1.98	1.97
12.00	1.99	2.00	1.99	2.01	2.00	1.99	2.00	1.97	2.01
13.00	2.00	1.99	2.00	1.99	2.00	2.00	2.00	1.94	1.99
14.00	1.99	2.00	1.99	2.00	1.99	1.99	1.99	2.00	1.98
15.00	2.00	2.00	2.00	2.00	2.00	1.99	2.00	1.99	2.00
16.00	2.00	2.00	2.00	2.00	2.00	1.97	1.99	2.00	1.99
17.00	1.98	2.00	1.98	2.00	2.00	1.98	1.92	2.00	2.00
18.00	2.00	2.00	1.99	1.99	2.00	1.99	2.01	1.99	2.00
19.00	1.99	2.00	2.00	2.00	2.00	1.98	1.99	2.00	2.00
20.00	1.98	1.99	1.99	2.00	1.99	2.00	2.00	2.00	1.97
21.00	2.00	2.00	2.00	2.00	2.00	1.98	2.00	2.00	2.00
22.00	1.99	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
23.00	2.00	2.00	1.99	2.00	2.00	2.00	1.99	2.00	1.98
24.00	1.99	2.00	2.01	1.99	2.00	1.97	2.01	1.99	2.00
25.00	2.00	2.00	1.99	2.00	2.00	2.00	1.99	2.00	2.00
26.00	1.99	1.99	1.99	2.00	1.99	1.97	1.99	2.00	1.99
27.00	2.00	2.00	2.00	2.00	2.00	1.98	2.00	2.00	2.00
28.00	2.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00	2.00
29.00	2.00	2.00	1.99	2.00	2.00	1.99	2.00	1.99	1.99
30.00	2.00	2.00	1.99	2.00	2.00	1.99	1.99	2.01	2.00
31.00	1.99	2.00	2.00	1.99	2.00	2.00	2.00	1.99	2.00
32.00	1.99	1.99	1.99	2.00	1.99	1.99	1.99	2.00	1.99
33.00	2.00	2.00	2.00	2.00	2.00	1.98	2.00	2.00	2.00
34.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
35.00	0.04	2.00	1.99	2.00	2.00	2.00	2.00	1.99	1.99
36.00	0.00	2.00	1.99	1.99	2.00	1.98	2.00	2.00	2.00
37.00	0.00	2.00	2.00	2.00	2.00	1.97	1.99	2.00	1.99
38.00	0.00	1.99	1.99	2.00	1.99	1.98	2.00	2.00	2.00
39.00	0.00	2.00	2.00	2.00	2.00	1.98	2.00	2.00	2.00
40.00	0.00	2.00	2.00	2.00	2.00	1.97	2.00	2.00	2.00
41.00	0.00	1.99	2.00	2.00	2.00	1.99	1.99	2.00	2.00
42.00	0.00	2.01	1.99	1.99	2.00	1.99	2.00	2.00	1.99
43.00	0.00	2.00	2.00	2.00	2.00	1.95	1.99	2.00	2.00
44.00	0.00	1.99	1.99	2.00	1.99	1.99	2.00	1.99	2.00
45.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
46.00	0.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00	2.00
47.00	0.00	2.00	1.99	2.00	2.00	1.99	0.02	2.00	2.00
48.00	0.00	2.00	2.00	2.00	2.00	1.99	0.00	2.00	1.99
49.00	0.00	2.00	1.99	1.99	2.00	1.99	0.00	2.00	2.00
50.00	0.00	1.99	2.00	2.00	2.00	2.00	0.00	1.99	2.00
51.00	0.00	2.00	2.00	2.00	1.99	1.99	0.00	2.00	2.00
52.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
53.00	0.00	2.00	2.00	2.00	2.00	1.99	0.00	2.00	2.00
54.00	0.00	2.00	2.00	2.00	2.00	1.99	0.00	1.99	1.99
55.00	0.00	2.00	2.00	1.99	2.00	2.00	0.00	2.00	2.00
56.00	1.94	1.99	1.90	2.00	2.00	1.94	2.19	2.00	1.99
57.00	2.00	2.00	2.00	1.97	1.99	1.99	2.00	1.99	2.00
58.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99	1.94	2.00
59.00	2.00	2.00	1.99	1.98	2.00	1.98	1.99	1.99	1.98
60.00	1.99	2.00	2.00	2.00	2.00	2.00	2.00	1.97	2.00
61.00	2.00	2.00	2.00	1.97	2.00	2.01	2.00	1.99	1.99
62.00	2.00	2.00	2.00	1.94	2.00	1.99	1.98	1.95	1.99
63.00	2.00	1.99	2.00	1.99	1.99	2.00	2.00	1.98	1.99
64.00	1.99	2.00	2.00	1.95	2.00	2.00	2.00	1.98	2.00
65.00	1.95	1.93	2.00	1.98	2.00	2.00	1.97	1.97	2.00
66.00	1.92	2.01	1.99	1.95	2.00	1.98	2.00	1.99	2.00
67.00	1.95	1.99	2.00	1.99	2.00	2.00	2.00	2.00	2.00
68.00	1.90	1.99	1.99	1.98	2.00	2.00	1.99	2.00	1.99
69.00	1.94	2.00	2.00	1.99	1.99	1.99	2.00	2.00	2.00
70.00	1.95	1.99	2.00	2.00	2.00	2.00	2.00	1.99	2.00
71.00	0.04	0.04	1.99	2.00	2.00	2.00	1.98	2.01	1.99
72.00	0.00	0.00	2.00	2.00	2.00	1.99	2.01	1.99	2.00
73.00	0.00	0.00	2.00	2.00	2.00	2.00	1.99	2.00	1.99
74.00	0.00	0.00	2.00	1.97	2.00	2.00	1.99	2.00	1.99
75.00	0.00	0.00	2.00	1.98	1.99	2.00	2.00	2.00	2.00
76.00	0.00	0.00	2.00	1.99	2.00	2.00	2.00	2.00	2.00
77.00	0.00	0.00	2.00	1.99	2.00	2.00	1.98	2.00	2.00
78.00	0.00	0.00	1.99	1.99	2.00	2.00	2.00	2.00	2.00
79.00	0.00	0.00	2.00	2.00	2.00	1.99	2.00	1.99	2.00
80.00	0.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99
81.00	0.00	0.00	2.00	1.99	1.99	2.00	2.00	2.00	2.00
82.00	0.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
83.00	0.00	0.00	1.99	2.00	2.00	2.00	1.99	2.00	2.00
84.00	0.00	0.00	1.99	2.00	2.00	2.00	2.00	1.99	2.00
85.00	0.00	0.00	2.00	2.00	2.00	1.99	1.99	2.00	1.99
86.00	0.00	0.00	2.00	1.99	2.00	2.00	1.99	2.00	2.00
87.00	0.00	0.00	2.00	1.99	1.99	2.00	2.00	2.00	2.00
88.00	0.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
89.00	2.47	2.43	1.98	2.00	2.00	2.00	1.98	1.99	1.97
90.00	1.94	2.00	1.99	1.98	2.00	1.99	1.99	1.99	2.01
91.00	1.94	1.99	2.01	2.00	2.00	2.00	2.00	1.97	1.99
92.00	1.97	2.00	1.99	1.95	2.00	2.00	1.99	1.98	1.99
93.00	1.97	2.00	2.00	2.00	1.99	2.00	2.00	1.98	2.00
94.00	1.93	2.00	2.00	2.00	2.00	2.00	2.00	1.98	2.00
95.00	1.98	1.99	1.99	2.00	2.00	2.00	1.99	1.97	1.98
96.00	1.97	1.99	2.00	2.00	2.00	1.99	2.01	2.00	1.99
97.00	1.95	2.00	2.00	1.97	2.00	2.00	1.99	1.95	2.00
98.00	1.95	1.99	1.98	2.00	2.00	2.00	1.98	2.00	2.00
99.00	1.98	1.99	1.99	2.00	2.00	2.00	2.00	1.95	2.00
100.00	1.97	2.00	2.00	1.98	1.99	2.00	2.00	1.97	2.00
101.00	1.98	1.88	1.99	2.00	2.00	2.00	1.98	1.99	2.00
102.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99
103.00	2.00	2.00	1.99	2.00	2.00	2.00	1.99	2.00	2.00
104.00	1.98	2.00	1.99	1.99	2.00	1.99	2.00	1.99	1.97
105.00	2.00	1.99	2.00	2.00	2.00	2.00	2.00	1.98	2.00
106.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00	2.00	2.00
107.00	1.99	2.00	1.99	2.00	2.00	2.00	1.99	2.00	1.99
108.00	2.00	2.00	2.00	2.00	2.00	1.99	2.00	1.99	1.99
109.00	1.99	2.00	1.99	2.00	2.00	2.01	2.00	1.99	2.00
110.00	1.99	2.00	1.97	1.99	2.00	2.00	1.99	1.98	1.99
111.00	2.00	2.00	2.00	2.00	2.00	1.98	2.00	2.00	2.00
112.00	2.00	1.99	2.00	2.00	1.99	1.98	2.00	1.99	2.00
113.00	1.99	2.00	2.00	2.00	2.00	1.98	1.99	1.99	1.99
114.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99	2.00	2.01
115.00	1.99	2.00	1.99	2.00	2.00	1.99	2.00	1.98	1.99
116.00	1.99	2.00	1.99	1.99	2.00	1.97	1.99	2.00	1.99
117.00	2.00	2.00	2.00	2.00	2.00	1.97	2.00	2.00	2.00
118.00	2.00	1.99	2.00	2.00	1.99	1.95	2.00	1.99	2.00
119.00	1.99	2.00	1.98	2.00	2.00	1.99	1.99	2.00	2.00
120.00	2.00	2.00	2.00	2.00	2.00	1.99	1.99	1.99	2.00
121.00	1.99	2.00	2.00	2.00	2.00	1.98	2.00	1.97	1.99
122.00	1.99	2.00	2.00	2.00	2.00	1.99	2.00	1.99	1.99
123.00	2.00	2.00	2.00	1.98	2.00	1.99	2.00	1.99	2.00
124.00	2.00	1.99	2.00	2.00	1.99	1.99	2.00	1.98	2.00
125.00	1.99	2.00	0.02	2.00	2.00	2.00	1.99	1.99	2.00
126.00	2.00	2.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00
127.00	2.00	2.00	0.00	2.00	2.00	1.99	2.00	2.00	1.99
128.00	1.98	2.00	0.00	1.99	2.00	2.00	1.99	1.99	2.00
129.00	2.00	2.00	0.00	2.00	2.00	2.00	2.00	1.99	2.00
130.00	2.00	1.99	0.00	1.99	1.99	2.00	2.00	2.00	2.00
131.00	2.00	2.00	0.00	2.00	2.00	2.00	1.99	1.99	1.98
132.00	2.00	2.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00
133.00	2.00	2.00	0.00	2.00	2.00	2.00	1.99	1.99	1.99
134.00	1.99	2.00	0.00	1.99	2.00	1.99	2.00	1.98	2.00
135.00	2.00	2.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00
136.00	2.00	1.99	0.00	2.00	1.99	2.00	2.00	2.00	2.00
137.00	1.99	2.00	0.00	2.00	2.00	2.00	1.99	2.00	2.00
138.00	2.00	2.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00
139.00	2.00	2.00	0.00	2.00	2.00	2.00	2.00	1.99	1.99
140.00	1.99	2.00	0.00	1.99	2.00	2.00	1.99	2.01	2.00
141.00	2.00	2.00	0.00	2.01	2.00	1.99	2.00	1.99	2.00
142.00	2.00	1.99	0.00	1.99	2.00	2.00	2.00	2.00	2.00
143.00	0.87	1.63	2.45	1.85	1.99	1.67	1.72	1.99	1.64
144.00	2.07	2.01	1.97	2.05	2.00	2.03	2.08	1.94	2.01
145.00	2.00	2.00	1.99	2.00	2.00	2.00	2.00	1.95	2.00
146.00	1.98	1.99	2.00	2.00	2.00	1.99	1.97	1.99	1.99
147.00	1.99	2.01	2.00	1.99	2.00	2.00	2.00	2.00	2.00
148.00	2.00	1.99	2.00	2.00	2.00	2.00	2.00	1.98	2.00
149.00	1.99	2.00	1.99	2.00	1.99	2.00	1.99	1.98	1.99
150.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	1.97	2.00
151.00	2.00	2.00	2.00	1.99	2.00	2.00	2.00	1.98	2.00
152.00	2.00	2.00	1.98	2.00	2.00	2.00	1.98	1.97	1.98
153.00	1.99	2.00	1.99	2.00	2.00	1.99	2.00	1.97	2.00
154.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99	1.95	2.00
155.00	2.00	1.99	2.00	2.00	1.99	2.00	2.00	1.97	2.00
156.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	1.94	2.00
157.00	2.00	2.00	1.99	2.00	2.00	2.00	2.00	1.98	2.00
158.00	2.00	2.00	2.00	1.99	2.00	2.00	1.99	1.99	2.00
159.00	1.99	2.00	2.00	2.00	2.00	2.00	2.00	1.95	1.99
160.00	2.00	2.00	2.00	2.00	2.00	1.99	2.00	1.94	2.00
161.00	1.99	1.99	2.00	2.00	1.99	2.00	1.99	1.98	1.99
162.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	1.98	2.00
163.00	1.99	2.00	2.00	2.00	2.00	2.00	2.00	1.98	1.99
164.00	0.05	2.00	1.97	2.00	2.00	2.00	1.98	1.99	1.99
165.00	0.00	2.00	2.00	1.99	2.00	2.00	2.00	1.98	2.00
166.00	0.00	2.00	2.00	2.00	2.00	1.99	1.99	1.98	2.00
167.00	0.00	1.99	2.00	2.00	1.99	2.00	2.00	1.97	2.00
168.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	1.95	2.00
169.00	0.00	2.00	2.00	2.00	2.00	2.00	1.99	1.97	2.00
170.00	0.00	2.00	1.98	2.00	2.00	2.00	2.00	2.00	1.99
171.00	0.00	2.00	2.00	1.99	2.00	2.00	2.00	1.97	2.00
172.00	0.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00	1.99
173.00	0.00	1.99	1.99	2.00	1.99	2.00	1.98	1.97	1.99
174.00	0.00	1.99	2.00	2.00	2.00	2.00	2.00	1.98	2.00
175.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	1.98	2.00
176.00	0.00	2.00	1.99	2.00	2.00	2.00	0.02	1.97	1.99
177.00	0.00	2.00	2.01	2.00	2.00	1.99	0.00	1.99	2.00
178.00	0.00	2.00	1.99	1.99	2.00	2.01	0.00	1.97	2.00
179.00	0.00	1.99	1.99	2.00	1.99	1.99	0.00	2.00	0.02
10.1.1.1	1.31	5457.86
10.1.1.2	1.83	1439.00
10.1.1.3	1.81	3736.65
10.1.1.4	2.03	2125.76
10.2.1.2	2.04	7.87
10.1.1.6	2.02	2080.64
10.1.1.7	1.85	3468.64
