Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.329s)
CreateVariables () DONE !!!
Creating 8 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7
2.00	0.00	1.78	0.66	0.00	1.99	0.00	0.00	1.98
3.00	0.00	2.00	1.93	0.00	2.00	1.87	1.81	1.97
4.00	1.13	1.94	1.68	1.19	2.00	2.00	1.92	1.35
5.00	1.97	0.79	1.78	1.84	2.00	2.00	1.85	1.88
6.00	1.99	1.60	1.93	1.71	2.00	1.98	1.79	1.75
7.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
8.00	2.00	1.99	1.99	1.98	1.99	2.00	1.99	1.99
9.00	2.00	2.00	1.98	2.00	2.00	2.00	2.01	1.97
10.00	2.00	1.99	2.00	1.99	2.00	2.00	1.99	2.01
11.00	1.98	2.00	2.00	1.99	2.00	2.00	2.00	1.99
12.00	1.99	1.99	2.00	2.00	2.00	1.99	2.00	2.00
13.00	2.00	2.00	2.00	1.99	2.00	2.00	2.00	2.00
14.00	2.00	2.00	1.99	1.99	1.99	2.00	2.00	2.00
15.00	2.00	2.00	2.00	1.99	2.00	2.00	2.00	1.99
16.00	1.91	1.72	1.53	0.46	2.00	1.95	1.70	0.53
17.00	1.99	1.88	1.64	0.13	2.00	1.99	1.98	0.28
18.00	1.98	1.79	1.88	0.01	2.00	1.95	1.92	0.00
19.00	2.03	2.03	2.05	0.00	2.00	2.04	1.97	0.29
20.00	1.99	2.00	1.97	0.78	1.99	1.87	1.68	0.15
21.00	2.00	2.00	1.98	0.99	2.00	2.00	1.94	1.01
22.00	2.00	2.00	1.94	1.99	2.00	2.00	1.99	1.99
23.00	2.00	2.00	1.99	2.00	2.00	2.00	2.00	2.00
24.00	2.00	1.99	1.98	2.00	2.00	2.00	2.00	2.00
25.00	2.00	2.00	1.95	2.00	2.00	1.99	2.00	2.00
26.00	1.99	2.00	1.99	1.99	1.99	2.00	2.00	2.00
27.00	2.00	2.00	1.94	2.00	2.00	2.00	2.00	2.00
28.00	2.00	2.00	1.95	2.00	2.00	2.00	2.00	1.99
29.00	2.00	2.00	1.98	1.99	2.00	2.00	2.00	2.00
30.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99	2.00
31.00	2.00	1.99	1.99	2.00	2.00	1.99	2.00	2.00
32.00	1.99	2.00	2.00	2.00	1.99	1.99	2.00	2.00
33.00	2.00	2.00	1.98	2.00	2.00	2.00	2.00	2.00
34.00	2.00	2.00	1.97	2.00	2.00	2.00	1.99	1.99
35.00	2.00	2.00	1.98	1.99	2.00	2.00	2.00	2.00
36.00	2.00	1.99	1.97	2.00	2.00	2.00	2.01	2.00
37.00	2.00	2.01	1.97	2.00	2.00	1.99	1.99	2.00
38.00	1.99	1.99	1.97	1.99	1.99	2.00	2.00	2.00
39.00	2.00	2.00	1.95	2.00	2.00	2.00	2.00	2.00
40.00	2.00	2.00	1.98	2.00	2.00	2.00	1.99	2.00
41.00	2.00	2.00	1.97	1.99	2.00	2.00	2.01	1.99
42.00	2.00	2.00	1.95	2.00	2.00	2.00	2.00	2.00
43.00	2.00	1.99	1.99	2.00	2.00	1.99	1.99	2.00
44.00	1.99	2.00	1.97	1.99	1.99	2.00	2.00	2.00
45.00	2.00	2.00	1.98	2.00	2.00	2.00	1.99	2.00
46.00	2.00	2.00	1.97	2.00	2.00	2.00	2.00	1.99
47.00	2.00	2.00	1.95	1.97	2.00	2.00	2.00	2.00
48.00	2.00	2.00	1.98	2.00	2.00	1.99	2.00	2.00
49.00	2.00	1.99	1.98	2.00	2.00	2.00	2.00	2.00
50.00	1.99	2.00	1.93	2.00	2.00	2.00	2.00	0.52
51.00	2.00	2.00	1.92	2.00	1.99	2.00	2.00	0.00
52.00	2.00	2.00	1.88	2.00	2.00	2.00	2.00	0.00
53.00	2.00	2.00	0.68	0.69	2.00	0.69	0.69	0.00
54.00	2.00	1.99	0.00	0.00	2.00	0.00	0.00	0.00
55.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
56.00	1.99	2.00	0.00	0.00	2.00	0.00	0.00	0.00
57.00	2.00	2.00	0.00	0.00	1.99	0.00	0.00	0.00
58.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
59.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
60.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
61.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
62.00	2.00	1.99	0.00	0.00	2.00	0.00	0.00	0.00
63.00	1.99	2.00	0.00	0.00	1.99	0.00	0.00	0.00
64.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
65.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
66.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
67.00	2.00	1.99	0.00	0.00	2.00	0.00	0.00	0.00
68.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
69.00	1.99	2.00	0.00	0.00	1.99	0.00	0.00	0.00
70.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
71.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
72.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
73.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
74.00	2.00	1.99	0.00	0.00	2.00	0.00	0.00	0.00
75.00	1.99	2.00	0.00	0.00	1.99	0.00	0.00	0.00
76.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
77.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
78.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
79.00	2.00	1.99	0.00	0.00	2.00	0.00	0.00	0.00
80.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
81.00	1.99	2.00	0.00	0.00	1.99	0.00	0.00	0.00
82.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
