Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.317s)
CreateVariables () DONE !!!
Creating 12 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11
2.00	0.00	0.00	0.00	1.31	0.00	0.37	1.99	0.00	0.00	0.94	0.00	0.00
3.00	0.00	0.00	0.00	0.40	0.00	0.33	2.00	0.00	0.00	0.58	0.00	0.00
4.00	1.90	1.47	0.68	1.55	0.00	0.44	2.00	1.78	0.91	1.10	0.01	0.60
5.00	1.94	1.99	1.79	0.77	0.00	0.00	2.00	1.95	1.74	0.60	0.00	0.00
6.00	2.00	1.93	1.63	1.00	0.00	0.00	2.00	2.00	2.06	1.87	0.01	0.13
7.00	2.00	1.98	1.45	0.32	0.00	0.35	2.00	1.99	1.63	1.01	0.35	0.53
8.00	2.00	1.93	1.93	0.54	0.00	0.00	1.99	1.91	1.19	0.58	0.00	0.00
9.00	2.00	2.00	2.00	0.00	0.00	0.00	2.00	2.00	2.17	0.24	0.00	0.00
10.00	1.99	1.94	1.86	0.53	0.00	0.02	2.00	1.90	1.81	0.75	0.02	0.20
11.00	2.01	1.99	1.33	0.74	0.00	0.00	2.00	1.83	0.79	0.33	0.00	0.31
12.00	1.99	1.87	0.99	0.00	0.00	0.00	2.00	1.74	0.21	0.12	0.00	0.00
13.00	2.00	1.99	0.78	1.95	0.00	1.32	2.00	1.99	1.88	0.41	1.42	0.00
14.00	2.00	2.00	1.97	0.31	0.00	0.00	1.99	1.99	2.00	0.15	0.00	0.00
15.00	2.00	2.00	1.94	0.13	0.00	0.00	2.00	2.00	1.78	0.52	0.00	0.14
16.00	1.99	1.99	1.99	0.01	0.00	0.00	2.00	1.99	1.98	1.08	0.00	0.00
17.00	2.01	1.87	1.50	0.00	0.00	0.00	2.00	1.90	0.73	1.40	0.00	0.00
18.00	2.00	1.52	1.66	0.05	0.00	0.05	2.00	2.00	1.40	0.66	0.04	0.07
19.00	1.99	1.83	1.57	0.87	0.00	0.00	2.00	1.93	0.89	0.31	0.00	0.00
20.00	1.79	1.71	1.66	0.34	0.00	0.00	1.99	1.80	1.65	1.54	0.00	0.00
21.00	2.06	2.25	1.92	0.34	0.00	0.00	2.00	1.88	1.61	0.99	0.00	0.08
22.00	1.95	1.98	1.59	1.06	0.00	0.11	2.00	1.94	1.51	1.05	0.11	0.00
23.00	2.03	2.03	1.88	0.84	0.00	0.00	2.00	1.99	1.65	1.04	0.00	0.00
24.00	2.00	1.94	1.91	1.74	0.00	0.25	2.00	1.99	1.74	0.28	0.25	0.00
25.00	2.00	1.95	1.78	1.79	0.00	0.08	2.00	2.00	1.91	0.64	0.07	0.04
26.00	1.98	1.80	0.84	0.13	0.00	0.00	1.99	1.86	1.41	0.71	0.00	0.11
27.00	1.99	1.99	1.58	0.85	0.00	0.25	2.00	2.00	1.91	1.44	0.26	1.57
28.00	2.01	2.01	1.94	0.32	0.00	0.00	2.00	1.88	1.92	1.71	0.00	0.07
29.00	2.00	1.90	1.84	0.04	0.00	0.00	2.00	2.01	1.86	0.02	0.00	0.00
30.00	2.00	1.98	1.72	1.63	0.00	0.11	2.00	2.00	1.75	0.61	0.14	0.00
31.00	2.00	1.91	2.00	0.20	0.00	0.11	2.00	1.99	1.47	0.51	0.08	0.00
32.00	1.99	2.00	1.42	0.75	0.00	0.00	1.99	2.00	0.94	0.49	0.00	0.00
33.00	2.00	2.00	1.58	0.84	0.00	0.00	2.00	1.90	1.15	0.00	0.00	0.00
34.00	2.00	2.00	1.92	1.18	0.00	0.31	2.00	2.03	1.20	0.11	0.00	0.01
35.00	1.52	1.93	0.57	0.44	0.00	0.00	2.00	1.72	1.31	0.00	0.00	0.00
36.00	0.81	1.87	1.26	0.77	0.00	0.00	2.00	2.08	1.81	0.82	0.00	0.00
37.00	1.99	2.04	1.94	2.11	0.00	0.00	2.00	2.00	1.98	0.61	0.00	0.07
38.00	2.00	1.97	1.74	1.40	0.00	0.00	1.99	1.98	1.79	1.41	0.00	0.00
39.00	2.00	2.03	2.01	2.16	0.00	0.00	2.00	2.03	2.04	2.06	0.00	0.72
40.00	2.00	2.00	2.00	2.01	0.00	0.00	2.00	2.00	2.00	1.99	0.00	2.00
41.00	2.00	1.86	1.97	1.50	0.00	0.13	2.00	1.99	1.64	1.46	0.09	0.88
42.00	2.00	1.90	1.78	0.82	0.00	0.00	2.00	1.88	1.00	0.00	0.00	0.02
43.00	1.99	1.99	1.93	0.31	0.00	0.00	2.00	2.01	2.53	0.12	0.00	0.00
44.00	1.99	1.94	1.88	0.00	0.00	0.00	1.99	1.99	1.11	0.61	0.00	0.00
45.00	1.99	2.00	1.93	1.12	0.00	0.00	2.00	2.00	1.73	0.35	0.00	0.00
46.00	2.00	2.00	1.88	1.83	0.00	0.00	2.00	2.00	1.95	0.61	0.00	0.06
47.00	2.00	2.00	2.04	0.82	0.00	0.00	2.00	1.99	1.58	0.78	0.00	0.58
48.00	2.00	1.95	1.81	1.19	0.00	0.00	2.00	2.01	1.93	1.31	0.00	0.34
49.00	2.00	1.99	1.27	0.00	0.00	0.00	2.00	1.99	1.24	0.11	0.00	0.00
50.00	1.99	1.61	1.51	0.00	0.00	0.00	2.00	2.00	2.26	0.82	0.00	0.00
51.00	2.00	2.26	2.16	2.06	0.00	0.00	1.99	2.00	2.08	2.05	0.00	0.00
52.00	2.00	1.98	1.75	1.21	0.00	0.00	2.00	2.00	1.77	0.69	0.00	0.00
53.00	2.00	2.00	1.73	0.37	0.00	0.00	2.00	1.95	1.66	1.44	0.00	0.31
54.00	2.00	1.80	0.31	0.00	0.00	0.00	2.00	1.70	0.00	0.00	0.00	0.00
55.00	2.00	1.99	1.41	0.02	0.00	0.00	2.00	2.01	0.87	0.31	0.00	0.00
56.00	1.99	2.00	2.17	1.81	0.00	0.00	2.00	2.00	1.95	1.42	0.00	0.00
57.00	2.00	2.00	1.94	2.00	0.00	0.00	1.99	2.00	1.97	2.00	0.00	0.00
58.00	2.00	2.00	2.00	2.00	0.00	0.00	2.00	2.00	1.93	1.99	0.00	0.00
59.00	2.00	2.00	2.00	1.99	0.00	0.00	2.00	2.00	2.00	2.00	0.00	0.00
60.00	2.00	2.00	1.97	2.00	0.00	0.00	2.00	2.00	1.97	2.00	0.00	0.00
61.00	2.00	1.85	1.86	1.55	0.00	0.00	2.00	2.00	1.91	0.51	0.00	0.00
62.00	2.00	1.99	1.60	0.28	0.00	0.00	2.00	1.99	1.87	0.09	0.00	0.00
63.00	1.28	1.15	1.68	1.19	0.00	0.00	1.99	1.45	1.26	0.38	0.00	0.00
64.00	2.00	1.65	1.77	0.51	0.00	0.00	2.00	1.86	1.64	0.22	0.00	0.08
65.00	2.00	1.67	1.81	0.09	0.00	0.00	2.00	1.88	1.65	0.41	0.00	0.00
66.00	1.92	1.88	1.63	0.51	0.00	0.00	2.00	1.99	1.74	0.80	0.00	0.14
67.00	2.08	2.00	1.84	1.18	0.00	0.00	2.00	1.74	1.72	1.21	0.00	0.00
68.00	2.00	1.85	1.66	1.60	0.00	0.00	2.00	1.98	1.87	0.39	0.00	0.08
69.00	1.99	2.00	1.81	1.65	0.00	0.00	1.99	1.94	1.30	0.00	0.00	0.00
70.00	2.00	1.99	1.92	2.00	0.00	0.00	2.00	2.00	1.80	0.00	0.00	0.00
71.00	1.99	2.00	1.79	1.75	0.00	0.00	2.00	1.94	1.78	0.31	0.00	0.00
72.00	1.87	2.00	1.68	1.63	0.00	0.00	2.00	2.04	1.88	1.38	0.00	0.55
73.00	1.91	1.97	1.72	1.54	0.00	0.00	2.00	1.57	1.44	0.47	0.00	0.00
74.00	1.98	1.98	0.19	0.31	0.00	0.00	2.00	1.00	0.80	0.00	0.00	0.00
75.00	2.00	1.93	2.04	1.72	0.00	0.00	1.99	2.28	1.64	0.46	0.00	0.29
76.00	2.00	2.00	1.99	0.28	0.00	0.00	2.00	1.99	2.00	0.09	0.00	0.00
77.00	2.00	1.92	1.70	0.81	0.00	0.00	2.00	1.84	1.60	0.93	0.00	0.00
78.00	2.00	1.97	1.92	1.83	0.00	0.15	2.00	1.98	1.97	1.90	0.14	0.05
79.00	2.00	1.97	1.78	1.86	0.00	0.00	2.00	1.97	1.95	1.80	0.00	0.35
80.00	2.00	1.91	1.51	0.47	0.00	0.00	2.00	1.87	1.63	0.54	0.00	0.00
81.00	1.98	2.13	1.94	1.06	0.00	0.00	1.99	2.13	1.55	0.84	0.00	0.00
82.00	2.00	2.00	2.00	0.00	0.00	0.00	2.00	2.00	1.83	0.55	0.00	0.40
83.00	2.00	2.00	1.93	0.80	0.00	0.00	2.00	2.00	1.93	0.31	0.00	0.00
84.00	2.00	2.00	2.00	1.93	0.00	0.00	2.00	2.00	2.00	1.88	0.00	0.00
85.00	2.00	1.99	1.32	1.17	0.00	0.00	2.00	1.98	1.50	1.40	0.00	0.00
86.00	2.00	1.94	0.33	0.28	0.00	0.02	2.00	1.98	1.95	1.44	0.28	0.49
87.00	1.99	2.05	2.06	2.05	0.00	0.00	1.99	2.03	2.05	2.38	0.00	0.00
88.00	2.00	1.99	1.83	1.71	0.00	0.00	2.00	1.90	1.65	1.34	0.00	1.32
