Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.385s)
CreateVariables () DONE !!!
Creating 20 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19
2.00	0.00	0.00	0.84	0.29	0.00	1.67	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	1.71	0.00	0.00	0.00
3.00	0.00	0.00	1.66	1.67	0.00	1.99	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.08	0.00	0.00	1.99	0.00	1.35	0.62
4.00	0.00	0.49	0.73	0.06	0.00	2.01	0.00	0.00	0.00	0.00	2.00	0.64	0.00	0.08	0.00	0.00	1.98	0.00	0.53	0.39
5.00	0.13	0.32	0.07	0.01	0.00	0.73	0.00	0.00	0.00	0.00	2.00	0.46	0.00	0.27	0.00	0.00	1.38	0.00	0.16	0.00
6.00	0.91	0.61	0.00	0.00	0.00	0.97	0.00	0.00	0.00	0.00	2.00	0.08	0.00	0.33	0.00	0.00	1.83	0.00	0.08	0.06
7.00	1.71	0.97	0.81	0.32	0.00	1.87	0.00	0.00	0.00	0.28	2.00	2.52	0.00	0.32	0.00	0.00	0.60	0.00	0.39	0.00
8.00	1.46	0.93	1.31	0.55	0.00	1.66	0.00	0.00	0.00	0.38	1.99	1.51	0.00	0.15	0.00	0.00	2.30	0.00	0.77	1.04
9.00	1.40	1.11	0.93	0.00	0.00	1.37	0.00	0.00	0.00	0.00	2.00	2.16	0.00	0.80	0.00	0.00	1.70	0.00	0.65	0.00
10.00	1.84	1.21	0.51	0.00	0.00	1.70	0.00	0.00	0.00	0.00	2.00	0.59	0.00	0.31	0.00	0.00	1.17	0.00	0.00	0.00
11.00	1.19	1.19	0.01	0.22	0.00	1.22	0.00	0.00	0.00	0.19	2.00	2.00	0.00	0.67	0.00	0.00	2.05	0.00	0.49	0.09
12.00	1.32	0.53	0.21	0.49	0.00	1.38	0.00	0.00	0.00	0.12	2.00	0.49	0.00	1.00	0.00	0.00	1.06	0.00	0.07	0.00
13.00	0.58	1.11	0.52	0.00	0.00	0.95	0.00	0.00	0.00	0.00	2.00	0.28	0.00	0.00	0.00	0.00	1.60	0.00	0.02	0.00
14.00	0.61	0.95	0.44	0.00	0.00	0.84	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.24	0.00	0.00	1.38	0.00	0.19	0.00
15.00	1.88	1.31	0.08	0.00	0.00	2.39	0.00	0.00	0.00	0.00	2.00	2.68	0.00	0.24	0.00	0.00	2.00	0.00	0.33	0.11
16.00	1.83	0.80	0.32	0.06	0.00	1.88	0.00	0.00	0.00	0.01	2.00	1.27	0.00	1.67	0.00	0.00	1.50	0.00	0.69	0.31
17.00	0.45	0.81	0.47	0.04	0.00	1.20	0.00	0.00	0.00	0.01	2.00	1.52	0.00	0.60	0.00	0.00	1.70	0.00	0.74	0.00
18.00	2.58	1.70	0.35	0.13	0.00	2.59	0.00	0.00	0.00	0.11	2.00	1.32	0.00	0.39	0.00	0.00	1.46	0.00	1.20	0.00
19.00	1.79	1.13	0.00	0.22	0.00	1.79	0.00	0.00	0.00	0.21	2.00	1.98	0.00	0.92	0.00	0.00	2.04	0.00	0.84	0.88
20.00	1.33	0.64	0.12	0.00	0.00	1.28	0.00	0.00	0.00	0.00	1.99	1.19	0.00	0.31	0.00	0.00	1.57	0.00	0.84	0.00
21.00	0.58	0.12	1.40	0.00	0.00	0.60	0.00	0.00	0.00	0.00	2.00	1.61	0.00	0.74	0.00	0.00	1.51	0.00	0.60	0.31
22.00	1.77	1.46	0.81	0.00	0.00	1.88	0.00	0.00	0.00	0.00	2.00	0.27	0.00	1.05	0.00	0.00	1.83	0.00	1.05	0.00
23.00	1.10	0.79	0.53	0.39	0.00	1.10	0.00	0.00	0.00	0.00	2.00	1.90	0.00	0.48	0.00	0.00	1.73	0.00	0.67	0.85
24.00	0.75	0.28	0.42	0.14	0.00	1.13	0.00	0.00	0.00	0.12	2.00	1.22	0.00	0.64	0.00	0.00	1.67	0.00	0.00	0.00
25.00	0.79	0.33	0.51	0.39	0.00	1.52	0.00	0.00	0.00	0.02	2.00	1.32	0.00	0.44	0.00	0.00	0.85	0.00	1.27	0.00
